"match_id","ldir_idx","ftir_idx","match_distance","match_score","ldir_particle_id","ldir_x_um","ldir_y_um","ldir_area_um2","ldir_major_um","ldir_minor_um","ldir_feret_min_um","ldir_feret_max_um","ldir_material","ldir_quality","ldir_source_file","ldir_diameter_um","ldir_aspect_ratio","ldir_coord_match_cost","ldir_coord_source","ldir_x_norm","ldir_y_norm","ldir_x_aligned","ldir_y_aligned","ldir_align_method","ftir_particle_id","ftir_x_um","ftir_y_um","ftir_area_um2","ftir_major_um","ftir_minor_um","ftir_feret_min_um","ftir_feret_max_um","ftir_material","ftir_quality","ftir_source_file","ftir_x_norm","ftir_y_norm","ftir_x_aligned","ftir_y_aligned","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
31,35,249,15.6529492910749,15.7842890066297,"A35",-3266.276,-1829.828,4650,97,62,62,97,"Polyamide (naturally occurring)",0.933982588596863,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.9452005197108,0.638095174277552,0.0576958570157382,"circle_calibrated",-1892.72869306931,2686.2699049505,-954.704999184984,1643.86550679935,"landmark_ransac","MP_14",7900,3025,3750,80.9,59,75,80.9,"PET",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",-939.110796119881,1645.22036925484,-939.110796119881,1645.22036925484,1,348.683485992447,0.0448915704927131,FALSE
32,36,314,4.37332245635195,4.40712907631331,"A36",4039.542,-4683.874,4600,94,66,66,94,"Polyethylene terephthalate",0.906023235391562,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.5303985732581,1.43749992724326,0.420497605609093,"circle_calibrated",-4746.77469306931,-4619.54809504951,-3643.09459170733,-5078.14670725932,"landmark_ransac","MP_-1",10100,9950,4375,95.7,58.2,72.5,95.7,"Protein",0.672,"Comparstic Spotlight F2Ba Au 240926.csv",-3643.37411763407,-5082.51108746314,-3643.37411763407,-5082.51108746314,1,221.176923435253,0.0197729599834685,FALSE
33,38,73,5.0863186623895,5.36453875963197,"A38",-2466.126,3225.222,4550,110,57,57,110,"Polyethylene terephthalate",0.918361068411598,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.1133360755196,0.516129006996268,0.325569828249742,"circle_calibrated",3162.32130693069,1886.1199049505,3705.10303523516,867.873632740279,"landmark_ransac","MP_-1",3200,3450,8125,150,69,112.5,150,"Cellulose",0.771,"Comparstic Spotlight F2Ba Au 240926.csv",3706.43258471679,872.783106817129,3706.43258471679,872.783106817129,1,52.847062762381,0.0962460049153418,FALSE
34,39,35,91.4528869209226,91.8855154693787,"A39",2282.41,3974.152,4537.5,192,45,45,192,"Polyamide (naturally occurring)",0.878685457165586,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.0087128836938,4.28308803841678,0.0209442402948286,"circle_calibrated",3911.25130693069,-2862.4160950495,4361.16136042021,-3520.50723982785,"landmark_ransac","MP_-1",2225,7700,3125,80.9,49.2,75,80.9,"Cellulose",0.773,"Comparstic Spotlight F2Ba Au 240926.csv",4360.65129872906,-3429.05577530572,4360.65129872906,-3429.05577530572,0,89.496285658705,1.02186237392777,TRUE
35,40,265,15.3819600244491,15.4074969435571,"A40",4025.762,-2698.956,4150,104,59,59,104,"Polyamide (naturally occurring)",0.939859813213134,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",72.6907429501923,0.566037701226032,0.0414145395182857,"circle_calibrated",-2761.85669306931,-4605.76809504951,-1810.94176956246,-5080.13897307668,"landmark_ransac","MP_-1",8275,9825,4375,104.1,53.5,77.5,104.1,"Cellulose",0.704,"Comparstic Spotlight F2Ba Au 240926.csv",-1817.95240628201,-5093.83041810561,-1817.95240628201,-5093.83041810561,1,224.001333938777,0.0686690554648805,FALSE
36,41,225,469.311586673103,469.824817068078,"A41",-2957.396,-1400.516,4000,135,49,49,135,"Polyethylene terephthalate",0.892249441085367,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",71.3649646461108,0.360902294401041,0.0727339748989135,"circle_calibrated",-1463.41669306931,2377.3899049505,-560.745444534146,1355.59192069162,"landmark_ransac","MP_-1",7150,3600,1875,60.4,39.6,30,60.4,"Protein",0.789,"Comparstic Spotlight F2Ba Au 240926.csv",-235.515914664811,1017.24429134187,-235.515914664811,1017.24429134187,0,476.492368771772,0.98492991164333,TRUE
37,42,243,3.80374089049288,4.23601556399318,"A42",-6040.918,-1542.814,3912.5,105,47,47,105,"Cellulosic",0.910002468582759,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",70.580094352277,2.23809512204187,0.161135907732921,"circle_calibrated",-1605.71469306931,5460.91190495049,-669.231253737945,4202.69289127978,"landmark_ransac","MP_-1",7825,450,10625,150,90.2,100,150,"Protein",0.945,"Comparstic Spotlight F2Ba Au 240926.csv",-672.992045041525,4202.12289695269,-672.992045041525,4202.12289695269,1,336.839541321539,0.0112924417233484,FALSE
38,43,222,13.0348194735106,13.1919866141651,"A43",1934.114,-1254.942,3875,103,50,50,103,"Polyamide (naturally occurring)",0.93290560793875,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",70.2410366940064,0.487684770546574,0.233460442658453,"circle_calibrated",-1317.84269306931,-2514.1200950495,-462.635643947602,-3160.28018395253,"landmark_ransac","MP_12",7075,7800,3125,80.9,49.2,55,80.9,"PET",0.698,"Comparstic Spotlight F2Ba Au 240926.csv",-473.203053945448,-3167.91145937964,-473.203053945448,-3167.91145937964,1,65.4153043570851,0.199262536521375,FALSE
39,44,192,27.6761101369993,27.7633267369284,"A44",515.71,-318.292,3875,106,59,59,106,"Polypropylene",0.978589994635303,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",70.2410366940064,1.81081079979626,0.212062854955057,"circle_calibrated",-381.192693069307,-1095.7160950495,412.391149645328,-1858.05562528157,"landmark_ransac","MP_-1",6300,6400,5000,104.1,61.2,50,104.1,"Cellulose",0.746,"Comparstic Spotlight F2Ba Au 240926.csv",402.136195099216,-1832.34953690601,402.136195099216,-1832.34953690601,1,531.261525414386,0.0520950771193374,FALSE
40,45,334,16.2175346305729,16.4391626067162,"A45",-557.882,-4904.328,3562.5,105,47,47,105,"Polyamide (naturally occurring)",0.925932956436204,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",67.3492084446359,0.446808533806944,0.05138948993037,"circle_calibrated",-4967.22869306931,-22.1240950495046,-3812.49713947207,-833.156775043838,"landmark_ransac","MP_-1",10600,5725,6250,115.1,69.1,95,115.1,"Protein",0.874,"Comparstic Spotlight F2Ba Au 240926.csv",-3826.76146116808,-840.872833367004,-3826.76146116808,-840.872833367004,1,171.336966032306,0.0946528645051129,FALSE
