"particle_id","x_um","y_um","coord_match_cost","coord_source","material","quality","feret_max_um"
"A24",7965.20833333333,7814.625,0.331171608729849,"image","Polyamide (naturally occurring)",0.781205877791979,145
"A25",1900.81666666667,4893.47083333333,0.28613784827953,"image","Cellulosic",0.928891530055395,417
"A26",7311.41666666667,2324.50833333333,0.284317873673093,"image","Polyethylene terephthalate",0.921203429248864,175
"A27",5193.87916666667,11626.4958333333,0.479764267103633,"image","Cellulosic",0.910976576782371,375
"A28",11666.525,4511.325,0.305873048749874,"image","Polyethylene terephthalate",0.866495534103227,107
"A29",3800.875,9062.19166666667,0.363926295822762,"image","Cellulosic",0.844400536822395,291
"A30",3960.2875,11956.0458333333,0.369991608299052,"image","Polyethylene terephthalate",0.892760518130499,140
"A31",5112.84583333333,4615.4875,0.354793234349573,"image","Cellulosic",0.927399984619523,113
"A32",7550.8875,124.258333333333,0.0252132442934478,"image","Polyethylene terephthalate",0.881695252838208,111
"A33",2286.2125,4620.525,0.69551077393227,"image","Cellulosic",0.833985981033295,416
"A34",3231.8,4670.30416666667,0.232542242561449,"image","Polyethylene terephthalate",0.893210651413161,97
"A35",10522.85,3800.17083333333,0.148644998427523,"image","Polyamide (naturally occurring)",0.933982588596863,97
"A36",5228.7625,4502.60416666667,0.132668005556293,"image","Polyethylene terephthalate",0.906023235391562,94
"A37",9043.50416666667,5825.1375,0.17677134131306,"image","Carbonate",0.796739607038821,164
"A38",5939.97083333333,1594.66666666667,0.0354351073165662,"image","Polyethylene terephthalate",0.918361068411598,110
"A39",8786.75416666667,10472.3666666667,0.483093917764673,"image","Polyamide (naturally occurring)",0.878685457165586,192
"A40",7012.74166666667,6182.20416666667,0.111933741169904,"image","Polyamide (naturally occurring)",0.939859813213134,104
"A41",3540.49583333333,5101.3625,0.403047613180532,"image","Polyethylene terephthalate",0.892249441085367,135
"A42",464.533333333333,4960.74583333333,0.356536912045054,"image","Cellulosic",0.910002468582759,105
"A43",6087.52083333333,7686.68333333333,0.3020957702788,"image","Polyamide (naturally occurring)",0.93290560793875,103
"A44",4569.825,12074.6708333333,0.460265991467976,"image","Polypropylene",0.978589994635303,106
"A45",7119.2875,9826.26666666667,0.139222100493734,"image","Polyamide (naturally occurring)",0.925932956436204,105
"A46",11286.925,7482.52916666667,0.358573506192712,"image","Cellulosic",0.894828861564227,167
"A47",2831.83333333333,9572.76666666667,0.302488876087407,"image","Cellulosic",0.822389400336825,190
"A48",4461.7625,8979.31666666667,0.116328822294519,"image","Polyethylene terephthalate",0.877625051256687,94
"A49",2390.10416666667,2355.70833333333,0.117395691688663,"image","Polyethylene terephthalate",0.911702241758719,80
"A50",4017.325,10041.1458333333,1.10532324406155,"image","Cellulosic",0.911693399418307,128
"A51",5319.38333333333,860.924999999999,0.289198365619323,"image","Polyamide (naturally occurring)",0.917033491970952,96
"A52",4031.89583333333,9727.25,0.407173888675936,"image","Cellulosic",0.969097963071682,103
"A53",3691.07916666667,11547.4125,0.738251281335969,"image","Polyamide (naturally occurring)",0.898473024242733,100
"A54",8431.20416666667,5248.20833333333,0.452009537161369,"image","Polyethylene terephthalate",0.922683503707088,74
"A55",2289.35416666667,7864.45833333333,0.706003162946661,"image","Polyethylene terephthalate",0.913073340982825,99
