"particle_id","centroid_y","centroid_x","tile_row","tile_col","local_y","local_x","area_px","max_intensity","mean_intensity","integrated_intensity","bbox_width","bbox_height","equivalent_diameter","aspect_ratio","x_um","y_um","feret_max_um","feret_min_um","area_um2"
155,794.65,1221.02,1,2,194.65,21.02,46,198.13,136.82,6293.93,9,7,7.65,1.29,6613.85833333333,8695.64583333333,48.75,37.9166666666667,1349.65277777778
156,796.3,351.2,1,0,196.3,351.2,40,88.33,66.86,2674.49,7,8,7.14,1.14,1902.33333333333,8686.70833333333,43.3333333333333,37.9166666666667,1173.61111111111
157,804.23,759.85,1,1,204.23,159.85,52,110.79,72.27,3758.26,8,12,8.14,1.5,4115.85416666667,8643.75416666667,65,43.3333333333333,1525.69444444444
158,812.91,695.34,1,1,212.91,95.34,53,116.61,75.03,3976.36,10,9,8.21,1.11,3766.425,8596.7375,54.1666666666667,48.75,1555.03472222222
159,817.44,396.2,1,0,217.44,396.2,25,88.01,64.7,1617.43,5,6,5.64,1.2,2146.08333333333,8572.2,32.5,27.0833333333333,733.506944444445
160,829.87,1182.39,1,1,229.87,582.39,108,125.29,77.08,8324.83,13,13,11.73,1,6404.6125,8504.87083333333,70.4166666666667,70.4166666666667,3168.75
161,824.83,1383.52,1,2,224.83,183.52,23,115.5,81.21,1867.74,6,5,5.41,1.2,7494.06666666667,8532.17083333333,32.5,27.0833333333333,674.826388888889
162,828.83,1445.29,1,2,228.83,245.29,24,95.88,71.29,1711.06,5,7,5.53,1.4,7828.65416666667,8510.50416666667,37.9166666666667,27.0833333333333,704.166666666667
163,830.67,2031.56,1,3,230.67,231.56,36,131.83,83.38,3001.69,6,8,6.77,1.33,11004.2833333333,8500.5375,43.3333333333333,32.5,1056.25
164,833.3,936.9,1,1,233.3,336.9,20,149.85,94.16,1883.16,5,5,5.05,1,5074.875,8486.29166666667,27.0833333333333,27.0833333333333,586.805555555556
165,841.32,1378.08,1,2,241.32,178.08,25,137.73,84.52,2113.03,7,6,5.64,1.17,7464.6,8442.85,37.9166666666667,32.5,733.506944444445
166,854.45,1985.93,1,3,254.45,185.93,60,170.46,113.23,6793.61,10,8,8.74,1.25,10757.1208333333,8371.72916666667,54.1666666666667,43.3333333333333,1760.41666666667
167,860.85,1126.49,1,1,260.85,526.49,104,143.99,83.89,8724.67,12,13,11.51,1.08,6101.82083333333,8337.0625,70.4166666666667,65,3051.38888888889
168,866,728.22,1,1,266,128.22,41,157.06,90.26,3700.6,10,9,7.23,1.11,3944.525,8309.16666666667,54.1666666666667,48.75,1202.95138888889
169,864.67,1948.48,1,3,264.67,148.48,27,96.21,67.77,1829.73,7,5,5.86,1.4,10554.2666666667,8316.37083333333,37.9166666666667,27.0833333333333,792.1875
170,867.89,1310.32,1,2,267.89,110.32,62,110.81,76.44,4739.22,12,9,8.88,1.33,7097.56666666667,8298.92916666667,65,48.75,1819.09722222222
171,898.78,400.72,1,0,298.78,400.72,653,185.69,98,63991.2,118,56,28.83,2.11,2170.56666666667,8131.60833333333,639.166666666667,303.333333333333,19159.2013888889
172,876.6,733.56,1,1,276.6,133.56,25,98.74,76.09,1902.13,8,5,5.64,1.6,3973.45,8251.75,43.3333333333333,27.0833333333333,733.506944444445
173,877,763.76,1,1,277,163.76,38,109.52,70.34,2672.95,9,6,6.96,1.5,4137.03333333333,8249.58333333333,48.75,32.5,1114.93055555556
174,877.39,1832.91,1,3,277.39,32.91,23,109.65,80.03,1840.66,5,6,5.41,1.2,9928.2625,8247.47083333333,32.5,27.0833333333333,674.826388888889
175,884.77,1697.58,1,2,284.77,497.58,137,146.03,93.85,12857.53,15,15,13.21,1,9195.225,8207.49583333333,81.25,81.25,4019.61805555556
176,884.66,140.84,1,0,284.66,140.84,61,172.89,99.1,6045.26,10,9,8.81,1.11,762.883333333333,8208.09166666667,54.1666666666667,48.75,1789.75694444444
177,895.26,2195.17,1,3,295.26,395.17,47,92.23,64.81,3045.99,9,8,7.74,1.12,11890.5041666667,8150.675,48.75,43.3333333333333,1378.99305555556
178,895,1959.55,1,3,295,159.55,22,85.75,65.59,1442.9,6,5,5.29,1.2,10614.2291666667,8152.08333333333,32.5,27.0833333333333,645.486111111111
179,906,594,1,0,306,594,23,83.44,64.38,1480.69,5,5,5.41,1,3217.5,8092.5,27.0833333333333,27.0833333333333,674.826388888889
180,911.52,1352.35,1,2,311.52,152.35,23,175.09,99.71,2293.41,6,6,5.41,1,7325.22916666667,8062.6,32.5,32.5,674.826388888889
181,918.75,589.75,1,0,318.75,589.75,24,83.76,59.73,1433.43,7,5,5.53,1.4,3194.47916666667,8023.4375,37.9166666666667,27.0833333333333,704.166666666667
182,920.09,1483.81,1,2,320.09,283.81,32,141.06,91.83,2938.62,7,7,6.38,1,8037.30416666667,8016.17916666667,37.9166666666667,37.9166666666667,938.888888888889
183,926.4,331.35,1,0,326.4,331.35,98,163.44,98.86,9688.13,15,12,11.17,1.25,1794.8125,7982,81.25,65,2875.34722222222
184,925.07,1546.44,1,2,325.07,346.44,27,90.89,75.61,2041.51,6,5,5.86,1.2,8376.55,7989.20416666667,32.5,27.0833333333333,792.1875
185,928.58,188.87,1,0,328.58,188.87,31,94.31,76.73,2378.55,7,6,6.28,1.17,1023.04583333333,7970.19166666667,37.9166666666667,32.5,909.548611111111
186,931.04,973.24,1,1,331.04,373.24,25,156.37,98.03,2450.79,6,5,5.64,1.2,5271.71666666667,7956.86666666667,32.5,27.0833333333333,733.506944444445
187,935.26,1923.74,1,3,335.26,123.74,27,113.81,77.21,2084.55,6,6,5.86,1,10420.2583333333,7934.00833333333,32.5,32.5,792.1875
188,937.12,2162.41,1,3,337.12,362.41,32,102.46,74.67,2389.46,8,7,6.38,1.14,11713.0541666667,7923.93333333333,43.3333333333333,37.9166666666667,938.888888888889
189,941.46,526.54,1,0,341.46,526.54,26,84.22,63.58,1653.06,6,6,5.75,1,2852.09166666667,7900.425,32.5,32.5,762.847222222222
190,948.1,422.65,1,0,348.1,422.65,186,137.87,79.02,14697.15,21,15,15.39,1.4,2289.35416666667,7864.45833333333,113.75,81.25,5457.29166666667
191,947.5,206.12,1,0,347.5,206.12,24,144.79,90.57,2173.77,6,6,5.53,1,1116.48333333333,7867.70833333333,32.5,32.5,704.166666666667
192,948.78,145.33,1,0,348.78,145.33,36,120.8,76.45,2752.12,7,7,6.77,1,787.204166666667,7860.775,37.9166666666667,37.9166666666667,1056.25
193,957.3,1470.5,1,2,357.3,270.5,420,222.22,154.31,64810.18,28,24,23.12,1.17,7965.20833333333,7814.625,151.666666666667,130,12322.9166666667
194,951.77,953.83,1,1,351.77,353.83,40,194.06,117.19,4687.64,7,8,7.14,1.14,5166.57916666667,7844.57916666667,43.3333333333333,37.9166666666667,1173.61111111111
195,951.96,1096.16,1,1,351.96,496.16,45,129.79,79.43,3574.13,8,7,7.57,1.14,5937.53333333333,7843.55,43.3333333333333,37.9166666666667,1320.3125
196,956.21,856.14,1,1,356.21,256.14,28,110.99,74.92,2097.79,7,6,5.97,1.17,4637.425,7820.52916666667,37.9166666666667,32.5,821.527777777778
197,959.06,1621.25,1,2,359.06,421.25,36,105.87,73.17,2634.27,8,7,6.77,1.14,8781.77083333333,7805.09166666667,43.3333333333333,37.9166666666667,1056.25
198,957.64,1727.18,1,2,357.64,527.18,22,101.86,75.67,1664.76,7,5,5.29,1.4,9355.55833333333,7812.78333333333,37.9166666666667,27.0833333333333,645.486111111111
199,966.65,1137.65,1,1,366.65,537.65,26,84.67,63.73,1657.04,6,6,5.75,1,6162.27083333333,7763.97916666667,32.5,32.5,762.847222222222
200,967.82,428.73,1,0,367.82,428.73,22,81.31,64.14,1411.1,6,5,5.29,1.2,2322.2875,7757.64166666667,32.5,27.0833333333333,645.486111111111
201,973.05,608.95,1,1,373.05,8.95,22,109.85,75.44,1659.6,7,5,5.29,1.4,3298.47916666667,7729.3125,37.9166666666667,27.0833333333333,645.486111111111
202,975.1,648.69,1,1,375.1,48.69,29,118.52,86.71,2514.47,7,5,6.08,1.4,3513.7375,7718.20833333333,37.9166666666667,27.0833333333333,850.868055555556
203,980.92,1123.85,1,1,380.92,523.85,170,161.72,90.36,15360.95,21,17,14.71,1.24,6087.52083333333,7686.68333333333,113.75,92.0833333333333,4987.84722222222
204,983.05,97.55,1,0,383.05,97.55,20,133.67,89.14,1782.9,8,3,5.05,2.67,528.395833333333,7675.14583333333,43.3333333333333,16.25,586.805555555556
205,994.9,774.9,1,1,394.9,174.9,29,113.13,74.32,2155.37,7,5,6.08,1.4,4197.375,7610.95833333333,37.9166666666667,27.0833333333333,850.868055555556
206,998.52,1962.69,1,3,398.52,162.69,29,112.1,76.63,2222.29,7,6,6.08,1.17,10631.2375,7591.35,37.9166666666667,32.5,850.868055555556
207,1008.04,190.32,1,0,408.04,190.32,47,178.95,123.22,5791.54,8,7,7.74,1.14,1030.9,7539.78333333333,43.3333333333333,37.9166666666667,1378.99305555556
208,1011.41,1921.48,1,3,411.41,121.48,27,111.02,71.03,1917.84,6,6,5.86,1,10408.0166666667,7521.52916666667,32.5,32.5,792.1875
209,1014.28,566.66,1,0,414.28,566.66,29,89.59,68.32,1981.22,6,6,6.08,1,3069.40833333333,7505.98333333333,32.5,32.5,850.868055555556
210,1018.61,2083.74,1,3,418.61,283.74,147,141.55,78.43,11529.33,41,9,13.68,4.56,11286.925,7482.52916666667,222.083333333333,48.75,4313.02083333333
211,1027.71,1083.34,1,1,427.71,483.34,96,196.89,129.92,12472.71,9,15,11.06,1.67,5868.09166666667,7433.2375,81.25,48.75,2816.66666666667
212,1026.91,424.06,1,0,426.91,424.06,32,85.07,62.89,2012.62,5,7,6.38,1.4,2296.99166666667,7437.57083333333,37.9166666666667,27.0833333333333,938.888888888889
213,1035.27,584.86,1,0,435.27,584.86,22,108.9,78.75,1732.59,7,4,5.29,1.75,3167.99166666667,7392.2875,37.9166666666667,21.6666666666667,645.486111111111
214,1037.43,1975.8,1,3,437.43,175.8,30,107.56,79.44,2383.32,8,7,6.18,1.14,10702.25,7380.5875,43.3333333333333,37.9166666666667,880.208333333333
215,1038,1703.14,1,2,438,503.14,36,106.01,73.71,2653.63,7,7,6.77,1,9225.34166666667,7377.5,37.9166666666667,37.9166666666667,1056.25
216,1044.85,1397.15,1,2,444.85,197.15,34,106.9,77.56,2637.19,8,7,6.58,1.14,7567.89583333333,7340.39583333333,43.3333333333333,37.9166666666667,997.569444444445
217,1101.3,182.18,1,0,501.3,182.18,879,192.05,94.73,83269.38,118,121,33.45,1.03,986.808333333333,7034.625,655.416666666667,639.166666666667,25790.1041666667
218,1054.81,816.64,1,1,454.81,216.64,47,181.66,122.31,5748.5,8,8,7.74,1,4423.46666666667,7286.44583333333,43.3333333333333,43.3333333333333,1378.99305555556
219,1069.08,584.96,1,0,469.08,584.96,73,144.35,82.77,6042.5,9,11,9.64,1.22,3168.53333333333,7209.15,59.5833333333333,48.75,2141.84027777778
220,1069.97,1878.86,1,3,469.97,78.86,29,104.14,75.37,2185.62,7,7,6.08,1,10177.1583333333,7204.32916666667,37.9166666666667,37.9166666666667,850.868055555556
221,1071.12,1151.67,1,1,471.12,551.67,24,75.68,62.1,1490.31,6,5,5.53,1.2,6238.2125,7198.1,32.5,27.0833333333333,704.166666666667
222,1074.72,308.31,1,0,474.72,308.31,36,166.27,102.25,3680.84,6,8,6.77,1.33,1670.0125,7178.6,43.3333333333333,32.5,1056.25
223,1074.26,354.07,1,0,474.26,354.07,27,80.72,62.44,1685.87,5,6,5.86,1.2,1917.87916666667,7181.09166666667,32.5,27.0833333333333,792.1875
224,1076.97,2155.31,1,3,476.97,355.31,36,99.88,73.24,2636.62,10,6,6.77,1.67,11674.5958333333,7166.4125,54.1666666666667,32.5,1056.25
225,1077.35,1930.38,1,3,477.35,130.38,26,116.49,79.93,2078.27,9,4,5.75,2.25,10456.225,7164.35416666667,48.75,21.6666666666667,762.847222222222
226,1083.16,1567.02,1,2,483.16,367.02,92,188.09,124.14,11420.72,10,14,10.82,1.4,8488.025,7132.88333333333,75.8333333333333,54.1666666666667,2699.30555555556
227,1083.88,2037.48,1,3,483.88,237.48,25,90.55,63.58,1589.5,6,6,5.64,1,11036.35,7128.98333333333,32.5,32.5,733.506944444445
228,1115.25,595.98,1,0,515.25,595.98,632,199.47,109.94,69481.13,28,73,28.37,2.61,3228.225,6959.0625,395.416666666667,151.666666666667,18543.0555555556
229,1094.18,807.74,1,1,494.18,207.74,38,169.01,99.29,3773.09,8,7,6.96,1.14,4375.25833333333,7073.19166666667,43.3333333333333,37.9166666666667,1114.93055555556
230,1096.96,1600.64,1,2,496.96,400.64,120,159,101.43,12171.82,16,12,12.36,1.33,8670.13333333334,7058.13333333333,86.6666666666667,65,3520.83333333333
231,1095.13,369.09,1,0,495.13,369.09,23,129.23,85.54,1967.49,6,6,5.41,1,1999.2375,7068.04583333333,32.5,32.5,674.826388888889
232,1099.82,641.98,1,1,499.82,41.98,66,155.42,93.2,6151.2,9,11,9.17,1.22,3477.39166666667,7042.64166666667,59.5833333333333,48.75,1936.45833333333
233,1100.4,375.62,1,0,500.4,375.62,47,113.33,79.06,3715.9,10,6,7.74,1.67,2034.60833333333,7039.5,54.1666666666667,32.5,1378.99305555556
234,1103.93,2048.07,1,3,503.93,248.07,30,103.14,74.84,2245.16,7,5,6.18,1.4,11093.7125,7020.37916666667,37.9166666666667,27.0833333333333,880.208333333333
235,1106.66,1255.16,1,2,506.66,55.16,32,141.8,92.41,2957.11,6,7,6.38,1.17,6798.78333333333,7005.59166666667,37.9166666666667,32.5,938.888888888889
236,1117.53,725.6,1,1,517.53,125.6,40,142.43,79.83,3193.04,6,9,7.14,1.5,3930.33333333333,6946.7125,48.75,32.5,1173.61111111111
237,1118.57,305.8,1,0,518.57,305.8,30,92.84,69.75,2092.51,6,6,6.18,1,1656.41666666667,6941.07916666667,32.5,32.5,880.208333333333
238,1118.77,2034.4,1,3,518.77,234.4,30,148.45,105.07,3151.96,7,6,6.18,1.17,11019.6666666667,6939.99583333333,37.9166666666667,32.5,880.208333333333
239,1123.19,854.72,1,1,523.19,254.72,54,158.78,100.6,5432.15,7,14,8.29,2,4629.73333333333,6916.05416666667,75.8333333333333,37.9166666666667,1584.375
240,1136.82,897.57,1,1,536.82,297.57,49,171.56,110.44,5411.73,8,8,7.9,1,4861.8375,6842.225,43.3333333333333,43.3333333333333,1437.67361111111
241,1141.33,2296.05,1,3,541.33,496.05,103,160.26,100.94,10396.71,15,11,11.45,1.36,12436.9375,6817.79583333333,81.25,59.5833333333333,3022.04861111111
242,1139.93,1083.48,1,1,539.93,483.48,27,99.3,66.92,1806.87,7,6,5.86,1.17,5868.85,6825.37916666667,37.9166666666667,32.5,792.1875
243,1143.35,1342.56,1,2,543.35,142.56,52,191.7,118.02,6136.78,6,10,8.14,1.67,7272.2,6806.85416666667,54.1666666666667,32.5,1525.69444444444
244,1145.39,1810.34,1,3,545.39,10.34,61,132.46,84.01,5124.74,9,10,8.81,1.11,9806.00833333333,6795.80416666667,54.1666666666667,48.75,1789.75694444444
245,1150.08,1546.44,1,2,550.08,346.44,73,119.67,83.09,6065.26,8,13,9.64,1.62,8376.55,6770.4,70.4166666666667,43.3333333333333,2141.84027777778
246,1147.8,1673.32,1,2,547.8,473.32,25,106.61,75.37,1884.16,6,6,5.64,1,9063.81666666667,6782.75,32.5,32.5,733.506944444445
247,1151.32,671.39,1,1,551.32,71.39,31,113.99,76.86,2382.53,7,6,6.28,1.17,3636.69583333333,6763.68333333333,37.9166666666667,32.5,909.548611111111
248,1151.88,1694.38,1,2,551.88,494.38,34,103.43,71.58,2433.8,6,7,6.58,1.17,9177.89166666667,6760.65,37.9166666666667,32.5,997.569444444445
249,1160.06,599.26,1,0,560.06,599.26,31,144.31,90.91,2818.33,6,7,6.28,1.17,3245.99166666667,6716.34166666667,37.9166666666667,32.5,909.548611111111
250,1181.47,2316.64,1,3,581.47,516.64,55,108.18,76.31,4197.06,8,10,8.37,1.25,12548.4666666667,6600.37083333333,54.1666666666667,43.3333333333333,1613.71527777778
251,1183.5,1402.91,1,2,583.5,202.91,22,152.55,89.17,1961.73,5,6,5.29,1.2,7599.09583333333,6589.375,32.5,27.0833333333333,645.486111111111
252,1185.13,142.57,1,0,585.13,142.57,30,104.85,72.13,2163.81,9,5,6.18,1.8,772.254166666667,6580.54583333333,48.75,27.0833333333333,880.208333333333
253,1185.26,504.26,1,0,585.26,504.26,34,133.81,69.04,2347.41,7,7,6.58,1,2731.40833333333,6579.84166666667,37.9166666666667,37.9166666666667,997.569444444445
254,1200.57,466.79,2,0,0.57,466.79,1036,211.33,130.48,135177.63,54,36,36.32,1.5,2528.44583333333,6496.9125,292.5,195,30396.5277777778
255,1188.61,2003.04,1,3,588.61,203.04,28,92.64,74.25,2079.08,6,6,5.97,1,10849.8,6561.69583333333,32.5,32.5,821.527777777778
256,1194.97,94.09,1,0,594.97,94.09,34,137.07,83.19,2828.52,8,6,6.58,1.33,509.654166666667,6527.24583333333,43.3333333333333,32.5,997.569444444445
257,1199,1132.38,1,1,599,532.38,21,89.22,60.18,1263.81,6,5,5.17,1.2,6133.725,6505.41666666667,32.5,27.0833333333333,616.145833333333
258,1203.07,1619.7,2,2,3.07,419.7,56,120.91,78.83,4414.65,10,9,8.44,1.11,8773.375,6483.37083333333,54.1666666666667,48.75,1643.05555555556
259,1210.41,1220.59,2,2,10.41,20.59,22,107.26,73.82,1623.94,7,4,5.29,1.75,6611.52916666667,6443.6125,37.9166666666667,21.6666666666667,645.486111111111
260,1215.77,416.82,2,0,15.77,416.82,22,79.07,59.17,1301.64,6,5,5.29,1.2,2257.775,6414.57916666667,32.5,27.0833333333333,645.486111111111
261,1222.07,1728.59,2,2,22.07,528.59,58,88.67,65.01,3770.7,10,11,8.59,1.1,9363.19583333333,6380.45416666667,59.5833333333333,54.1666666666667,1701.73611111111
262,1231.21,2344.33,2,3,31.21,544.33,24,58.91,46.7,1120.83,11,5,5.53,2.2,12698.4541666667,6330.94583333333,59.5833333333333,27.0833333333333,704.166666666667
263,1233.4,961.6,2,1,33.4,361.6,35,101.32,67.53,2363.51,8,7,6.68,1.14,5208.66666666667,6319.08333333333,43.3333333333333,37.9166666666667,1026.90972222222
264,1234.46,2374.46,2,3,34.46,574.46,57,134.02,88.53,5046.37,11,7,8.52,1.57,12861.6583333333,6313.34166666667,59.5833333333333,37.9166666666667,1672.39583333333
265,1234.97,389.18,2,0,34.97,389.18,40,84.82,62.09,2483.73,7,7,7.14,1,2108.05833333333,6310.57916666667,37.9166666666667,37.9166666666667,1173.61111111111
266,1258.67,1294.66,2,2,58.67,94.66,155,138.63,85.63,13271.98,20,12,14.05,1.67,7012.74166666667,6182.20416666667,108.333333333333,65,4547.74305555556
267,1264.83,844.35,2,1,64.83,244.35,54,131.29,69.92,3775.92,8,14,8.29,1.75,4573.5625,6148.8375,75.8333333333333,43.3333333333333,1584.375
268,1262.09,1129.09,2,1,62.09,529.09,22,81,58.53,1287.6,5,5,5.29,1,6115.90416666667,6163.67916666667,27.0833333333333,27.0833333333333,645.486111111111
269,1265.97,817.12,2,1,65.97,217.12,66,94.53,64.84,4279.61,12,11,9.17,1.09,4426.06666666667,6142.6625,65,59.5833333333333,1936.45833333333
270,1264.45,1366.27,2,2,64.45,166.27,22,115.94,70.83,1558.35,4,8,5.29,2,7400.62916666667,6150.89583333333,43.3333333333333,21.6666666666667,645.486111111111
271,1320.15,968.62,2,1,120.15,368.62,5143,215.47,181.65,934230.94,80,85,80.92,1.06,5246.69166666667,5849.1875,460.416666666667,433.333333333333,150897.048611111
272,1281.4,356.65,2,0,81.4,356.65,20,86.35,62.29,1245.82,8,4,5.05,2,1931.85416666667,6059.08333333333,43.3333333333333,21.6666666666667,586.805555555556
273,1288.5,1021.92,2,1,88.5,421.92,26,84.22,64.05,1665.25,7,6,5.75,1.17,5535.4,6020.625,37.9166666666667,32.5,762.847222222222
274,1296.21,2166.75,2,3,96.21,366.75,24,115.81,76.56,1837.52,6,5,5.53,1.2,11736.5625,5978.8625,32.5,27.0833333333333,704.166666666667
275,1298.77,1358.77,2,2,98.77,158.77,22,126.24,89.5,1968.9,5,5,5.29,1,7360.00416666667,5964.99583333333,27.0833333333333,27.0833333333333,645.486111111111
276,1300.85,15.42,2,0,100.85,15.42,26,102.89,72.82,1893.32,6,6,5.75,1,83.525,5953.72916666667,32.5,32.5,762.847222222222
277,1304.04,1173.23,2,1,104.04,573.23,26,75.92,54.17,1408.38,8,7,5.75,1.14,6354.99583333333,5936.45,43.3333333333333,37.9166666666667,762.847222222222
278,1307.88,222.07,2,0,107.88,222.07,56,111.15,64.42,3607.48,10,11,8.44,1.1,1202.87916666667,5915.65,59.5833333333333,54.1666666666667,1643.05555555556
279,1308.31,517.14,2,0,108.31,517.14,35,115.95,74.64,2612.47,8,8,6.68,1,2801.175,5913.32083333333,43.3333333333333,43.3333333333333,1026.90972222222
280,1324.59,1669.57,2,2,124.59,469.57,181,159.43,86.39,15636.38,19,32,15.18,1.68,9043.50416666667,5825.1375,173.333333333333,102.916666666667,5310.59027777778
281,1310.47,1998.39,2,3,110.47,198.39,36,103.63,70.73,2546.12,7,7,6.77,1,10824.6125,5901.62083333333,37.9166666666667,37.9166666666667,1056.25
282,1314,899.62,2,1,114,299.62,29,93.77,67.93,1969.83,7,5,6.08,1.4,4872.94166666667,5882.5,37.9166666666667,27.0833333333333,850.868055555556
283,1320.5,879.71,2,1,120.5,279.71,28,83.91,63.01,1764.29,7,7,5.97,1,4765.09583333333,5847.29166666667,37.9166666666667,37.9166666666667,821.527777777778
284,1325.57,183.22,2,0,125.57,183.22,23,173.69,104.05,2393.07,4,8,5.41,2,992.441666666667,5819.82916666667,43.3333333333333,21.6666666666667,674.826388888889
285,1335.02,818.07,2,1,135.02,218.07,42,88.96,62.89,2641.2,10,9,7.31,1.11,4431.2125,5768.64166666667,54.1666666666667,48.75,1232.29166666667
286,1341.41,119.5,2,0,141.41,119.5,110,188.61,119.58,13154.34,14,12,11.83,1.17,647.291666666667,5734.02916666667,75.8333333333333,65,3227.43055555556
287,1337.65,311.82,2,0,137.65,311.82,40,88.44,66.03,2641.2,7,7,7.14,1,1689.025,5754.39583333333,37.9166666666667,37.9166666666667,1173.61111111111
288,1355.52,1388.4,2,2,155.52,188.4,155,138.31,81.53,12636.94,18,16,14.05,1.12,7520.5,5657.6,97.5,86.6666666666667,4547.74305555556
289,1356.54,1402.8,2,2,156.54,202.8,35,113.64,74.04,2591.24,7,6,6.68,1.17,7598.5,5652.075,37.9166666666667,32.5,1026.90972222222
290,1360.21,535.25,2,0,160.21,535.25,28,81.38,58.25,1630.9,6,7,5.97,1.17,2899.27083333333,5632.19583333333,37.9166666666667,32.5,821.527777777778
291,1360.86,1190.44,2,1,160.86,590.44,66,84.75,60.05,3963.26,10,10,9.17,1,6448.21666666667,5628.675,54.1666666666667,54.1666666666667,1936.45833333333
292,1360.23,703.03,2,1,160.23,103.03,30,95,74.72,2241.67,7,6,6.18,1.17,3808.07916666667,5632.0875,37.9166666666667,32.5,880.208333333333
293,1362.59,1348.05,2,2,162.59,148.05,22,138.66,92.92,2044.35,5,6,5.29,1.2,7301.9375,5619.30416666667,32.5,27.0833333333333,645.486111111111
294,1365.1,469.95,2,0,165.1,469.95,20,82.93,63.35,1266.99,5,5,5.05,1,2545.5625,5605.70833333333,27.0833333333333,27.0833333333333,586.805555555556
295,1373.14,898,2,1,173.14,298,21,133.27,89.1,1871.19,5,5,5.17,1,4864.16666666667,5562.15833333333,27.0833333333333,27.0833333333333,616.145833333333
296,1380.9,786.1,2,1,180.9,186.1,126,203.98,132.94,16750.26,13,13,12.67,1,4258.04166666667,5520.125,70.4166666666667,70.4166666666667,3696.875
297,1378.21,1086,2,1,178.21,486,29,149.56,96.28,2792.19,5,7,6.08,1.4,5882.5,5534.69583333333,37.9166666666667,27.0833333333333,850.868055555556
298,1377.54,2269.08,2,3,177.54,469.08,24,83.55,69.05,1657.12,5,6,5.53,1.2,12290.85,5538.325,32.5,27.0833333333333,704.166666666667
299,1381.26,1420.63,2,2,181.26,220.63,35,97.68,71.53,2503.5,6,8,6.68,1.33,7695.07916666667,5518.175,43.3333333333333,32.5,1026.90972222222
300,1393.1,268.76,2,0,193.1,268.76,42,131.79,79.35,3332.63,6,8,7.31,1.33,1455.78333333333,5454.04166666667,43.3333333333333,32.5,1232.29166666667
301,1394.78,1293.96,2,2,194.78,93.96,23,82.77,67.89,1561.42,5,6,5.41,1.2,7008.95,5444.94166666667,32.5,27.0833333333333,674.826388888889
302,1394.62,2242.72,2,3,194.62,442.72,32,90.53,69.71,2230.77,7,6,6.38,1.17,12148.0666666667,5445.80833333333,37.9166666666667,32.5,938.888888888889
303,1400.27,385.15,2,0,200.27,385.15,67,157.94,97.23,6514.11,9,12,9.24,1.33,2086.22916666667,5415.20416666667,65,48.75,1965.79861111111
304,1408.8,182.88,2,0,208.8,182.88,25,85.48,67.59,1689.68,7,5,5.64,1.4,990.6,5369,37.9166666666667,27.0833333333333,733.506944444445
305,1412.8,300.45,2,0,212.8,300.45,20,143.96,90.81,1816.22,6,5,5.05,1.2,1627.4375,5347.33333333333,32.5,27.0833333333333,586.805555555556
306,1415.04,593.88,2,0,215.04,593.88,25,75.25,54.48,1362.09,5,7,5.64,1.4,3216.85,5335.2,37.9166666666667,27.0833333333333,733.506944444445
307,1417.11,311.97,2,0,217.11,311.97,37,89.07,65.64,2428.53,6,9,6.86,1.5,1689.8375,5323.9875,48.75,32.5,1085.59027777778
308,1420.26,1560.65,2,2,220.26,360.65,23,79.26,64.72,1488.47,6,5,5.41,1.2,8453.52083333333,5306.925,32.5,27.0833333333333,674.826388888889
309,1425.36,2159.55,2,3,225.36,359.55,22,93.1,71.74,1578.32,6,5,5.29,1.2,11697.5625,5279.3,32.5,27.0833333333333,645.486111111111
310,1431.1,1556.53,2,2,231.1,356.53,146,201.3,133.46,19485.37,12,16,13.63,1.33,8431.20416666667,5248.20833333333,86.6666666666667,65,4283.68055555556
311,1432.29,128.48,2,0,232.29,128.48,48,94.92,69.52,3337.18,9,8,7.82,1.12,695.933333333333,5241.7625,48.75,43.3333333333333,1408.33333333333
312,1431,2379.12,2,3,231,579.12,24,116.54,78.6,1886.39,6,5,5.53,1.2,12886.9,5248.75,32.5,27.0833333333333,704.166666666667
313,1440.97,1304.73,2,2,240.97,104.73,30,136.48,96.2,2886.01,7,5,6.18,1.4,7067.2875,5194.74583333333,37.9166666666667,27.0833333333333,880.208333333333
314,1443.74,1642.7,2,2,243.74,442.7,23,90.91,66.45,1528.32,5,6,5.41,1.2,8897.95833333333,5179.74166666667,32.5,27.0833333333333,674.826388888889
315,1444.85,885.65,2,1,244.85,285.65,40,155.18,85.28,3411.25,9,7,7.14,1.29,4797.27083333333,5173.72916666667,48.75,37.9166666666667,1173.61111111111
316,1458.21,653.63,2,1,258.21,53.63,196,206.72,123.13,24133.15,14,27,15.8,1.93,3540.49583333333,5101.3625,146.25,75.8333333333333,5750.69444444445
317,1457.64,501.11,2,0,257.64,501.11,83,134.11,75.95,6304.26,12,10,10.28,1.2,2714.34583333333,5104.45,65,54.1666666666667,2435.24305555556
318,1459.11,378.93,2,0,259.11,378.93,28,91.07,65.66,1838.46,7,7,5.97,1,2052.5375,5096.4875,37.9166666666667,37.9166666666667,821.527777777778
319,1462.35,866.19,2,1,262.35,266.19,31,88.7,60.29,1869,7,6,6.28,1.17,4691.8625,5078.9375,37.9166666666667,32.5,909.548611111111
320,1469.24,2285.3,2,3,269.24,485.3,37,125.63,82.19,3040.96,8,6,6.86,1.33,12378.7083333333,5041.61666666667,43.3333333333333,32.5,1085.59027777778
