"particle_id","x_um","y_um","coord_match_cost","coord_source","material","quality","feret_max_um"
"A1",7437.91926319648,485.279126955033,0.226751490461224,"image","Polyethylene terephthalate",0.839804702046538,739
"A2",6745.19602382131,3451.27534109039,0.383744760874096,"image","Polyethylene terephthalate",0.844333495567771,648
"A3",2056.40890668248,7141.73149795703,0.581523227953672,"image","Polyethylene terephthalate",0.812781291857113,427
"A4",5982.00844463802,1745.40759291521,0.103511765583316,"image","Polyethylene terephthalate",0.877067095480206,633
"A5",12865.3601241438,2733.55236872146,0.204744892179056,"image","Polyethylene terephthalate",0.750639130991263,656
"A6",11605.0749022483,9073.49645650049,0.189217564220436,"image","Polyethylene terephthalate",0.855330065989846,308
"A7",9750.58788672655,6113.26378493014,0.16437339455604,"image","Polyethylene terephthalate",0.784742605201264,362
"A8",3657.28320165538,843.489936042137,0.179390404420395,"image","Polyethylene terephthalate",0.810669600094303,272
"A9",9505.23767166042,8757.16557428215,0.454030776414585,"image","Cellulosic",0.932922337685594,1113
"A10",12855.489498645,6386.6793699187,0.145873989706141,"image","Polyethylene terephthalate",0.893747145334681,235
"A11",6572.90663493841,1232.69200261291,0.0737711067178909,"image","Cellulosic",0.777987093272813,269
"A12",1402.16346153846,5445.21474358974,0.00174392801310021,"image","Polyethylene terephthalate",0.85274100878399,297
"A13",5112.11349419124,4625.80428954424,0.0724457097078378,"image","Polyethylene terephthalate",0.781167895347737,263
"A14",8655.96595790378,8975.85642182131,0.139379548255756,"image","Polyethylene terephthalate",0.906822932618016,437
"A15",4006.18766149871,10038.7923126615,0.039879791452175,"image","Polyethylene terephthalate",0.87095202394214,220
"A16",1777.57230586371,12410.2657818278,0.421749056353872,"image","Polyvinyl chloride",0.692078609187708,831
"A17",9774.81600294985,5362.2651179941,0.195508732441897,"image","Polyethylene terephthalate",0.884980070766979,447
"A18",5482.40070093458,2261.73169781931,0.401812125831301,"image","Cellulosic",0.867312864284858,646
"A19",8874.57246376812,11923.0960144928,0.0392329898914122,"image","Rubber",0.757959687261123,371
"A20",4565.94351424172,6148.39828714396,0.122846492299928,"image","Polyethylene terephthalate",0.910899743593897,152
"A21",12897.3676335175,5342.23987108656,0.264984903868723,"image","Polyethylene terephthalate",0.911626678055639,497
"A22",4248.62958715596,5518.82963812436,0.0441763166714503,"image","Polyethylene terephthalate",0.855234937742436,143
"A23",9631.78673416407,10307.6551142264,0.0491018346382138,"image","Cellulosic",0.917786851676572,263
"A24",8170.08373526259,10789.6603697749,0.0228124078462638,"image","Polyamide (naturally occurring)",0.781205877791979,145
"A25",12131.6717791411,11849.2574130879,0.233991962716372,"image","Cellulosic",0.928891530055395,417
