"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","x_norm","y_norm"
"791",765.440527594578,-1002.64394397474,794.224,36.533,28.415,28.298,36.533,"Polyethylene (PE)",98.74,"Comparstic Raman F2Ba Au IAEA 240930.csv",-5335.61167914757,-2665.36734528902
"270",7175.47916468789,1332.66298560574,5471.084,113.791,67.845,67.831,116.501,"Polypropylene (PP)",97.95,"Comparstic Raman F2Ba Au IAEA 240930.csv",1074.42695794575,-330.06041570854
"330",2766.06605600853,-3763.33495291096,1093.788,39.537,36.969,36.969,39.781,"Polyamide (PA Nylon 12)",96.83,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3334.98615073362,-5426.05835422524
"30",3666.77809448242,2487.11289597603,438.471,23.95,23.95,23.651,24.507,"Polyamide (PA)",96.63,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2434.27411225973,824.38949466175
"454",1536.41329220288,383.155202536387,1996.93,105.231,29.38,29.38,99.314,"Polypropylene (PP)",96.54,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4564.63891453926,-1279.56819877789
"630",4810.32072076666,3682.32160477312,6329.736,147.861,65.828,65.828,148.421,"Polyethylene terephtalate (PET)",95.76,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1290.73148597549,2019.59820345884
"101",11956.3139998762,-3304.08088613014,1986.549,81.91,44.884,44.884,82.666,"Polyamide (PA)",95.48,"Comparstic Raman F2Ba Au IAEA 240930.csv",5855.26179313405,-4966.80428744442
"706",6633.55936588652,-899.885846532534,2484.505,68.389,50.015,46.905,72.907,"Polyamide (PA)",95.31,"Comparstic Raman F2Ba Au IAEA 240930.csv",532.507159144375,-2562.60924784681
"385",8649.11065147085,4906.23369274401,1112.902,47.709,39.739,39.739,48.305,"Cellulose Acetate Butyrate (CAB)",95.27,"Comparstic Raman F2Ba Au IAEA 240930.csv",2548.0584447287,3243.51029142973
"247",6604.85598671272,5053.76906169735,1168.597,46.902,33.784,33.638,47.074,"Cellulose Acetate Butyrate (CAB)",95.26,"Comparstic Raman F2Ba Au IAEA 240930.csv",503.803779970574,3391.04566038307
"790",8141.63490767804,5498.67143889127,816.139,33.286,31.662,31.131,39.611,"Cellulose Acetate Butyrate (CAB)",95.03,"Comparstic Raman F2Ba Au IAEA 240930.csv",2040.58270093589,3835.94803757699
"599",3216.13504145373,-4262.7737505351,653.34,31.764,28.187,28.187,32.605,"Cellulose Acetate Butyrate (CAB)",94.74,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2884.91716528842,-5925.49715184938
"316",5583.01568812539,4985.4550192637,400.078,31.574,18.944,18.592,32.117,"Polypropylene (PP)",94.64,"Comparstic Raman F2Ba Au IAEA 240930.csv",-518.036518616756,3322.73161794942
"611",4684.02585240193,2684.01807710831,1473.269,63.629,33.694,33.694,63.441,"Polyamide (PA)",94.63,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1417.02635434022,1021.29467579403
"395",1149.49174094004,1239.66403708262,514.927,26.407,25.833,24.783,29.774,"Polyamide (PA)",94.44,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4951.56046580211,-423.05936423166
"423",6849.40877727351,-1583.60033845248,748.746,35.707,27.265,27.265,35.942,"Cellulose Acetate Butyrate (CAB)",94.37,"Comparstic Raman F2Ba Au IAEA 240930.csv",748.356570531365,-3246.32373976676
"303",11747.353399491,535.85717974101,800.815,32.722,31.574,31.256,34.232,"Cellulose Acetate Butyrate (CAB)",94.29,"Comparstic Raman F2Ba Au IAEA 240930.csv",5646.30119274885,-1126.86622157327
"106",5181.74244727565,1515.21647715111,712.66,32.274,28.897,28.703,33.87,"Cellulose Acetate Butyrate (CAB)",93.94,"Comparstic Raman F2Ba Au IAEA 240930.csv",-919.309759466495,-147.50692416317
"28",1290.13829889167,-1106.5501765839,11240.414,162.591,102.783,101.116,164.04,"Cellulose Acetate Butyrate (CAB)",93.58,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4810.91390785047,-2769.27357789818
"682",4663.93348698027,-4479.19722950557,761.434,32.722,29.852,29.194,36.533,"Polyacrylamide/acrylate",93.55,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1437.11871976188,-6141.92063081985
"113",7390.7545084914,4300.01832459332,804.935,33.87,30.426,30.426,34.91,"Cellulose Acetate Butyrate (CAB)",93.44,"Comparstic Raman F2Ba Au IAEA 240930.csv",1289.70230174925,2637.29492327904
"50",562.220603044064,2460.13171955265,1161.512,48.731,32.719,32.719,50.063,"Cellulose Acetate Butyrate (CAB)",93.41,"Comparstic Raman F2Ba Au IAEA 240930.csv",-5538.83160369808,797.40831823837
"139",3000.85969765022,2361.96616277825,1178.154,51.55,33.07,33.07,50.633,"Cellulose Acetate Butyrate (CAB)",93.4,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3100.19250909193,699.24276146397
"476",5597.36737771229,6026.23954810574,377.339,32.131,16.616,16.616,31.574,"Cellulose Acetate Butyrate (CAB)",93.4,"Comparstic Raman F2Ba Au IAEA 240930.csv",-503.684829029855,4363.51614679146
"61",6429.19130616905,-3234.61870852954,692.557,30.03,29.163,29.043,32.676,"Polyamide (PA)",93.39,"Comparstic Raman F2Ba Au IAEA 240930.csv",328.139099426905,-4897.34210984382
"718",4814.33919385099,4441.8130177119,2405.412,70.344,49.292,49.292,70.981,"Cellulose Acetate Butyrate (CAB)",93.38,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1286.71301289115,2779.08961639762
"568",4731.09939424697,5871.24130056721,488.234,37.995,19.079,19.079,37.888,"Cellulose Acetate Butyrate (CAB)",93.35,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1369.95281249517,4208.51789925293
"579",606.423806971718,101.288019049657,130536.836,733.367,340.6,340.6,739.551,"Polyethylene terephtalate (PET)",93.29,"Comparstic Raman F2Ba Au IAEA 240930.csv",-5494.62839977043,-1561.43538226462
"620",4654.17433806118,1042.18478836687,644.277,43.424,21.146,21.146,43.388,"Cellulose Acetate Butyrate (CAB)",93.26,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1446.87786868097,-620.53861294741
"670",2775.25113734415,-1857.43057577055,447.369,32.605,18.998,18.998,32.605,"Cellulose Acetate Butyrate (CAB)",93.26,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3325.801069398,-3520.15397708483
"432",7356.31045348284,4834.4752448095,5169.542,120.584,59.27,58.943,124.514,"Cellulose Acetate Butyrate (CAB)",93.21,"Comparstic Raman F2Ba Au IAEA 240930.csv",1255.25824674069,3171.75184349522
"363",5367.16627673841,6241.51489190925,348.668,27.555,17.796,17.033,29.524,"Cellulose Acetate Butyrate (CAB)",93.2,"Comparstic Raman F2Ba Au IAEA 240930.csv",-733.885930003736,4578.79149059497
"272",4224.19771803764,-3664.02126096961,1391.87,58.361,33.689,33.689,60.077,"Cellulose Acetate Butyrate (CAB)",93.2,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1876.85448870451,-5326.74466228389
"595",8254.15215403934,5832.20470489084,693.71,35.592,26.981,26.981,35.592,"Cellulose Acetate Butyrate (CAB)",93.09,"Comparstic Raman F2Ba Au IAEA 240930.csv",2153.0999472972,4169.48130357656
"360",2679.95591848713,2856.23835215111,91420.473,660.172,211.368,211.368,656.27,"Polyethylene terephtalate (PET)",93.07,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3421.09628825502,1193.51495083683
"731",7751.26895091434,-3001.54726963827,1531.271,45.852,44.62,41.077,56.424,"Cellulose Acetate Butyrate (CAB)",93.07,"Comparstic Raman F2Ba Au IAEA 240930.csv",1650.21674417219,-4664.27067095255
"179",400.333544503825,2322.35549951841,657.789,30.038,28.24,27.826,31.835,"Polyacrylamide/acrylate",93.05,"Comparstic Raman F2Ba Au IAEA 240930.csv",-5700.71866223832,659.63209820413
"528",10013.0952298099,-622.037136130137,2866.128,66.863,66.21,53.371,83.748,"Cellulose Acetate Butyrate (CAB)",93.04,"Comparstic Raman F2Ba Au IAEA 240930.csv",3912.04302306775,-2284.76053744442
"319",9317.89938622042,1295.92266026327,987.013,37.866,34.207,34.207,39.037,"Cellulose Acetate Butyrate (CAB)",92.99,"Comparstic Raman F2Ba Au IAEA 240930.csv",3216.84717947828,-366.80074105101
"540",4659.91501389594,5924.055518247,929.176,65.932,19.271,19.271,64.953,"Cellulose Acetate Butyrate (CAB)",92.9,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1441.1371928462,4261.33211693272
"704",8472.29783576023,3616.87790025685,1859.341,75.74,33.749,33.749,75.736,"Polyethylene terephtalate (PET)",92.9,"Comparstic Raman F2Ba Au IAEA 240930.csv",2371.24562901808,1954.15449894257
"634",8505.01968801837,5730.59474261558,1697.86,56.72,39.247,39.247,56.83,"Cellulose Acetate Butyrate (CAB)",92.9,"Comparstic Raman F2Ba Au IAEA 240930.csv",2403.96748127623,4067.8713413013
"776",3669.07436481632,5513.59719606164,905.613,34.444,34.444,33.1,36.461,"Polyethylene terephtalate (PET)",92.86,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2431.97784192583,3850.87379474736
"408",5533.07180836298,-3889.62982127568,464.341,24.743,22.883,22.883,26.187,"Cellulose Acetate Butyrate (CAB)",92.83,"Comparstic Raman F2Ba Au IAEA 240930.csv",-567.980398379165,-5552.35322258996
"728",6112.30600009029,-4643.95462596318,1298.771,54.022,30.77,30.77,54.684,"Polyacrylamide/acrylate",92.77,"Comparstic Raman F2Ba Au IAEA 240930.csv",11.2537933481444,-6306.67802727746
"475",5066.92893058044,6035.42462944135,640.982,31.67,30.446,29.868,35.686,"Cellulose Acetate Butyrate (CAB)",92.76,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1034.12327616171,4372.70122812707
"357",4145.55045910142,492.228043396833,535.36,29.277,23.537,23.307,33.286,"Polyacrylamide/acrylate",92.74,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1955.50174764073,-1170.49535791745
"753",904.938950379252,2560.01947907748,895.727,42.266,28.545,28.545,42.116,"Cellulose Acetate Butyrate (CAB)",92.64,"Comparstic Raman F2Ba Au IAEA 240930.csv",-5196.11325636289,897.2960777632
"507",1736.76287883601,-601.944770708476,1277.02,45.828,36.619,36.166,46.499,"Polyamide (PA)",92.56,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4364.28932790614,-2264.66817202276
