"ldir_row","ldir_x_aligned","ldir_y_aligned","raman_row","raman_x_norm","raman_y_norm","dx","dy","dist"
204,263.710233859958,3538.89618640811,204,204.694234480808,3516.33355966761,-59.0159993791501,-22.5626267405023,63.1819618890635
205,-3052.31184810984,-960.240741721194,218,-3049.12082866131,-963.115794195834,3.19101944852491,-2.87505247463957,4.29517541583523
206,4053.88936493457,1433.54134402384,363,4057.26178718842,1433.0422992331,3.37242225384807,-0.499044790741209,3.40914616310531
207,-1200.19853025625,-864.452663773448,578,-1199.47507470155,-866.098372588394,0.723455554702014,-1.64570881494592,1.7977056052702
208,1370.05608561973,3067.66839001594,630,1376.36617235538,3067.98677697283,6.31008673564884,0.31838695688748,6.31811402759775
209,3464.20293491442,-1083.34063457398,745,3465.39810862464,-1077.92931089104,1.19517371022039,5.41132368293802,5.54173837339222
210,3844.02641691331,-1111.66167106275,135,3844.85678130229,-1105.48455489789,0.830364388977159,6.17711616485235,6.23267752515415
211,4331.16556892218,-695.731780523658,90,4456.81282528774,-619.823379277174,125.647256365557,75.9084012464847,146.796861042699
212,-2302.32242022019,3578.60426571164,92,-2301.68483497552,3562.25896634569,0.637585244668117,-16.3452993659512,16.3577298640974
213,-3702.47709870138,-3399.52774630404,561,-3701.83567107355,-3406.92149705328,0.641427627830581,-7.39375074924692,7.42152137662715
214,1079.95459735319,-5560.82452749313,30,1072.11035311308,-5560.82307025534,-7.84424424011331,0.00145723778314277,7.84424437547001
215,-1308.36787146557,-4636.90196644631,571,-1318.30706448109,-4637.72239602588,-9.93919301552023,-0.820429579577649,9.97299666573754
216,-3466.76225071261,1591.07934884256,100,-3463.597623931,1584.59614127078,3.16462678160906,-6.48320757178726,7.2143498033958
217,3112.89311638574,1285.51072425743,49,3115.21688270426,1290.67353853105,2.32376631851957,5.16281427361173,5.66167299717098
218,-1890.64525805957,580.297858329391,597,-1884.33770178845,572.514991602536,6.30755627111375,-7.78286672685533,10.0178980131192
219,-4333.65217825493,-2212.59628969327,189,-4336.18035081456,-2220.32380200834,-2.52817255963691,-7.72751231507027,8.13056597481773
