"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","diameter_um","aspect_ratio"
"A159",NA,NA,875,40,25,25,40,"Polyvinyl chloride",0.674151835167838,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.3779058906227,0.625
"A160",NA,NA,875,38,31,31,38,"Carbonate",0.819768104945177,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.3779058906227,0.82352944128001
"A161",NA,NA,862.5,49,35,35,49,"Polyamide",0.809742489366288,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.1386346630949,1.40000002697398
"A162",NA,NA,850,56,22,22,56,"Polyamide (naturally occurring)",0.921464999904045,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.8976232123977,2.50000021357691
"A163",NA,NA,850,35,35,35,35,"Cellulosic",0.948296980620076,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.8976232123977,1
"A164",NA,NA,837.5,41,28,28,41,"Polyamide (naturally occurring)",0.958400288917463,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.6548330070098,0.6818181287635
"A165",NA,NA,825,46,27,27,46,"Cellulosic",0.957407166211825,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.4102240721429,0.57999997740295
"A166",NA,NA,825,35,30,30,35,"Polyamide (naturally occurring)",0.894654602117043,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.4102240721429,0.857142857142857
"A167",NA,NA,812.5,35,30,30,35,"Rubber",0.857084832986266,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.1637549129034,1.16666666666667
"A168",NA,NA,812.5,35,35,35,35,"Polyamide (naturally occurring)",0.965773891299914,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.1637549129034,1
"A169",NA,NA,800,45,25,25,45,"Polyamide",0.694726033409494,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.8
"A170",NA,NA,800,34,31,31,34,"Polyamide (naturally occurring)",0.94995253895931,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.07142858230857
"A171",NA,NA,800,35,28,28,35,"Polycarbonate",0.838984365484226,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.25000012644056
"A172",NA,NA,800,42,27,27,42,"Polyamide (naturally occurring)",0.929841015772383,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.58333334814223
"A173",NA,NA,800,42,28,28,42,"Polyamide (naturally occurring)",0.885576840828974,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.49999995701848
"A174",NA,NA,787.5,55,20,20,55,"Carbonate",0.864125561005239,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.6650618423356,0.363636363636364
"A175",NA,NA,787.5,35,30,30,35,"Cellulosic",0.896571768697195,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.6650618423356,0.857142857142857
"A176",NA,NA,787.5,35,30,30,35,"Polyamide (naturally occurring)",0.970222003369141,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.6650618423356,0.857142857142857
"A177",NA,NA,775,40,25,25,40,"Polyamide (naturally occurring)",0.924178145895416,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,0.625
"A178",NA,NA,775,30,30,30,30,"Polyamide (naturally occurring)",0.933518357332773,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1
"A179",NA,NA,775,35,30,30,35,"Polyamide (naturally occurring)",0.950747285026925,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1.16666666666667
"A180",NA,NA,775,30,30,30,30,"Carbonate",0.686957881547874,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1
"A181",NA,NA,775,40,30,30,40,"Polyamide (naturally occurring)",0.917362687058753,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1.33333333333333
"A182",NA,NA,775,57,21,21,57,"Cellulosic",0.915730224189129,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,2.6666665168112
"A183",NA,NA,762.5,35,30,30,35,"Polyamide (naturally occurring)",0.933151115187775,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.16666666666667
"A184",NA,NA,762.5,35,25,25,35,"Cellulosic",0.857782237441678,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.4
"A185",NA,NA,762.5,33,29,29,33,"Polyamide (naturally occurring)",0.888156963241818,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,0.874999937318622
"A186",NA,NA,762.5,32,28,28,32,"Polyamide (naturally occurring)",0.955234345501191,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.12499997892657
"A187",NA,NA,762.5,44,24,24,44,"Polyamide (naturally occurring)",0.920401598358279,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.88235281029849
"A188",NA,NA,762.5,50,20,20,50,"Cellulosic",0.951939672642685,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,2.5
"A189",NA,NA,750,35,28,28,35,"Polyamide (naturally occurring)",0.916358019690294,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,1.25000012644056
"A190",NA,NA,750,35,28,28,35,"Polyamide (naturally occurring)",0.951073079205133,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,0.799999919078051
"A191",NA,NA,750,32,32,32,32,"Carbonate",0.640328729755508,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,1.00000014985548
"A192",NA,NA,750,35,30,30,35,"Polyamide (naturally occurring)",0.971536211064836,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,0.857142857142857
"A193",NA,NA,737.5,40,25,25,40,"Polyamide (naturally occurring)",0.970980710900523,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1.6
"A194",NA,NA,737.5,40,20,20,40,"Polyamide (naturally occurring)",0.884271822228978,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,2
"A195",NA,NA,737.5,30,30,30,30,"Chitin",0.759995023201463,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1
"A196",NA,NA,737.5,35,30,30,35,"Polyamide (naturally occurring)",0.90807277105187,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,0.857142857142857
"A197",NA,NA,737.5,30,30,30,30,"Polyamide (naturally occurring)",0.926626991285697,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1
"A198",NA,NA,737.5,30,30,30,30,"Polyamide (naturally occurring)",0.947245249153435,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1
"A199",NA,NA,737.5,35,25,25,35,"Polyamide (naturally occurring)",0.949374759682262,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1.4
"A200",NA,NA,725,30,30,30,30,"Polyamide (naturally occurring)",0.937432938110214,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1
"A201",NA,NA,725,35,25,25,35,"Polyamide (naturally occurring)",0.940423370402516,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.4
"A202",NA,NA,725,40,25,25,40,"Polyamide (naturally occurring)",0.95017311182442,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.6
"A203",NA,NA,725,35,25,25,35,"Polyamide (naturally occurring)",0.963845759382545,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.4
"A204",NA,NA,725,41,28,28,41,"Polyethylene terephthalate",0.858466609997686,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,0.690476187719499
"A205",NA,NA,725,37,26,26,37,"Polyamide (naturally occurring)",0.972780674923961,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.42105267444141
"A206",NA,NA,712.5,35,25,25,35,"Polyamide (naturally occurring)",0.949650640398687,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,0.714285714285714
"A207",NA,NA,712.5,35,25,25,35,"Polyamide (naturally occurring)",0.941450452795813,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,1.4
"A208",NA,NA,712.5,34,31,31,34,"Polyamide (naturally occurring)",0.911035875201105,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,1.07142858230857
"A209",NA,NA,712.5,36,28,28,36,"Polyamide (naturally occurring)",0.940334600848329,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,0.783783837065053
"A210",NA,NA,712.5,32,28,28,32,"Polyamide (naturally occurring)",0.93579021553149,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,0.888888905539498
"A211",NA,NA,712.5,30,30,30,30,"Polyamide (naturally occurring)",0.934788459042757,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,1
"A212",NA,NA,700,36,28,28,36,"Polyamide (naturally occurring)",0.930803105523634,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,1.30000010315565
"A213",NA,NA,700,42,21,21,42,"Polycarbonate",0.692949627009735,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,0.5
"A214",NA,NA,700,35,25,25,35,"Polyamide (naturally occurring)",0.853869071996376,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,0.714285714285714
"A215",NA,NA,700,35,25,25,35,"Polyamide (naturally occurring)",0.91235335604251,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,1.4
"A216",NA,NA,687.5,32,28,28,32,"Polyamide (naturally occurring)",0.952123909011037,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.586351363516,0.888888905539498
"A217",NA,NA,687.5,53,22,22,53,"Polyethylene terephthalate",0.90668700525846,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.586351363516,2.4444443959
"A218",NA,NA,675,30,30,30,30,"Carbonate",0.739916183928179,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1
"A219",NA,NA,675,35,25,25,35,"Polycarbonate",0.864297192693158,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,0.714285714285714
"A220",NA,NA,675,30,30,30,30,"Polyamide (naturally occurring)",0.940643229375813,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1
"A221",NA,NA,675,30,25,25,30,"Polyamide (naturally occurring)",0.866809520082321,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,0.833333333333333
"A222",NA,NA,675,30,25,25,30,"Polyamide (naturally occurring)",0.937795511675505,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1.2
"A223",NA,NA,675,28,28,28,28,"Polyamide (naturally occurring)",0.959281921288804,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1
"A224",NA,NA,675,42,22,22,42,"Rubber",0.805345164262843,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,0.526315765845089
"A225",NA,NA,662.5,35,25,25,35,"Polyamide (naturally occurring)",0.922057074096031,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.42857153866933
"A226",NA,NA,662.5,30,25,25,30,"Cellulosic",0.857929704870774,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.2
"A227",NA,NA,662.5,35,25,25,35,"Polyethylene terephthalate",0.879502786203839,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,0.714285714285714
"A228",NA,NA,662.5,35,25,25,35,"Polyamide (naturally occurring)",0.91486452605047,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.4
"A229",NA,NA,662.5,30,25,25,30,"Rubber",0.70451537726586,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,0.833333333333333
"A230",NA,NA,662.5,30,30,30,30,"Chitin",0.828103633690543,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1
"A231",NA,NA,662.5,30,25,25,30,"Polyamide (naturally occurring)",0.967814555602615,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.2
"A232",NA,NA,650,30,30,30,30,"Polyamide (naturally occurring)",0.915708199824675,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.768136958758,1
"A233",NA,NA,650,38,25,25,38,"Polyamide (naturally occurring)",0.901091221197316,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.768136958758,1.54545430753316
"A234",NA,NA,650,28,28,28,28,"Polyamide (naturally occurring)",0.944869669401983,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.768136958758,1
"A235",NA,NA,637.5,39,21,21,39,"Polyamide (naturally occurring)",0.949812015469865,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.8333333707972
"A236",NA,NA,637.5,35,25,25,35,"Polyamide (naturally occurring)",0.915357706517027,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.42857153866933
"A237",NA,NA,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.969545731973827,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,0.833333333333333
"A238",NA,NA,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.909261335902999,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.2
"A239",NA,NA,637.5,30,25,25,30,"Cellulosic",0.944614896333655,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,0.833333333333333
"A240",NA,NA,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.948715287677415,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.2
"A241",NA,NA,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.921882136678206,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.2
"A242",NA,NA,637.5,32,28,28,32,"Polyamide (naturally occurring)",0.948076441487583,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,0.888888905539498
"A243",NA,NA,637.5,39,21,21,39,"Polyamide (naturally occurring)",0.914187638323926,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.8333333707972
"A244",NA,NA,637.5,39,21,21,39,"Polyamide (naturally occurring)",0.92180761624123,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.8333333707972
"A245",NA,NA,625,32,25,25,32,"Polyamide (naturally occurring)",0.947139047880254,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1.28571442333666
"A246",NA,NA,625,28,28,28,28,"Polyamide (naturally occurring)",0.950522771750033,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1
"A247",NA,NA,625,30,25,25,30,"Polyamide (naturally occurring)",0.95757956575154,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1.2
"A248",NA,NA,625,30,25,25,30,"Polyamide (naturally occurring)",0.97276566394641,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,0.833333333333333
"A249",NA,NA,625,35,20,20,35,"Polyamide (naturally occurring)",0.903985177441214,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,0.571428571428571
"A250",NA,NA,625,39,25,25,39,"Cellulosic",0.883321038884495,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,0.636363602924814
"A251",NA,NA,625,30,25,25,30,"Polyamide (naturally occurring)",0.945224783067511,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1.2
"A252",NA,NA,625,40,20,20,40,"Polyamide (naturally occurring)",0.959672078576031,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,2
"A253",NA,NA,612.5,30,25,25,30,"Polyamide (naturally occurring)",0.957048639492698,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,1.2
"A254",NA,NA,612.5,35,20,20,35,"Polyamide (naturally occurring)",0.948804958581335,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,0.571428571428571
"A255",NA,NA,612.5,30,25,25,30,"Polyamide (naturally occurring)",0.918731642282479,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,1.2
"A256",NA,NA,612.5,30,25,25,30,"Polyamide (naturally occurring)",0.953831033312895,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,1.2
"A257",NA,NA,612.5,30,25,25,30,"Polyethylene terephthalate",0.724431794959143,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,0.833333333333333
"A258",NA,NA,600,32,25,25,32,"Polyamide (naturally occurring)",0.928027954200423,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.28571423066534
"A259",NA,NA,600,35,21,21,35,"Polyamide (naturally occurring)",0.924933895428387,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.599999973026017
"A260",NA,NA,600,30,25,25,30,"Sand",0.770421172824445,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2
"A261",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.967622113903948,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.833333333333333
"A262",NA,NA,600,35,25,25,35,"Polyamide (naturally occurring)",0.951555409422418,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.4
"A263",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.949210424715306,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2
"A264",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.972102100468779,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2
"A265",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.935189290172542,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2
"A266",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.958380848164594,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.833333333333333
"A267",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.9649490125108,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2
"A268",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.97133510260454,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2
"A269",NA,NA,600,30,25,25,30,"Polyamide (naturally occurring)",0.957101745689369,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2
"A270",NA,NA,600,36,28,28,36,"Polyamide (naturally occurring)",0.937971985734079,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.785714295171479
"A271",NA,NA,587.5,35,20,20,35,"Cellulosic",0.957588050747499,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.571428571428571
"A272",NA,NA,587.5,35,25,25,35,"Polyamide (naturally occurring)",0.969211173944635,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.714285714285714
"A273",NA,NA,587.5,48,22,22,48,"Polyamide (naturally occurring)",0.93235243343228,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.448979610064654
"A274",NA,NA,587.5,30,25,25,30,"Polyamide (naturally occurring)",0.863885628334836,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.2
"A275",NA,NA,587.5,36,22,22,36,"Polyamide (naturally occurring)",0.917005215195633,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.608695617968431
"A276",NA,NA,587.5,30,25,25,30,"Polyamide (naturally occurring)",0.93402509159184,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.833333333333333
"A277",NA,NA,587.5,28,25,25,28,"Polyamide (naturally occurring)",0.967805796044635,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.14285711533267
"A278",NA,NA,587.5,36,24,24,36,"Polyamide (naturally occurring)",0.929661223515047,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.652173904492108
"A279",NA,NA,587.5,36,22,22,36,"Polyethylene terephthalate",0.933458855729851,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.62499998656827
"A280",NA,NA,587.5,36,24,24,36,"Polyamide (naturally occurring)",0.951151784209478,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.53333335343856
"A281",NA,NA,575,46,25,25,46,"Polyamide (naturally occurring)",0.970070997757321,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,0.538461474617794
"A282",NA,NA,575,35,21,21,35,"Cellulosic",0.913497830375121,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,0.599999973026017
"A283",NA,NA,575,30,25,25,30,"Polyamide (naturally occurring)",0.96630679112058,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.2
"A284",NA,NA,575,35,20,20,35,"Polyethylene terephthalate",0.880940166433867,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.75
"A285",NA,NA,575,35,20,20,35,"Polyamide (naturally occurring)",0.927075358183687,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,0.571428571428571
"A286",NA,NA,575,34,22,22,34,"Polyamide (naturally occurring)",0.922949798646161,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.5
"A287",NA,NA,575,30,25,25,30,"Polyamide (naturally occurring)",0.958199966475364,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.2
"A288",NA,NA,575,30,25,25,30,"Polyamide (naturally occurring)",0.958325482295452,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.2
"A289",NA,NA,575,38,22,22,38,"Polyamide (naturally occurring)",0.94598865985969,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.71428585276557
"A290",NA,NA,562.5,56,19,19,56,"Polypropylene",0.950282962175133,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,2.97297285290685
"A291",NA,NA,562.5,25,25,25,25,"Polyamide (naturally occurring)",0.965349923454516,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1
"A292",NA,NA,562.5,46,19,19,46,"Cellulosic",0.922325682799352,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,2.41666652530182
"A293",NA,NA,562.5,40,20,20,40,"Polyamide",0.687808759340656,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,2
"A294",NA,NA,562.5,35,20,20,35,"Polyamide (naturally occurring)",0.840771430916692,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.571428571428571
"A295",NA,NA,562.5,35,20,20,35,"Polyamide (naturally occurring)",0.949254365409916,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1.75
"A296",NA,NA,562.5,35,20,20,35,"Polyamide (naturally occurring)",0.941737660047569,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.571428571428571
"A297",NA,NA,562.5,28,25,25,28,"Polyamide (naturally occurring)",0.944291424496274,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1.14285711533267
"A298",NA,NA,562.5,30,25,25,30,"Polyamide (naturally occurring)",0.912865766046697,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1.2
"A299",NA,NA,562.5,28,25,25,28,"Polyamide (naturally occurring)",0.966770365626697,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.875000021073426
"A300",NA,NA,562.5,30,25,25,30,"Polyamide (naturally occurring)",0.940828186962302,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.833333333333333
"A301",NA,NA,562.5,28,25,25,28,"Polyamide (naturally occurring)",0.924312300171768,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.875000021073426
"A302",NA,NA,550,30,25,25,30,"Polyamide (naturally occurring)",0.937722753606073,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,0.833333333333333
"A303",NA,NA,550,30,25,25,30,"Polyamide (naturally occurring)",0.955524497450158,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1.2
"A304",NA,NA,550,30,25,25,30,"Polyamide (naturally occurring)",0.875017308918085,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,0.833333333333333
"A305",NA,NA,550,30,25,25,30,"Polyethylene terephthalate",0.9346571516977,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1.2
"A306",NA,NA,550,30,25,25,30,"Polyamide (naturally occurring)",0.954875118476621,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,0.833333333333333
"A307",NA,NA,550,30,25,25,30,"Polyamide",0.627841765540542,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1.2
"A308",NA,NA,550,28,28,28,28,"Cellulosic",0.951758395580761,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1
"A309",NA,NA,550,25,25,25,25,"Polyamide (naturally occurring)",0.929447391034541,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1
"A310",NA,NA,550,25,25,25,25,"Polyamide (naturally occurring)",0.945820704720307,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1
"A311",NA,NA,537.5,35,20,20,35,"Polyamide (naturally occurring)",0.944625528048895,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.571428571428571
"A312",NA,NA,537.5,28,25,25,28,"Polyamide (naturally occurring)",0.963695846836079,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.14285711533267
"A313",NA,NA,537.5,41,19,19,41,"Polyamide (naturally occurring)",0.930045299463583,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,2.21052638314133
"A314",NA,NA,537.5,30,20,20,30,"Polyamide (naturally occurring)",0.959207519731645,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.666666666666667
"A315",NA,NA,537.5,30,25,25,30,"Polyamide (naturally occurring)",0.948384138503734,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.2
"A316",NA,NA,537.5,30,20,20,30,"Polyamide (naturally occurring)",0.973096407933045,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.666666666666667
"A317",NA,NA,537.5,28,25,25,28,"Polyamide (naturally occurring)",0.969957590332902,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.875000021073426
"A318",NA,NA,537.5,35,20,20,35,"Polyamide (naturally occurring)",0.975876230798027,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.75
"A319",NA,NA,537.5,30,25,25,30,"Polyamide (naturally occurring)",0.948860379389287,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.833333333333333
"A320",NA,NA,537.5,41,19,19,41,"Polyamide (naturally occurring)",0.951839364264435,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.461538414695679
"A321",NA,NA,537.5,35,20,20,35,"Polyamide (naturally occurring)",0.930325851242443,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.75
