"match_id","material_a_raw","material_b_raw","material_a_norm","material_b_norm","family_a","family_b","category_a","category_b","tier","agree_exact","match_distance","ftir_material_raw","raman_material_raw","ftir_material_norm","raman_material_norm"
73,"Cellulose","Polyamide (PA)","CELLULOSE","PA","Cellulose","PA","Semi-synthetic","Synthetic","Disagree",FALSE,11.0237641689711,"Cellulose","Polyamide (PA)","CELLULOSE","PA"
75,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,11.3057241556128,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
76,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,13.8170128655168,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
77,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,13.6999745989942,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
81,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,8.26886233978763,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
82,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,12.9252042093309,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
83,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,19.4226109282536,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
87,"Cellulose","Polyamide (PA)","CELLULOSE","PA","Cellulose","PA","Semi-synthetic","Synthetic","Disagree",FALSE,26.5421421340791,"Cellulose","Polyamide (PA)","CELLULOSE","PA"
88,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,12.0869785402871,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
89,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,16.7959012646939,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
90,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,12.1667864095418,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
91,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,19.9178799861905,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
92,"Cellulose","Polyethylene terephtalate (PET)","CELLULOSE","PET","Cellulose","PET","Semi-synthetic","Synthetic","Disagree",FALSE,4.69914334520127,"Cellulose","Polyethylene terephtalate (PET)","CELLULOSE","PET"
93,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,6.00638100208498,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
94,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,20.0000132407881,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
96,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,16.2158439995505,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
97,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,26.9041853401726,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
