"particle_id","centroid_y","centroid_x","tile_row","tile_col","local_y","local_x","area_px","max_intensity","mean_intensity","integrated_intensity","bbox_width","bbox_height","equivalent_diameter","aspect_ratio","x_um","y_um","feret_max_um","feret_min_um","area_um2","centroid_px_x","centroid_px_y","coord_source"
87,954.18,1622.58,0,1,954.18,372.58,57,110.79,86.05,4904.96,9,11,8.52,1.22,-2281.292,4019.132,28.6,23.4,385.32,1622.58,954.18,"circle_calibrated"
88,955.27,1471.73,0,1,955.27,221.73,55,94.69,84.5,4647.5,11,9,8.37,1.22,-2673.502,4016.298,28.6,23.4,371.8,1471.73,955.27,"circle_calibrated"
89,957.53,4396.37,0,3,957.53,646.37,30,95.64,85.69,2570.71,7,7,6.18,1,4930.562,4010.422,18.2,18.2,202.8,4396.37,957.53,"circle_calibrated"
90,971.48,3377.85,0,2,971.48,877.85,658,196.97,131.89,86780.76,74,21,28.94,3.52,2282.41,3974.152,192.4,54.6,4448.08,3377.85,971.48,"circle_calibrated"
91,969.6,3538.5,0,2,969.6,1038.5,10,89.76,84.03,840.33,4,4,3.57,1,2700.1,3979.04,10.4,10.4,67.6,3538.5,969.6,"circle_calibrated"
92,981.1,1191.24,0,0,981.1,1191.24,42,144.98,109.81,4612.23,7,8,7.31,1.14,-3402.776,3949.14,20.8,18.2,283.92,1191.24,981.1,"circle_calibrated"
93,981,2906.5,0,2,981,406.5,10,93.27,85.63,856.25,4,3,3.57,1.33,1056.9,3949.4,10.4,7.8,67.6,2906.5,981,"circle_calibrated"
94,994.37,1072.65,0,0,994.37,1072.65,51,89.34,80.33,4096.79,8,9,8.06,1.12,-3711.11,3914.638,23.4,20.8,344.76,1072.65,994.37,"circle_calibrated"
95,993.43,2200.92,0,1,993.43,950.92,53,136.44,107.81,5714.04,10,7,8.21,1.43,-777.608,3917.082,26,18.2,358.28,2200.92,993.43,"circle_calibrated"
96,1004.51,2115.61,0,1,1004.51,865.61,175,118.73,93.43,16349.57,15,21,14.93,1.4,-999.414,3888.274,54.6,39,1183,2115.61,1004.51,"circle_calibrated"
97,999.35,1094.63,0,0,999.35,1094.63,82,160.67,115.69,9486.58,14,8,10.22,1.75,-3653.962,3901.69,36.4,20.8,554.32,1094.63,999.35,"circle_calibrated"
98,1003,2704.8,0,2,1003,204.8,10,106.02,89.88,898.85,4,3,3.57,1.33,532.48,3892.2,10.4,7.8,67.6,2704.8,1003,"circle_calibrated"
99,1009.01,1780.7,0,1,1009.01,530.7,117,142.75,108,12636.2,13,13,12.21,1,-1870.18,3876.574,33.8,33.8,790.92,1780.7,1009.01,"circle_calibrated"
100,1009,3408.17,0,2,1009,908.17,24,102.8,88.03,2112.65,5,7,5.53,1.4,2361.242,3876.6,18.2,13,162.24,3408.17,1009,"circle_calibrated"
101,1009.96,3261.41,0,2,1009.96,761.41,27,91.89,85.19,2300,7,5,5.86,1.4,1979.666,3874.104,18.2,13,182.52,3261.41,1009.96,"circle_calibrated"
102,1012.07,2699.8,0,2,1012.07,199.8,15,127.07,105.21,1578.12,5,4,4.37,1.25,519.48,3868.618,13,10.4,101.4,2699.8,1012.07,"circle_calibrated"
103,1152.46,652.33,0,0,1152.46,652.33,22115,223.83,186.73,4129514.83,138,289,167.8,2.09,-4803.942,3503.604,751.4,358.8,149497.4,652.33,1152.46,"circle_calibrated"
104,1017.15,1363.46,0,1,1017.15,113.46,13,86.24,81.87,1064.31,5,5,4.07,1,-2955.004,3855.41,13,13,87.88,1363.46,1017.15,"circle_calibrated"
105,1024.05,4165.7,0,3,1024.05,415.7,20,100.14,86.02,1720.39,6,5,5.05,1.2,4330.82,3837.47,15.6,13,135.2,4165.7,1024.05,"circle_calibrated"
106,1031.08,3905.76,0,3,1031.08,155.76,59,149.24,112.69,6648.9,10,9,8.67,1.11,3654.976,3819.192,26,23.4,398.84,3905.76,1031.08,"circle_calibrated"
107,1034.09,745.53,0,0,1034.09,745.53,55,96.61,83.72,4604.64,10,7,8.37,1.43,-4561.622,3811.366,26,18.2,371.8,745.53,1034.09,"circle_calibrated"
108,1037.57,2109.94,0,1,1037.57,859.94,47,88.54,81.22,3817.3,8,8,7.74,1,-1014.156,3802.318,20.8,20.8,317.72,2109.94,1037.57,"circle_calibrated"
109,1048.04,943.05,0,0,1048.04,943.05,327,198.84,155.4,50815.54,24,21,20.4,1.14,-4048.07,3775.096,62.4,54.6,2210.52,943.05,1048.04,"circle_calibrated"
110,1047.59,2251.12,0,1,1047.59,1001.12,17,127.78,102.49,1742.31,5,4,4.65,1.25,-647.088,3776.266,13,10.4,114.92,2251.12,1047.59,"circle_calibrated"
111,1059.33,2267.75,0,1,1059.33,1017.75,12,82.98,80.53,966.33,4,4,3.91,1,-603.85,3745.742,10.4,10.4,81.12,2267.75,1059.33,"circle_calibrated"
112,1065.65,2648.4,0,2,1065.65,148.4,78,95.93,83.15,6485.69,14,8,9.97,1.75,385.84,3729.31,36.4,20.8,527.28,2648.4,1065.65,"circle_calibrated"
113,1081.87,1292.21,0,1,1081.87,42.21,47,143.74,116.68,5484.11,9,7,7.74,1.29,-3140.254,3687.138,23.4,18.2,317.72,1292.21,1081.87,"circle_calibrated"
114,1081.91,1873.36,0,1,1081.91,623.36,11,98.82,87.29,960.19,4,3,3.74,1.33,-1629.264,3687.034,10.4,7.8,74.36,1873.36,1081.91,"circle_calibrated"
115,1087.3,1822.33,0,1,1087.3,572.33,69,110.97,96.4,6651.66,8,12,9.37,1.5,-1761.942,3673.02,31.2,20.8,466.44,1822.33,1087.3,"circle_calibrated"
116,1096.17,2216.53,0,1,1096.17,966.53,287,208.17,154.77,44420.37,21,20,19.12,1.05,-737.021999999999,3649.958,54.6,52,1940.12,2216.53,1096.17,"circle_calibrated"
117,1104.33,1089.48,0,0,1104.33,1089.48,86,156.92,120,10319.67,12,10,10.46,1.2,-3667.352,3628.742,31.2,26,581.36,1089.48,1104.33,"circle_calibrated"
118,1135.62,2157.66,0,1,1135.62,907.66,299,148,105.11,31428.34,28,60,19.51,2.14,-890.084,3547.388,156,72.8,2021.24,2157.66,1135.62,"circle_calibrated"
119,1116.09,1314.62,0,1,1116.09,64.62,105,122.72,99.98,10497.84,13,13,11.56,1,-3081.988,3598.166,33.8,33.8,709.8,1314.62,1116.09,"circle_calibrated"
120,1117.69,1719.16,0,1,1117.69,469.16,32,116.66,93.15,2980.66,7,11,6.38,1.57,-2030.184,3594.006,28.6,18.2,216.32,1719.16,1117.69,"circle_calibrated"
121,1140.23,1545.78,0,1,1140.23,295.78,1113,210.45,154.47,171929.52,36,47,37.64,1.31,-2480.972,3535.402,122.2,93.6,7523.88,1545.78,1140.23,"circle_calibrated"
122,1129.53,3397.26,0,2,1129.53,897.26,103,111.91,92.37,9514.14,14,10,11.45,1.4,2332.876,3563.222,36.4,26,696.28,3397.26,1129.53,"circle_calibrated"
123,1132.08,2907.16,0,2,1132.08,407.16,25,112.03,92.33,2308.17,7,5,5.64,1.4,1058.616,3556.592,18.2,13,169,2907.16,1132.08,"circle_calibrated"
124,1132.3,2329.7,0,1,1132.3,1079.7,10,98.51,87.26,872.6,4,4,3.57,1,-442.78,3556.02,10.4,10.4,67.6,2329.7,1132.3,"circle_calibrated"
125,1139.29,3004.79,0,2,1139.29,504.79,24,126.72,105.02,2520.49,7,4,5.53,1.75,1312.454,3537.846,18.2,10.4,162.24,3004.79,1139.29,"circle_calibrated"
126,1147.67,2342.24,0,1,1147.67,1092.24,90,124.42,95.35,8581.23,14,9,10.7,1.56,-410.176000000001,3516.058,36.4,23.4,608.4,2342.24,1147.67,"circle_calibrated"
127,1159.54,2226.85,0,1,1159.54,976.85,371,182.41,131.91,48939.8,17,28,21.73,1.65,-710.19,3485.196,72.8,44.2,2507.96,2226.85,1159.54,"circle_calibrated"
128,1158.66,1725.11,0,1,1158.66,475.11,187,151.88,106.56,19927.21,16,26,15.43,1.62,-2014.714,3487.484,67.6,41.6,1264.12,1725.11,1158.66,"circle_calibrated"
129,1162.31,2829.83,0,2,1162.31,329.83,137,176.66,101.39,13890.42,20,15,13.21,1.33,857.558,3477.994,52,39,926.12,2829.83,1162.31,"circle_calibrated"
130,1217.57,2559.25,0,2,1217.57,59.25,3758,223.01,179.46,674406.51,73,96,69.17,1.32,154.05,3334.318,249.6,189.8,25404.08,2559.25,1217.57,"circle_calibrated"
131,1176.61,2446.17,0,1,1176.61,1196.17,36,91.81,81.96,2950.59,9,5,6.77,1.8,-139.958,3440.814,23.4,13,243.36,2446.17,1176.61,"circle_calibrated"
132,1184.35,1787.97,0,1,1184.35,537.97,34,88.19,83.47,2838.13,7,7,6.58,1,-1851.278,3420.69,18.2,18.2,229.84,1787.97,1184.35,"circle_calibrated"
133,1196.72,2060.23,0,1,1196.72,810.23,403,219.06,169.43,68282.03,23,22,22.65,1.05,-1143.402,3388.528,59.8,57.2,2724.28,2060.23,1196.72,"circle_calibrated"
134,1195.02,2375.86,0,1,1195.02,1125.86,105,120.39,97.7,10258.38,12,12,11.56,1,-322.764,3392.948,31.2,31.2,709.8,2375.86,1195.02,"circle_calibrated"
135,1197.54,3912.67,0,3,1197.54,162.67,24,113.47,93.79,2251.07,6,6,5.53,1,3672.942,3386.396,15.6,15.6,162.24,3912.67,1197.54,"circle_calibrated"
136,1224.87,2735.74,0,2,1224.87,235.74,349,151.65,97.82,34140.35,37,39,21.08,1.05,612.923999999999,3315.338,101.4,96.2,2359.24,2735.74,1224.87,"circle_calibrated"
137,1205.13,3388.4,0,2,1205.13,888.4,47,93.6,84.56,3974.14,12,6,7.74,2,2309.84,3366.662,31.2,15.6,317.72,3388.4,1205.13,"circle_calibrated"
138,1238,2070.59,0,1,1238,820.59,111,130.72,100.29,11131.74,9,21,11.89,2.33,-1116.466,3281.2,54.6,23.4,750.36,2070.59,1238,"circle_calibrated"
139,1259.53,1551.49,1,1,9.53,301.49,490,174.29,119.84,58723.41,34,43,24.98,1.26,-2466.126,3225.222,111.8,88.4,3312.4,1551.49,1259.53,"circle_calibrated"
140,1254.13,2776.51,1,2,4.13,276.51,69,182.97,115.73,7985.68,10,12,9.37,1.2,718.926000000001,3239.262,31.2,26,466.44,2776.51,1254.13,"circle_calibrated"
141,1257.68,3030.58,1,2,7.68,530.58,19,114.67,94.94,1803.88,6,4,4.92,1.5,1379.508,3230.032,15.6,10.4,128.44,3030.58,1257.68,"circle_calibrated"
142,1264.21,3740.6,1,2,14.21,1240.6,95,146.78,114.63,10890.12,10,13,11,1.3,3225.56,3213.054,33.8,26,642.2,3740.6,1264.21,"circle_calibrated"
143,1276.58,2482.88,1,1,26.58,1232.88,57,105.97,91.57,5219.42,10,8,8.52,1.25,-44.5119999999997,3180.892,26,20.8,385.32,2482.88,1276.58,"circle_calibrated"
144,1277.14,3889.78,1,3,27.14,139.78,37,94.54,84.6,3130.36,8,7,6.86,1.14,3613.428,3179.436,20.8,18.2,250.12,3889.78,1277.14,"circle_calibrated"
145,1278.18,1563.39,1,1,28.18,313.39,44,94.07,85.4,3757.64,8,7,7.48,1.14,-2435.186,3176.732,20.8,18.2,297.44,1563.39,1278.18,"circle_calibrated"
146,1278,2992.88,1,2,28,492.88,16,89.91,82.8,1324.87,4,5,4.51,1.25,1281.488,3177.2,13,10.4,108.16,2992.88,1278,"circle_calibrated"
147,1280.16,3818.88,1,3,30.16,68.88,25,130.64,106.14,2653.45,7,5,5.64,1.4,3429.088,3171.584,18.2,13,169,3818.88,1280.16,"circle_calibrated"
148,1303,1686.92,1,1,53,436.92,171,152.27,111.87,19128.96,18,25,14.76,1.39,-2114.008,3112.2,65,46.8,1155.96,1686.92,1303,"circle_calibrated"
149,1292.5,4463.21,1,3,42.5,713.21,34,124.35,100.54,3418.36,8,6,6.58,1.33,5104.346,3139.5,20.8,15.6,229.84,4463.21,1292.5,"circle_calibrated"
150,1306.56,1089.18,1,0,56.56,1089.18,219,132.76,98.49,21568.73,10,35,16.7,3.5,-3668.132,3102.944,91,26,1480.44,1089.18,1306.56,"circle_calibrated"
151,1305.67,2512.33,1,2,55.67,12.33,12,91.74,83.07,996.88,4,4,3.91,1,32.0579999999998,3105.258,10.4,10.4,81.12,2512.33,1305.67,"circle_calibrated"
152,1308,2007,1,1,58,757,11,94.42,85.37,939.1,3,5,3.74,1.67,-1281.8,3099.2,13,7.8,74.36,2007,1308,"circle_calibrated"
153,1309.48,1726.03,1,1,59.48,476.03,29,99.86,87.84,2547.36,7,6,6.08,1.17,-2012.322,3095.352,18.2,15.6,196.04,1726.03,1309.48,"circle_calibrated"
154,1309.28,1737.89,1,1,59.28,487.89,18,91.2,83.26,1498.7,5,6,4.79,1.2,-1981.486,3095.872,15.6,13,121.68,1737.89,1309.28,"circle_calibrated"
155,1334.8,3511,1,2,84.8,1011,15,83.76,79.98,1199.73,5,4,4.37,1.25,2628.6,3029.52,13,10.4,101.4,3511,1334.8,"circle_calibrated"
156,1344.28,1089.88,1,0,94.28,1089.88,65,100.23,85.59,5563.58,10,24,9.1,2.4,-3666.312,3004.872,62.4,26,439.4,1089.88,1344.28,"circle_calibrated"
157,1346.55,1983.38,1,1,96.55,733.38,71,143.78,109.53,7776.77,12,10,9.51,1.2,-1343.212,2998.97,31.2,26,479.96,1983.38,1346.55,"circle_calibrated"
158,1352.07,1167.6,1,0,102.07,1167.6,82,182.04,128.59,10544.19,10,10,10.22,1,-3464.24,2984.618,26,26,554.32,1167.6,1352.07,"circle_calibrated"
159,1353.38,2365.33,1,1,103.38,1115.33,72,106.32,90.62,6524.95,12,8,9.57,1.5,-350.142,2981.212,31.2,20.8,486.72,2365.33,1353.38,"circle_calibrated"
160,1362.69,2711.8,1,2,112.69,211.8,291,150.3,106.57,31011.54,26,17,19.25,1.53,550.680000000001,2957.006,67.6,44.2,1967.16,2711.8,1362.69,"circle_calibrated"
161,1371.38,3337.56,1,2,121.38,837.56,154,134.41,99.73,15357.76,16,14,14,1.14,2177.656,2934.412,41.6,36.4,1041.04,3337.56,1371.38,"circle_calibrated"
162,1379.46,2924.58,1,2,129.46,424.58,24,96.26,83.97,2015.31,5,8,5.53,1.6,1103.908,2913.404,20.8,13,162.24,2924.58,1379.46,"circle_calibrated"
163,1390,1092.84,1,0,140,1092.84,31,130.7,100.94,3129.16,6,7,6.28,1.17,-3658.616,2886,18.2,15.6,209.56,1092.84,1390,"circle_calibrated"
164,1393.57,440.07,1,0,143.57,440.07,28,113.21,93.21,2610.01,7,6,5.97,1.17,-5355.818,2876.718,18.2,15.6,189.28,440.07,1393.57,"circle_calibrated"
165,1420.92,2574.58,1,2,170.92,74.58,12,101.22,86.67,1040.02,5,3,3.91,1.67,193.908,2805.608,13,7.8,81.12,2574.58,1420.92,"circle_calibrated"
166,1436.92,4347.08,1,3,186.92,597.08,181,108.1,88.39,15998.59,20,18,15.18,1.11,4802.408,2764.008,52,46.8,1223.56,4347.08,1436.92,"circle_calibrated"
167,1438.34,1478.46,1,1,188.34,228.46,50,142.9,108.8,5439.76,12,8,7.98,1.5,-2656.004,2760.316,31.2,20.8,338,1478.46,1438.34,"circle_calibrated"
168,1440.25,840.77,1,0,190.25,840.77,73,133.35,108.62,7929.07,13,8,9.64,1.62,-4313.998,2755.35,33.8,20.8,493.48,840.77,1440.25,"circle_calibrated"
169,1443.12,3491.65,1,2,193.12,991.65,40,126.38,101.92,4076.88,6,11,7.14,1.83,2578.29,2747.888,28.6,15.6,270.4,3491.65,1443.12,"circle_calibrated"
170,1442.58,1452,1,1,192.58,202,64,90.57,80.36,5143.06,9,8,9.03,1.12,-2724.8,2749.292,23.4,20.8,432.64,1452,1442.58,"circle_calibrated"
171,1448.24,769.97,1,0,198.24,769.97,33,114.42,95.13,3139.23,8,6,6.48,1.33,-4498.078,2734.576,20.8,15.6,223.08,769.97,1448.24,"circle_calibrated"
172,1509.26,4469.55,1,3,259.26,719.55,6803,223.55,188.67,1283553.29,109,119,93.07,1.09,5120.83,2575.924,309.4,283.4,45988.28,4469.55,1509.26,"circle_calibrated"
173,1452.51,671.6,1,0,202.51,671.6,43,110.77,91.72,3943.85,7,8,7.4,1.14,-4753.84,2723.474,20.8,18.2,290.68,671.6,1452.51,"circle_calibrated"
174,1517.46,1464.55,1,1,267.46,214.55,1011,199.09,132.05,133506.55,56,106,35.88,1.89,-2692.17,2554.604,275.6,145.6,6834.36,1464.55,1517.46,"circle_calibrated"
175,1465.52,4401.89,1,3,215.52,651.89,27,89.71,83.17,2245.53,8,6,5.86,1.33,4944.914,2689.648,20.8,15.6,182.52,4401.89,1465.52,"circle_calibrated"
176,1480,4244,1,3,230,494,15,84.24,79.87,1197.99,5,5,4.37,1,4534.4,2652,13,13,101.4,4244,1480,"circle_calibrated"
177,1483.06,4273.69,1,3,233.06,523.69,78,100.96,85.97,6705.45,10,12,9.97,1.2,4611.594,2644.044,31.2,26,527.28,4273.69,1483.06,"circle_calibrated"
178,1484.22,3492.14,1,2,234.22,992.14,49,116.64,96.91,4748.46,8,8,7.9,1,2579.564,2641.028,20.8,20.8,331.24,3492.14,1484.22,"circle_calibrated"
179,1506.15,1524.51,1,1,256.15,274.51,221,132.11,92.22,20381.67,21,40,16.77,1.9,-2536.274,2584.01,104,54.6,1493.96,1524.51,1506.15,"circle_calibrated"
180,1490.5,549,1,0,240.5,549,10,105.14,89.96,899.55,3,4,3.57,1.33,-5072.6,2624.7,10.4,7.8,67.6,549,1490.5,"circle_calibrated"
181,1503.59,497.2,1,0,253.59,497.2,144,126.85,94.23,13569.69,16,13,13.54,1.23,-5207.28,2590.666,41.6,33.8,973.44,497.2,1503.59,"circle_calibrated"
182,1507.69,1379.45,1,1,257.69,129.45,101,168.02,115.48,11663.71,11,17,11.34,1.55,-2913.43,2580.006,44.2,28.6,682.76,1379.45,1507.69,"circle_calibrated"
183,1527.23,2930.94,1,2,277.23,430.94,31,119.38,98.44,3051.51,7,9,6.28,1.29,1120.444,2529.202,23.4,18.2,209.56,2930.94,1527.23,"circle_calibrated"
184,1526.74,4002.59,1,3,276.74,252.59,54,108.24,85.89,4637.84,10,8,8.29,1.25,3906.734,2530.476,26,20.8,365.04,4002.59,1526.74,"circle_calibrated"
185,1530.5,1226.29,1,0,280.5,1226.29,24,125.44,100.34,2408.26,5,6,5.53,1.2,-3311.646,2520.7,15.6,13,162.24,1226.29,1530.5,"circle_calibrated"
186,1546.11,1717.41,1,1,296.11,467.41,397,191.93,132.65,52660.7,31,21,22.48,1.48,-2034.734,2480.114,80.6,54.6,2683.72,1717.41,1546.11,"circle_calibrated"
187,1551.45,576.59,1,0,301.45,576.59,427,185.54,128.96,55067.77,27,27,23.32,1,-5000.866,2466.23,70.2,70.2,2886.52,576.59,1551.45,"circle_calibrated"
188,1547.63,2700.82,1,2,297.63,200.82,121,130.63,102.83,12442.02,12,13,12.41,1.08,522.132,2476.162,33.8,31.2,817.96,2700.82,1547.63,"circle_calibrated"
189,1547.87,4128.64,1,3,297.87,378.64,182,136.97,105.82,19259.96,33,11,15.22,3,4234.464,2475.538,85.8,28.6,1230.32,4128.64,1547.87,"circle_calibrated"
190,1552.19,493.27,1,0,302.19,493.27,75,135.04,106.38,7978.33,8,13,9.77,1.62,-5217.498,2464.306,33.8,20.8,507,493.27,1552.19,"circle_calibrated"
191,1647.64,606.97,1,0,397.64,606.97,699,132.74,95.86,67009.06,37,171,29.83,4.62,-4921.878,2216.136,444.6,96.2,4725.24,606.97,1647.64,"circle_calibrated"
192,1566.45,3033.51,1,2,316.45,533.51,87,131.21,106.85,9296.22,11,11,10.52,1,1387.126,2427.23,28.6,28.6,588.12,3033.51,1566.45,"circle_calibrated"
193,1577.34,1492.33,1,1,327.34,242.33,58,90.23,81.22,4710.62,12,6,8.59,2,-2619.942,2398.916,31.2,15.6,392.08,1492.33,1577.34,"circle_calibrated"
194,1581.65,1939.6,1,1,331.65,689.6,55,110.96,88.55,4870.32,11,6,8.37,1.83,-1457.04,2387.71,28.6,15.6,371.8,1939.6,1581.65,"circle_calibrated"
195,1589.84,775.47,1,0,339.84,775.47,19,86.95,81.51,1548.76,4,7,4.92,1.75,-4483.778,2366.416,18.2,10.4,128.44,775.47,1589.84,"circle_calibrated"
196,1590.24,3814.82,1,3,340.24,64.82,68,108.46,87.89,5976.3,13,8,9.3,1.62,3418.532,2365.376,33.8,20.8,459.68,3814.82,1590.24,"circle_calibrated"
197,1592.07,2010.04,1,1,342.07,760.04,28,93.88,84.86,2376.18,8,5,5.97,1.6,-1273.896,2360.618,20.8,13,189.28,2010.04,1592.07,"circle_calibrated"
198,1593.12,2550.67,1,2,343.12,50.67,24,115.86,96.51,2316.29,6,5,5.53,1.2,131.742,2357.888,15.6,13,162.24,2550.67,1593.12,"circle_calibrated"
199,1599.8,4415.33,1,3,349.8,665.33,15,98.72,88.93,1334.01,6,4,4.37,1.5,4979.858,2340.52,15.6,10.4,101.4,4415.33,1599.8,"circle_calibrated"
200,1606.97,1179.26,1,0,356.97,1179.26,131,103.54,86.09,11277.28,17,14,12.91,1.21,-3433.924,2321.878,44.2,36.4,885.56,1179.26,1606.97,"circle_calibrated"
201,1604.65,754.35,1,0,354.65,754.35,26,87.34,81.36,2115.32,9,6,5.75,1.5,-4538.69,2327.91,23.4,15.6,175.76,754.35,1604.65,"circle_calibrated"
202,1608.52,457.71,1,0,358.52,457.71,69,91.89,82.16,5669.2,10,9,9.37,1.11,-5309.954,2317.848,26,23.4,466.44,457.71,1608.52,"circle_calibrated"
203,1868.28,629.32,1,0,618.28,629.32,4673,199.25,120.04,560933.69,206,403,77.14,1.96,-4863.768,1642.472,1047.8,535.6,31589.48,629.32,1868.28,"circle_calibrated"
204,1614.38,592.14,1,0,364.38,592.14,21,84.99,80.16,1683.29,3,8,5.17,2.67,-4960.436,2302.612,20.8,7.8,141.96,592.14,1614.38,"circle_calibrated"
205,1618.89,3778.55,1,3,368.89,28.55,47,97.93,85.48,4017.76,7,9,7.74,1.29,3324.23,2290.886,23.4,18.2,317.72,3778.55,1618.89,"circle_calibrated"
206,1621.3,2860.26,1,2,371.3,360.26,90,173.9,128.91,11601.59,14,9,10.7,1.56,936.676000000001,2284.62,36.4,23.4,608.4,2860.26,1621.3,"circle_calibrated"
207,1626.93,1267.14,1,1,376.93,17.14,131,145.39,98.83,12946.21,17,13,12.91,1.31,-3205.436,2269.982,44.2,33.8,885.56,1267.14,1626.93,"circle_calibrated"
208,1625.5,1825.8,1,1,375.5,575.8,10,104.25,91.43,914.32,3,4,3.57,1.33,-1752.92,2273.7,10.4,7.8,67.6,1825.8,1625.5,"circle_calibrated"
209,1635.54,977.05,1,0,385.54,977.05,78,87.18,79.38,6191.32,11,12,9.97,1.09,-3959.67,2247.596,31.2,28.6,527.28,977.05,1635.54,"circle_calibrated"
210,1645.83,4055.08,1,3,395.83,305.08,12,98.19,85.1,1021.16,3,5,3.91,1.67,4043.208,2220.842,13,7.8,81.12,4055.08,1645.83,"circle_calibrated"
211,1651.74,4482.89,1,3,401.74,732.89,84,122,99.23,8335.24,13,10,10.34,1.3,5155.514,2205.476,33.8,26,567.84,4482.89,1651.74,"circle_calibrated"
212,1655.74,2544.27,1,2,405.74,44.27,161,198.95,151.22,24345.97,17,13,14.32,1.31,115.102,2195.076,44.2,33.8,1088.36,2544.27,1655.74,"circle_calibrated"
213,1657.24,729.34,1,0,407.24,729.34,29,90.35,82.5,2392.44,5,9,6.08,1.8,-4603.716,2191.176,23.4,13,196.04,729.34,1657.24,"circle_calibrated"
214,1664.6,2889.6,1,2,414.6,389.6,25,111.48,90.78,2269.57,6,6,5.64,1,1012.96,2172.04,15.6,15.6,169,2889.6,1664.6,"circle_calibrated"
215,1675.75,1583.79,1,1,425.75,333.79,103,103.79,88.6,9126.19,13,19,11.45,1.46,-2382.146,2143.05,49.4,33.8,696.28,1583.79,1675.75,"circle_calibrated"
216,1686.58,1180.45,1,0,436.58,1180.45,31,119.6,94.17,2919.2,4,10,6.28,2.5,-3430.83,2114.892,26,10.4,209.56,1180.45,1686.58,"circle_calibrated"
217,1693.86,1448.93,1,1,443.86,198.93,118,118.06,86.12,10161.7,15,12,12.26,1.25,-2732.782,2095.964,39,31.2,797.68,1448.93,1693.86,"circle_calibrated"
218,1702.17,826.11,1,0,452.17,826.11,18,85.98,80.23,1444.18,4,6,4.79,1.5,-4352.114,2074.358,15.6,10.4,121.68,826.11,1702.17,"circle_calibrated"
219,1719.62,2881.94,1,2,469.62,381.94,50,115.77,94.9,4745.04,9,10,7.98,1.11,993.044,2028.988,26,23.4,338,2881.94,1719.62,"circle_calibrated"
220,1729.49,2463.52,1,1,479.49,1213.52,239,119.19,92.99,22225.54,22,23,17.44,1.05,-94.8480000000001,2003.326,59.8,57.2,1615.64,2463.52,1729.49,"circle_calibrated"
221,1721.35,1856,1,1,471.35,606,26,97.06,87.31,2270.17,5,6,5.75,1.2,-1674.4,2024.49,15.6,13,175.76,1856,1721.35,"circle_calibrated"
222,1727.36,3012.08,1,2,477.36,512.08,39,94.07,85.17,3321.71,5,9,7.05,1.8,1331.408,2008.864,23.4,13,263.64,3012.08,1727.36,"circle_calibrated"
223,1731.59,4233.09,1,3,481.59,483.09,92,125.63,95.83,8816.16,10,12,10.82,1.2,4506.034,1997.866,31.2,26,621.92,4233.09,1731.59,"circle_calibrated"
224,1732.64,2832.73,1,2,482.64,332.73,11,87.62,82.69,909.59,5,4,3.74,1.25,865.098,1995.136,13,10.4,74.36,2832.73,1732.64,"circle_calibrated"
225,1736.57,1952.45,1,1,486.57,702.45,53,147.62,114.13,6049.15,8,8,8.21,1,-1423.63,1984.918,20.8,20.8,358.28,1952.45,1736.57,"circle_calibrated"
226,1743.46,2975.41,1,2,493.46,475.41,39,141.52,109.15,4257.02,8,6,7.05,1.33,1236.066,1967.004,20.8,15.6,263.64,2975.41,1743.46,"circle_calibrated"
227,1753.14,2871.38,1,2,503.14,371.38,58,131.02,104.37,6053.46,11,10,8.59,1.1,965.588,1941.836,28.6,26,392.08,2871.38,1753.14,"circle_calibrated"
228,1780.44,4137.6,1,3,530.44,387.6,207,168.26,123.22,25505.77,18,16,16.23,1.12,4257.76,1870.856,46.8,41.6,1399.32,4137.6,1780.44,"circle_calibrated"
229,1792.9,2348.21,1,1,542.9,1098.21,276,140.77,97.53,26919.28,20,20,18.75,1,-394.654,1838.46,52,52,1865.76,2348.21,1792.9,"circle_calibrated"
230,1804.43,1517.15,1,1,554.43,267.15,110,143.6,105.45,11599.96,17,16,11.83,1.06,-2555.41,1808.482,44.2,41.6,743.6,1517.15,1804.43,"circle_calibrated"
231,1801.59,4059.85,1,3,551.59,309.85,41,92.62,80.53,3301.58,10,7,7.23,1.43,4055.61,1815.866,26,18.2,277.16,4059.85,1801.59,"circle_calibrated"
232,1808.66,2730.2,1,2,558.66,230.2,155,109.34,88.16,13664.96,21,15,14.05,1.4,598.52,1797.484,54.6,39,1047.8,2730.2,1808.66,"circle_calibrated"
233,1819,481.83,1,0,569,481.83,12,93.71,85.5,1026,4,5,3.91,1.25,-5247.242,1770.6,13,10.4,81.12,481.83,1819,"circle_calibrated"
234,1826.51,1528.49,1,1,576.51,278.49,55,96.43,87.05,4787.74,12,8,8.37,1.5,-2525.926,1751.074,31.2,20.8,371.8,1528.49,1826.51,"circle_calibrated"
235,1828,1591.29,1,1,578,341.29,75,100.14,86.18,6463.2,12,8,9.77,1.5,-2362.646,1747.2,31.2,20.8,507,1591.29,1828,"circle_calibrated"
236,1828.43,3818.75,1,3,578.43,68.75,56,105.41,88.52,4957.13,9,8,8.44,1.12,3428.75,1746.082,23.4,20.8,378.56,3818.75,1828.43,"circle_calibrated"
237,1875.13,829.99,1,0,625.13,829.99,1882,185.6,116.47,219204.41,215,104,48.95,2.07,-4342.026,1624.662,559,270.4,12722.32,829.99,1875.13,"circle_calibrated"
