"particle_id","centroid_y","centroid_x","tile_row","tile_col","local_y","local_x","area_px","max_intensity","mean_intensity","integrated_intensity","bbox_width","bbox_height","equivalent_diameter","aspect_ratio","x_um","y_um","feret_max_um","feret_min_um","area_um2","centroid_px_x","centroid_px_y","coord_source"
238,1843.54,3538.9,1,2,593.54,1038.9,412,140.41,108.23,44592.14,24,27,22.9,1.12,2701.14,1706.796,70.2,62.4,2785.12,3538.9,1843.54,"circle_calibrated"
239,1843.46,293.69,1,0,593.46,293.69,180,165.36,116.23,20921.37,16,16,15.14,1,-5736.406,1707.004,41.6,41.6,1216.8,293.69,1843.46,"circle_calibrated"
240,1843.36,4226.91,1,3,593.36,476.91,11,98.25,86.53,951.87,3,4,3.74,1.33,4489.966,1707.264,10.4,7.8,74.36,4226.91,1843.36,"circle_calibrated"
241,1861.22,1320.63,1,1,611.22,70.63,46,115.99,93.68,4309.12,8,8,7.65,1,-3066.362,1660.828,20.8,20.8,310.96,1320.63,1861.22,"circle_calibrated"
242,1863.68,4082.55,1,3,613.68,332.55,22,87.17,82.2,1808.5,6,6,5.29,1,4114.63,1654.432,15.6,15.6,148.72,4082.55,1863.68,"circle_calibrated"
243,1865.22,4571.03,1,3,615.22,821.03,37,91.72,82.34,3046.53,7,8,6.86,1.14,5384.678,1650.428,20.8,18.2,250.12,4571.03,1865.22,"circle_calibrated"
244,1889.38,4100.94,1,3,639.38,350.94,34,91.29,84.05,2857.72,7,7,6.58,1,4162.444,1587.612,18.2,18.2,229.84,4100.94,1889.38,"circle_calibrated"
245,1899.44,2818.37,1,2,649.44,318.37,59,170.13,124.75,7360.24,8,10,8.67,1.25,827.762,1561.456,26,20.8,398.84,2818.37,1899.44,"circle_calibrated"
246,1909.48,1456.09,1,1,659.48,206.09,33,152.84,113.37,3741.12,6,8,6.48,1.33,-2714.166,1535.352,20.8,15.6,223.08,1456.09,1909.48,"circle_calibrated"
247,1911.52,4860.11,1,3,661.52,1110.11,27,119.1,97.12,2622.16,7,6,5.86,1.17,6136.286,1530.048,18.2,15.6,182.52,4860.11,1911.52,"circle_calibrated"
248,1918,3092.5,1,2,668,592.5,84,140.44,107.9,9063.42,12,11,10.34,1.09,1540.5,1513.2,31.2,28.6,567.84,3092.5,1918,"circle_calibrated"
249,1930.13,692.2,1,0,680.13,692.2,269,161.95,123.68,33271.09,27,22,18.51,1.23,-4700.28,1481.662,70.2,57.2,1818.44,692.2,1930.13,"circle_calibrated"
250,1927.79,3222.35,1,2,677.79,722.35,62,89.86,82.41,5109.13,10,8,8.88,1.25,1878.11,1487.746,26,20.8,419.12,3222.35,1927.79,"circle_calibrated"
251,1935.5,394.03,1,0,685.5,394.03,70,93.05,85.56,5989.26,10,9,9.44,1.11,-5475.522,1467.7,26,23.4,473.2,394.03,1935.5,"circle_calibrated"
252,1940.19,2028.3,1,1,690.19,778.3,67,156.58,119.58,8011.55,10,9,9.24,1.11,-1226.42,1455.506,26,23.4,452.92,2028.3,1940.19,"circle_calibrated"
253,1948.8,4007.92,1,3,698.8,257.92,65,105.11,84.9,5518.65,10,10,9.1,1,3920.592,1433.12,26,26,439.4,4007.92,1948.8,"circle_calibrated"
254,1953.09,4505.6,1,3,703.09,755.6,70,99.95,84.86,5940.12,12,12,9.44,1,5214.56,1421.966,31.2,31.2,473.2,4505.6,1953.09,"circle_calibrated"
255,1975.2,879.74,1,0,725.2,879.74,461,139.37,91.57,42212.31,36,24,24.23,1.5,-4212.676,1364.48,93.6,62.4,3116.36,879.74,1975.2,"circle_calibrated"
256,1974.75,429.83,1,0,724.75,429.83,60,134.38,109.13,6547.87,9,10,8.74,1.11,-5382.442,1365.65,26,23.4,405.6,429.83,1974.75,"circle_calibrated"
257,1993.08,3063.39,1,2,743.08,563.39,1414,224.45,179.85,254303.08,44,43,42.43,1.02,1464.814,1317.992,114.4,111.8,9558.64,3063.39,1993.08,"circle_calibrated"
258,1977.46,302.91,1,0,727.46,302.91,85,114.22,85.08,7231.69,12,11,10.4,1.09,-5712.434,1358.604,31.2,28.6,574.6,302.91,1977.46,"circle_calibrated"
259,1983.58,1988.29,1,1,733.58,738.29,118,192.02,141.26,16668.55,12,16,12.26,1.33,-1330.446,1342.692,41.6,31.2,797.68,1988.29,1983.58,"circle_calibrated"
260,1983.26,2283.17,1,1,733.26,1033.17,94,128.43,98.94,9300.62,12,10,10.94,1.2,-563.758,1343.524,31.2,26,635.44,2283.17,1983.26,"circle_calibrated"
261,1992.82,1783.95,1,1,742.82,533.95,61,103.3,85.56,5219.01,10,8,8.81,1.25,-1861.73,1318.668,26,20.8,412.36,1783.95,1992.82,"circle_calibrated"
262,1995.54,3598.58,1,2,745.54,1098.58,50,103.1,87.69,4384.74,10,8,7.98,1.25,2856.308,1311.596,26,20.8,338,3598.58,1995.54,"circle_calibrated"
263,1998.63,3377.75,1,2,748.63,877.75,87,97.13,79.86,6948.09,13,10,10.52,1.3,2282.15,1303.562,33.8,26,588.12,3377.75,1998.63,"circle_calibrated"
264,2013.65,2370.3,1,1,763.65,1120.3,23,82.98,79.44,1827.08,7,5,5.41,1.4,-337.22,1264.51,18.2,13,155.48,2370.3,2013.65,"circle_calibrated"
265,2015.44,3090.58,1,2,765.44,590.58,48,161.97,117.92,5660.28,8,8,7.82,1,1535.508,1259.856,20.8,20.8,324.48,3090.58,2015.44,"circle_calibrated"
266,2028,1268.53,1,1,778,18.53,43,107.07,88.22,3793.25,10,7,7.4,1.43,-3201.822,1227.2,26,18.2,290.68,1268.53,2028,"circle_calibrated"
267,2028.94,1812.33,1,1,778.94,562.33,51,175.73,122.69,6257.22,10,7,8.06,1.43,-1787.942,1224.756,26,18.2,344.76,1812.33,2028.94,"circle_calibrated"
268,2032.24,1351.45,1,1,782.24,101.45,82,117.31,95.49,7829.86,12,9,10.22,1.33,-2986.23,1216.176,31.2,23.4,554.32,1351.45,2032.24,"circle_calibrated"
269,2039.54,2332.53,1,1,789.54,1082.53,297,161.69,126.89,37685.81,20,22,19.45,1.1,-435.422,1197.196,57.2,52,2007.72,2332.53,2039.54,"circle_calibrated"
270,2047.32,2354.03,1,1,797.32,1104.03,88,93.75,82.99,7303.34,11,13,10.59,1.18,-379.521999999999,1176.968,33.8,28.6,594.88,2354.03,2047.32,"circle_calibrated"
271,2045.95,2135.9,1,1,795.95,885.9,20,112.24,94.31,1886.18,5,5,5.05,1,-946.66,1180.53,13,13,135.2,2135.9,2045.95,"circle_calibrated"
272,2048.87,204.11,1,0,798.87,204.11,53,127.05,98.01,5194.42,13,6,8.21,2.17,-5969.314,1172.938,33.8,15.6,358.28,204.11,2048.87,"circle_calibrated"
273,2062.58,1917.02,1,1,812.58,667.02,43,144.39,114.54,4925.36,7,8,7.4,1.14,-1515.748,1137.292,20.8,18.2,290.68,1917.02,2062.58,"circle_calibrated"
274,2072.98,1615.96,1,1,822.98,365.96,57,111.74,91.19,5198.05,12,7,8.52,1.71,-2298.504,1110.252,31.2,18.2,385.32,1615.96,2072.98,"circle_calibrated"
275,2080.67,4088.45,1,3,830.67,338.45,55,115.17,94.6,5202.95,11,7,8.37,1.57,4129.97,1090.258,28.6,18.2,371.8,4088.45,2080.67,"circle_calibrated"
276,2100.5,396.88,1,0,850.5,396.88,166,174.37,133.61,22179.86,15,14,14.54,1.07,-5468.112,1038.7,39,36.4,1122.16,396.88,2100.5,"circle_calibrated"
277,2106.71,215.43,1,0,856.71,215.43,21,109.77,89.29,1875.15,4,9,5.17,2.25,-5939.882,1022.554,23.4,10.4,141.96,215.43,2106.71,"circle_calibrated"
278,2108.43,4003.87,1,3,858.43,253.87,47,106.22,86.39,4060.31,9,8,7.74,1.12,3910.062,1018.082,23.4,20.8,317.72,4003.87,2108.43,"circle_calibrated"
279,2113.15,1180.9,1,0,863.15,1180.9,40,86.03,79.77,3190.95,9,6,7.14,1.5,-3429.66,1005.81,23.4,15.6,270.4,1180.9,2113.15,"circle_calibrated"
280,2122.87,4348.51,1,3,872.87,598.51,306,137.99,99.69,30506.01,53,11,19.74,4.82,4806.126,980.538,137.8,28.6,2068.56,4348.51,2122.87,"circle_calibrated"
281,2140.93,2258.17,1,1,890.93,1008.17,327,192.63,148.64,48605.36,16,29,20.4,1.81,-628.758,933.582,75.4,41.6,2210.52,2258.17,2140.93,"circle_calibrated"
282,2140.23,882.85,1,0,890.23,882.85,13,84.92,80.59,1047.67,4,6,4.07,1.5,-4204.59,935.402,15.6,10.4,87.88,882.85,2140.23,"circle_calibrated"
283,2157.71,1218.4,1,0,907.71,1218.4,45,109.22,94.23,4240.42,10,7,7.57,1.43,-3332.16,889.954,26,18.2,304.2,1218.4,2157.71,"circle_calibrated"
284,2163.55,3548.43,1,2,913.55,1048.43,77,101.26,83.12,6399.9,12,10,9.9,1.2,2725.918,874.77,31.2,26,520.52,3548.43,2163.55,"circle_calibrated"
285,2162.98,4116.22,1,3,912.98,366.22,59,110.1,94.24,5560.36,14,5,8.67,2.8,4202.172,876.252,36.4,13,398.84,4116.22,2162.98,"circle_calibrated"
286,2163.13,4438.47,1,3,913.13,688.47,15,102.01,90.46,1356.85,4,5,4.37,1.25,5040.022,875.862,13,10.4,101.4,4438.47,2163.13,"circle_calibrated"
287,2177.2,2911.68,1,2,927.2,411.68,91,106.25,86.66,7885.72,13,10,10.76,1.3,1070.368,839.280000000001,33.8,26,615.16,2911.68,2177.2,"circle_calibrated"
288,2180.92,2687.32,1,2,930.92,187.32,38,140.88,108.3,4115.51,10,5,6.96,2,487.032,829.608,26,13,256.88,2687.32,2180.92,"circle_calibrated"
289,2192,493.56,1,0,942,493.56,16,95.56,86.45,1383.13,4,7,4.51,1.75,-5216.744,800.8,18.2,10.4,108.16,493.56,2192,"circle_calibrated"
290,2197.68,1702.15,1,1,947.68,452.15,158,180.64,138.53,21888.07,16,13,14.18,1.23,-2074.41,786.032,41.6,33.8,1068.08,1702.15,2197.68,"circle_calibrated"
291,2212.27,470.4,1,0,962.27,470.4,168,123.85,94.28,15839.8,34,23,14.63,1.48,-5276.96,748.098,88.4,59.8,1135.68,470.4,2212.27,"circle_calibrated"
292,2220.5,1684.25,1,1,970.5,434.25,24,146.92,110.07,2641.57,6,6,5.53,1,-2120.95,726.7,15.6,15.6,162.24,1684.25,2220.5,"circle_calibrated"
293,2226.76,1219.6,1,0,976.76,1219.6,164,139.76,101.08,16576.41,15,15,14.45,1,-3329.04,710.423999999999,39,39,1108.64,1219.6,2226.76,"circle_calibrated"
294,2229.61,3914.21,1,3,979.61,164.21,61,98.96,85.91,5240.56,10,11,8.81,1.1,3676.946,703.014,28.6,26,412.36,3914.21,2229.61,"circle_calibrated"
295,2229.75,4095.33,1,3,979.75,345.33,12,96.22,84.66,1015.9,4,4,3.91,1,4147.858,702.65,10.4,10.4,81.12,4095.33,2229.75,"circle_calibrated"
296,2317.18,358.93,1,0,1067.18,358.93,2072,195.88,120.63,249947.27,173,202,51.36,1.17,-5566.782,475.332,525.2,449.8,14006.72,358.93,2317.18,"circle_calibrated"
297,2239.86,642.69,1,0,989.86,642.69,104,162.19,119.34,12411.01,11,13,11.51,1.18,-4829.006,676.364,33.8,28.6,703.04,642.69,2239.86,"circle_calibrated"
298,2239,168.97,1,0,989,168.97,31,98.31,80.82,2505.32,14,3,6.28,4.67,-6060.678,678.6,36.4,7.8,209.56,168.97,2239,"circle_calibrated"
299,2244.5,4491.17,1,3,994.5,741.17,82,91.09,81.28,6665.32,13,9,10.22,1.44,5177.042,664.3,33.8,23.4,554.32,4491.17,2244.5,"circle_calibrated"
300,2244.86,4021.48,1,3,994.86,271.48,56,117.88,90.51,5068.52,14,6,8.44,2.33,3955.848,663.364,36.4,15.6,378.56,4021.48,2244.86,"circle_calibrated"
301,2256.67,3265.6,1,2,1006.67,765.6,316,185.29,139.6,44113.89,18,27,20.06,1.5,1990.56,632.658,70.2,46.8,2136.16,3265.6,2256.67,"circle_calibrated"
302,2324.3,1243.79,1,0,1074.3,1243.79,1880,200.31,134.07,252045.73,53,148,48.93,2.79,-3266.146,456.82,384.8,137.8,12708.8,1243.79,2324.3,"circle_calibrated"
303,2259.59,4245.11,1,3,1009.59,495.11,27,89.53,83.14,2244.66,6,7,5.86,1.17,4537.286,625.066,18.2,15.6,182.52,4245.11,2259.59,"circle_calibrated"
304,2280,1684.42,1,1,1030,434.42,100,170.84,123.38,12338.49,12,13,11.28,1.08,-2120.508,572,33.8,31.2,676,1684.42,2280,"circle_calibrated"
305,2287.08,3334.43,1,2,1037.08,834.43,372,155.32,117.38,43663.93,27,22,21.76,1.23,2169.518,553.592,70.2,57.2,2514.72,3334.43,2287.08,"circle_calibrated"
306,2282,769.76,1,0,1032,769.76,54,125.82,106.01,5724.61,10,7,8.29,1.43,-4498.624,566.8,26,18.2,365.04,769.76,2282,"circle_calibrated"
307,2284.05,1451.81,1,1,1034.05,201.81,21,115.16,94.57,1985.92,5,5,5.17,1,-2725.294,561.47,13,13,141.96,1451.81,2284.05,"circle_calibrated"
308,2292.34,1338.28,1,1,1042.34,88.28,198,147.75,103.63,20518.22,17,17,15.88,1,-3020.472,539.916,44.2,44.2,1338.48,1338.28,2292.34,"circle_calibrated"
309,2293.36,782.94,1,0,1043.36,782.94,106,114.15,93.8,9942.46,17,8,11.62,2.12,-4464.356,537.264,44.2,20.8,716.56,782.94,2293.36,"circle_calibrated"
310,2300.94,4267.38,1,3,1050.94,517.38,65,102.73,83.15,5404.6,12,7,9.1,1.71,4595.188,517.556,31.2,18.2,439.4,4267.38,2300.94,"circle_calibrated"
311,2306.5,2615.66,1,2,1056.5,115.66,90,137.05,107.83,9704.69,11,11,10.7,1,300.716,503.1,28.6,28.6,608.4,2615.66,2306.5,"circle_calibrated"
312,2318.08,895.08,1,0,1068.08,895.08,12,96.31,84.65,1015.8,3,5,3.91,1.67,-4172.792,472.992,13,7.8,81.12,895.08,2318.08,"circle_calibrated"
313,2327.76,1512.68,1,1,1077.76,262.68,76,143.51,105.69,8032.63,9,12,9.84,1.33,-2567.032,447.823999999999,31.2,23.4,513.76,1512.68,2327.76,"circle_calibrated"
314,2331.87,4238.99,1,3,1081.87,488.99,103,140.65,112,11536.35,13,11,11.45,1.18,4521.374,437.138,33.8,28.6,696.28,4238.99,2331.87,"circle_calibrated"
315,2331.36,637.44,1,0,1081.36,637.44,50,90.51,79.49,3974.45,9,8,7.98,1.12,-4842.656,438.464,23.4,20.8,338,637.44,2331.36,"circle_calibrated"
316,2340.87,1781.16,1,1,1090.87,531.16,157,158.94,117.31,18417.22,10,28,14.14,2.8,-1868.984,413.738,72.8,26,1061.32,1781.16,2340.87,"circle_calibrated"
317,2335.5,1742.5,1,1,1085.5,492.5,32,148.27,116.15,3716.93,6,6,6.38,1,-1969.5,427.7,15.6,15.6,216.32,1742.5,2335.5,"circle_calibrated"
318,2345.18,1401.82,1,1,1095.18,151.82,11,116.05,97.61,1073.69,4,4,3.74,1,-2855.268,402.532,10.4,10.4,74.36,1401.82,2345.18,"circle_calibrated"
319,2357.5,2414.5,1,1,1107.5,1164.5,10,96.3,86.82,868.22,4,4,3.57,1,-222.3,370.5,10.4,10.4,67.6,2414.5,2357.5,"circle_calibrated"
320,2363.29,472.5,1,0,1113.29,472.5,14,100.32,88.67,1241.33,4,4,4.22,1,-5271.5,355.446,10.4,10.4,94.64,472.5,2363.29,"circle_calibrated"
321,2368.36,1870.84,1,1,1118.36,620.84,148,171.46,131.69,19489.59,14,13,13.73,1.08,-1635.816,342.264,36.4,33.8,1000.48,1870.84,2368.36,"circle_calibrated"
322,2378.3,4783.09,1,3,1128.3,1033.09,325,158.21,114.73,37288.7,27,19,20.34,1.42,5936.034,316.42,70.2,49.4,2197,4783.09,2378.3,"circle_calibrated"
323,2374.51,2257.3,1,1,1124.51,1007.3,37,101.79,87.42,3234.64,8,8,6.86,1,-631.02,326.273999999999,20.8,20.8,250.12,2257.3,2374.51,"circle_calibrated"
324,2371.36,4252.82,1,3,1121.36,502.82,11,88.62,83.07,913.74,7,2,3.74,3.5,4557.332,334.464,18.2,5.2,74.36,4252.82,2371.36,"circle_calibrated"
325,2382.78,2797.56,1,2,1132.78,297.56,176,186.48,131.24,23097.37,12,20,14.97,1.67,773.656,304.771999999999,52,31.2,1189.76,2797.56,2382.78,"circle_calibrated"
326,2388.21,3770.58,1,3,1138.21,20.58,158,124.21,94.26,14893.45,14,17,14.18,1.21,3303.508,290.654,44.2,36.4,1068.08,3770.58,2388.21,"circle_calibrated"
327,2397.04,3222,1,2,1147.04,722,227,112.29,89.45,20305.42,15,23,17,1.53,1877.2,267.696,59.8,39,1534.52,3222,2397.04,"circle_calibrated"
328,2392.07,3486.66,1,2,1142.07,986.66,59,102.61,85.71,5056.94,8,9,8.67,1.12,2565.316,280.618,23.4,20.8,398.84,3486.66,2392.07,"circle_calibrated"
329,2398.66,1399.12,1,1,1148.66,149.12,68,107.21,90.63,6162.83,11,9,9.3,1.22,-2862.288,263.484,28.6,23.4,459.68,1399.12,2398.66,"circle_calibrated"
330,2397.12,3018.94,1,2,1147.12,518.94,17,97.29,87.12,1481,7,4,4.65,1.75,1349.244,267.488,18.2,10.4,114.92,3018.94,2397.12,"circle_calibrated"
331,2400.56,3530.15,1,2,1150.56,1030.15,66,99.98,82.82,5466.16,8,11,9.17,1.38,2678.39,258.544,28.6,20.8,446.16,3530.15,2400.56,"circle_calibrated"
332,2411.88,3239.41,1,2,1161.88,739.41,17,105.25,92.54,1573.16,4,5,4.65,1.25,1922.466,229.112,13,10.4,114.92,3239.41,2411.88,"circle_calibrated"
333,2417.45,1249.74,1,0,1167.45,1249.74,84,138.21,108.5,9114.12,8,13,10.34,1.62,-3250.676,214.63,33.8,20.8,567.84,1249.74,2417.45,"circle_calibrated"
334,2417.86,460.64,1,0,1167.86,460.64,22,124.6,98.83,2174.36,6,5,5.29,1.2,-5302.336,213.564,15.6,13,148.72,460.64,2417.86,"circle_calibrated"
335,2423.26,474.53,1,0,1173.26,474.53,43,123.45,100.92,4339.45,8,7,7.4,1.14,-5266.222,199.523999999999,20.8,18.2,290.68,474.53,2423.26,"circle_calibrated"
336,2438.9,1436.14,1,1,1188.9,186.14,21,111.5,91.94,1930.81,4,7,5.17,1.75,-2766.036,158.86,18.2,10.4,141.96,1436.14,2438.9,"circle_calibrated"
337,2437.3,2882.3,1,2,1187.3,382.3,10,98.11,87.42,874.22,4,4,3.57,1,993.98,163.02,10.4,10.4,67.6,2882.3,2437.3,"circle_calibrated"
338,2439.09,1505.64,1,1,1189.09,255.64,11,111.56,96.1,1057.06,4,3,3.74,1.33,-2585.336,158.366,10.4,7.8,74.36,1505.64,2439.09,"circle_calibrated"
339,2461.75,4826.49,1,3,1211.75,1076.49,131,100.19,86.23,11295.63,11,16,12.91,1.45,6048.874,99.45,41.6,28.6,885.56,4826.49,2461.75,"circle_calibrated"
340,2459.18,159.64,1,0,1209.18,159.64,11,99.02,84.7,931.74,4,5,3.74,1.25,-6084.936,106.132,13,10.4,74.36,159.64,2459.18,"circle_calibrated"
341,2464.32,2807.59,1,2,1214.32,307.59,22,136.6,104.04,2288.91,6,6,5.29,1,799.734,92.7679999999996,15.6,15.6,148.72,2807.59,2464.32,"circle_calibrated"
342,2465.88,2923,1,2,1215.88,423,50,152.29,117.93,5896.57,7,9,7.98,1.29,1099.8,88.7119999999997,23.4,18.2,338,2923,2465.88,"circle_calibrated"
343,2469.22,297.54,1,0,1219.22,297.54,63,96.1,82.02,5167.23,15,7,8.96,2.14,-5726.396,80.0280000000005,39,18.2,425.88,297.54,2469.22,"circle_calibrated"
344,2471.41,1049.11,1,0,1221.41,1049.11,44,124.06,97.64,4296.01,6,10,7.48,1.67,-3772.314,74.3340000000004,26,15.6,297.44,1049.11,2471.41,"circle_calibrated"
345,2473.51,924.13,1,0,1223.51,924.13,92,97,83.4,7673.25,13,12,10.82,1.08,-4097.262,68.8739999999994,33.8,31.2,621.92,924.13,2473.51,"circle_calibrated"
346,2473.12,4523.27,1,3,1223.12,773.27,33,172.29,123.97,4090.85,6,7,6.48,1.17,5260.502,69.8880000000003,18.2,15.6,223.08,4523.27,2473.12,"circle_calibrated"
347,2476.94,4173.06,1,3,1226.94,423.06,62,94.26,83.91,5202.27,10,9,8.88,1.11,4349.956,59.9559999999999,26,23.4,419.12,4173.06,2476.94,"circle_calibrated"
348,2501.28,974.28,2,0,1.28,974.28,3284,210.12,156.59,514255.97,89,64,64.66,1.39,-3966.872,-3.32800000000052,231.4,166.4,22199.84,974.28,2501.28,"circle_calibrated"
349,2490.11,196.02,1,0,1240.11,196.02,88,125.29,94.83,8345.22,13,11,10.59,1.18,-5990.348,25.7139999999997,33.8,28.6,594.88,196.02,2490.11,"circle_calibrated"
350,2498.09,2359.73,1,1,1248.09,1109.73,11,91.32,83.19,915.08,5,3,3.74,1.67,-364.702,4.96599999999962,13,7.8,74.36,2359.73,2498.09,"circle_calibrated"
351,2505.86,3374.85,2,2,5.86,874.85,125,117.83,91.81,11475.91,15,12,12.62,1.25,2274.61,-15.2360000000003,39,31.2,845,3374.85,2505.86,"circle_calibrated"
352,2514,1413.5,2,1,14,163.5,10,102.79,93.91,939.14,4,3,3.57,1.33,-2824.9,-36.4,10.4,7.8,67.6,1413.5,2514,"circle_calibrated"
353,2521.2,1020.05,2,0,21.2,1020.05,20,86.88,82.03,1640.56,3,9,5.05,3,-3847.87,-55.1199999999995,23.4,7.8,135.2,1020.05,2521.2,"circle_calibrated"
354,2522.4,2543.47,2,2,22.4,43.47,45,103.12,84.18,3788.18,11,6,7.57,1.83,113.021999999999,-58.2400000000002,28.6,15.6,304.2,2543.47,2522.4,"circle_calibrated"
355,2537.18,4938.66,2,3,37.18,1188.66,38,117.68,98.31,3735.75,8,9,6.96,1.12,6340.516,-96.6679999999996,23.4,20.8,256.88,4938.66,2537.18,"circle_calibrated"
356,2540.17,3605.25,2,2,40.17,1105.25,12,79.97,77.49,929.9,9,3,3.91,3,2873.65,-104.442,23.4,7.8,81.12,3605.25,2540.17,"circle_calibrated"
357,2549,290.86,2,0,49,290.86,14,94.19,85.12,1191.68,3,6,4.22,2,-5743.764,-127.4,15.6,7.8,94.64,290.86,2549,"circle_calibrated"
358,2551,3596.62,2,2,51,1096.62,13,84.87,80.01,1040.12,6,5,4.07,1.2,2851.212,-132.6,15.6,13,87.88,3596.62,2551,"circle_calibrated"
359,2568.78,2004.13,2,1,68.78,754.13,45,97.71,86.75,3903.86,10,7,7.57,1.43,-1289.262,-178.828000000001,26,18.2,304.2,2004.13,2568.78,"circle_calibrated"
360,2572.48,4947.75,2,3,72.48,1197.75,161,132.6,102.11,16438.96,19,12,14.32,1.58,6364.15,-188.448,49.4,31.2,1088.36,4947.75,2572.48,"circle_calibrated"
361,2570,1176.5,2,0,70,1176.5,10,95.27,85.25,852.47,4,3,3.57,1.33,-3441.1,-182,10.4,7.8,67.6,1176.5,2570,"circle_calibrated"
362,2622.42,2698.35,2,2,122.42,198.35,465,137.67,96.88,45051.05,41,21,24.33,1.95,515.71,-318.292,106.6,54.6,3143.4,2698.35,2622.42,"circle_calibrated"
363,2635.94,1757.31,2,1,135.94,507.31,78,127.88,98.2,7659.72,8,14,9.97,1.75,-1930.994,-353.444,36.4,20.8,527.28,1757.31,2635.94,"circle_calibrated"
364,2636.03,2846.44,2,2,136.03,346.44,34,112.18,91.25,3102.64,4,11,6.58,2.75,900.744,-353.678000000001,28.6,10.4,229.84,2846.44,2636.03,"circle_calibrated"
365,2634.59,1697.74,2,1,134.59,447.74,27,90.08,82.42,2225.37,7,6,5.86,1.17,-2085.876,-349.934,18.2,15.6,182.52,1697.74,2634.59,"circle_calibrated"
366,2641.39,1703.89,2,1,141.39,453.89,18,94.53,84.43,1519.7,5,5,4.79,1,-2069.886,-367.614,13,13,121.68,1703.89,2641.39,"circle_calibrated"
367,2750.71,2018.43,2,1,250.71,768.43,20259,217.54,194.22,3934715.88,160,170,160.61,1.06,-1252.082,-651.846,442,416,136950.84,2018.43,2750.71,"circle_calibrated"
368,2684.89,2129.28,2,1,184.89,879.28,18,84.15,80.21,1443.73,7,5,4.79,1.4,-963.872,-480.714,18.2,13,121.68,2129.28,2684.89,"circle_calibrated"
369,2699.2,3909.75,2,3,199.2,159.75,20,119.84,100.3,2006.03,4,7,5.05,1.75,3665.35,-517.92,18.2,10.4,135.2,3909.75,2699.2,"circle_calibrated"
370,2701.41,4514.73,2,3,201.41,764.73,49,108.86,90.09,4414.5,9,7,7.9,1.29,5238.298,-523.666,23.4,18.2,331.24,4514.73,2701.41,"circle_calibrated"
371,2702.43,450.04,2,0,202.43,450.04,28,130.68,106.64,2985.93,6,6,5.97,1,-5329.896,-526.318,15.6,15.6,189.28,450.04,2702.43,"circle_calibrated"
372,2706.29,2831.76,2,2,206.29,331.76,59,123.34,99.99,5899.15,9,10,8.67,1.11,862.576000000001,-536.354,26,23.4,398.84,2831.76,2706.29,"circle_calibrated"
373,2710.89,32.4,2,0,210.89,32.4,47,102.67,88.32,4150.86,7,9,7.74,1.29,-6415.76,-548.314,23.4,18.2,317.72,32.4,2710.89,"circle_calibrated"
374,2708.08,3882.92,2,3,208.08,132.92,12,97.73,87.55,1050.57,5,3,3.91,1.67,3595.592,-541.008,13,7.8,81.12,3882.92,2708.08,"circle_calibrated"
375,2715.28,381.88,2,0,215.28,381.88,32,106.88,91.35,2923.18,10,5,6.38,2,-5507.112,-559.728000000001,26,13,216.32,381.88,2715.28,"circle_calibrated"
376,2726.6,1077.66,2,0,226.6,1077.66,68,114.88,91.12,6196.35,13,12,9.3,1.08,-3698.084,-589.16,33.8,31.2,459.68,1077.66,2726.6,"circle_calibrated"
377,2729.42,4162.91,2,3,229.42,412.91,66,106.05,88.76,5857.87,9,10,9.17,1.11,4323.566,-596.492,26,23.4,446.16,4162.91,2729.42,"circle_calibrated"
378,2730.74,459.59,2,0,230.74,459.59,46,108.69,90.5,4162.84,10,9,7.65,1.11,-5305.066,-599.923999999999,26,23.4,310.96,459.59,2730.74,"circle_calibrated"
379,2764.35,3477.65,2,2,264.35,977.65,483,151.64,101.24,48900.64,37,60,24.8,1.62,2541.89,-687.31,156,96.2,3265.08,3477.65,2764.35,"circle_calibrated"
380,2737.36,1874.21,2,1,237.36,624.21,39,91.8,84.76,3305.56,9,6,7.05,1.5,-1627.054,-617.136,23.4,15.6,263.64,1874.21,2737.36,"circle_calibrated"
381,2762.08,382.44,2,0,262.08,382.44,66,161.93,120.13,7928.41,6,15,9.17,2.5,-5505.656,-681.408,39,15.6,446.16,382.44,2762.08,"circle_calibrated"
382,2764.77,237.84,2,0,264.77,237.84,43,142.29,111.35,4788.14,8,8,7.4,1,-5881.616,-688.402,20.8,20.8,290.68,237.84,2764.77,"circle_calibrated"
383,2771.12,3806.06,2,3,271.12,56.06,17,102.22,87.16,1481.71,5,5,4.65,1,3395.756,-704.912,13,13,114.92,3806.06,2771.12,"circle_calibrated"
384,2780,531.5,2,0,280,531.5,26,116.28,96.68,2513.67,6,5,5.75,1.2,-5118.1,-728,15.6,13,175.76,531.5,2780,"circle_calibrated"
385,2783.16,1702.13,2,1,283.16,452.13,31,89.39,81.49,2526.12,9,5,6.28,1.8,-2074.462,-736.216,23.4,13,209.56,1702.13,2783.16,"circle_calibrated"
