"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","diameter_um","aspect_ratio","coord_match_cost","coord_source"
"A244",936.676000000001,2284.62,637.5,39,21,21,39,"Polyamide (naturally occurring)",0.92180761624123,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.8333333707972,0.0812181523909181,"circle_calibrated"
"A245",4506.034,1997.866,625,32,25,25,32,"Polyamide (naturally occurring)",0.947139047880254,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1.28571442333666,0.0175990866246332,"circle_calibrated"
"A246",437.944,-1743.742,625,28,28,28,28,"Polyamide (naturally occurring)",0.950522771750033,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1,0.404899662398717,"circle_calibrated"
"A247",501.566,-2080.078,625,30,25,25,30,"Polyamide (naturally occurring)",0.95757956575154,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1.2,0.0397645850828523,"circle_calibrated"
"A248",-5382.442,1365.65,625,30,25,25,30,"Polyamide (naturally occurring)",0.97276566394641,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,0.833333333333333,0.503934619279764,"circle_calibrated"
"A249",-4097.262,68.8739999999994,625,35,20,20,35,"Polyamide (naturally occurring)",0.903985177441214,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,0.571428571428571,0.0223838121327082,"circle_calibrated"
"A250",-410.176000000001,3516.058,625,39,25,25,39,"Cellulosic",0.883321038884495,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,0.636363602924814,0.0614155250947384,"circle_calibrated"
"A251",3654.976,3819.192,625,30,25,25,30,"Polyamide (naturally occurring)",0.945224783067511,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,1.2,0.520741737596146,"circle_calibrated"
"A252",5880.29,-1460.602,625,40,20,20,40,"Polyamide (naturally occurring)",0.959672078576031,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.2094791773878,2,0.100078578977159,"circle_calibrated"
"A253",2630.316,4172.584,612.5,30,25,25,30,"Polyamide (naturally occurring)",0.957048639492698,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,1.2,0.666053468756199,"circle_calibrated"
"A254",1973.92,-3227.77,612.5,35,20,20,35,"Polyamide (naturally occurring)",0.948804958581335,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,0.571428571428571,0.0353333121320887,"circle_calibrated"
"A255",300.716,503.1,612.5,30,25,25,30,"Polyamide (naturally occurring)",0.918731642282479,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,1.2,0.0306117139519175,"circle_calibrated"
"A256",1878.11,1487.746,612.5,30,25,25,30,"Polyamide (naturally occurring)",0.953831033312895,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,1.2,0.450942089139254,"circle_calibrated"
"A257",-2261.272,-3340.766,612.5,30,25,25,30,"Polyethylene terephthalate",0.724431794959143,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.9259596281003,0.833333333333333,0.816876358490783,"circle_calibrated"
"A258",-31.1219999999995,-4248.842,600,32,25,25,32,"Polyamide (naturally occurring)",0.928027954200423,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.28571423066534,0.021228854675212,"circle_calibrated"
"A259",2282.15,1303.562,600,35,21,21,35,"Polyamide (naturally occurring)",0.924933895428387,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.599999973026017,0.0374422760069102,"circle_calibrated"
"A260",-2281.292,4019.132,600,30,25,25,30,"Sand",0.770421172824445,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2,0.466750829244898,"circle_calibrated"
"A261",1387.126,2427.23,600,30,25,25,30,"Polyamide (naturally occurring)",0.967622113903948,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.833333333333333,0.0438939784248644,"circle_calibrated"
"A262",-5990.348,25.7139999999997,600,35,25,25,35,"Polyamide (naturally occurring)",0.951555409422418,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.4,0.026013580183287,"circle_calibrated"
"A263",-2673.502,4016.298,600,30,25,25,30,"Polyamide (naturally occurring)",0.949210424715306,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2,0.502468911846977,"circle_calibrated"
"A264",-616.226000000001,-966.966,600,30,25,25,30,"Polyamide (naturally occurring)",0.972102100468779,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2,0.0671508405891315,"circle_calibrated"
"A265",-4390.88,-2325.596,600,30,25,25,30,"Polyamide (naturally occurring)",0.935189290172542,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2,0.0909614892828499,"circle_calibrated"
"A266",4092.114,-2923.076,600,30,25,25,30,"Polyamide (naturally occurring)",0.958380848164594,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.833333333333333,0.398928232906137,"circle_calibrated"
"A267",-452.478000000001,-5857.722,600,30,25,25,30,"Polyamide (naturally occurring)",0.9649490125108,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2,0.398928232906137,"circle_calibrated"
"A268",3676.946,703.014,600,30,25,25,30,"Polyamide (naturally occurring)",0.97133510260454,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2,0.398928232906137,"circle_calibrated"
"A269",965.588,1941.836,600,30,25,25,30,"Polyamide (naturally occurring)",0.957101745689369,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,1.2,0.449359086533028,"circle_calibrated"
"A270",-379.521999999999,1176.968,600,36,28,28,36,"Polyamide (naturally occurring)",0.937971985734079,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.6395319577068,0.785714295171479,0.0400990186666352,"circle_calibrated"
"A271",-2978.456,-3846.856,587.5,35,20,20,35,"Cellulosic",0.957588050747499,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.571428571428571,0.231858898152038,"circle_calibrated"
"A272",568.23,-1307.072,587.5,35,25,25,35,"Polyamide (naturally occurring)",0.969211173944635,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.714285714285714,0.0679710430469218,"circle_calibrated"
"A273",253.448,4835.844,587.5,48,22,22,48,"Polyamide (naturally occurring)",0.93235243343228,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.448979610064654,0.172352675252725,"circle_calibrated"
"A274",4349.956,59.9559999999999,587.5,30,25,25,30,"Polyamide (naturally occurring)",0.863885628334836,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.2,0.409269392738687,"circle_calibrated"
"A275",-3667.352,3628.742,587.5,36,22,22,36,"Polyamide (naturally occurring)",0.917005215195633,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.608695617968431,0.08205648153027,"circle_calibrated"
"A276",-3430.83,2114.892,587.5,30,25,25,30,"Polyamide (naturally occurring)",0.93402509159184,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.833333333333333,1.10241657329863,"circle_calibrated"
"A277",-1412.112,-2817.802,587.5,28,25,25,28,"Polyamide (naturally occurring)",0.967805796044635,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.14285711533267,0.312252600013876,"circle_calibrated"
"A278",-2986.23,1216.176,587.5,36,24,24,36,"Polyamide (naturally occurring)",0.929661223515047,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,0.652173904492108,0.129684530519525,"circle_calibrated"
"A279",-2710.708,-1913.496,587.5,36,22,22,36,"Polyethylene terephthalate",0.933458855729851,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.62499998656827,0.141954623111339,"circle_calibrated"
"A280",2725.918,874.77,587.5,36,24,24,36,"Polyamide (naturally occurring)",0.951151784209478,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.3501047992857,1.53333335343856,0.192598355930094,"circle_calibrated"
"A281",-3653.962,3901.69,575,46,25,25,46,"Polyamide (naturally occurring)",0.970070997757321,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,0.538461474617794,0.153664214401425,"circle_calibrated"
"A282",-3250.676,214.63,575,35,21,21,35,"Cellulosic",0.913497830375121,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,0.599999973026017,0.029973981399384,"circle_calibrated"
"A283",-2030.184,3594.006,575,30,25,25,30,"Polyamide (naturally occurring)",0.96630679112058,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.2,1.00150657986093,"circle_calibrated"
"A284",1540.5,1513.2,575,35,20,20,35,"Polyethylene terephthalate",0.880940166433867,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.75,0.0699953352361524,"circle_calibrated"
"A285",-5712.434,1358.604,575,35,20,20,35,"Polyamide (naturally occurring)",0.927075358183687,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,0.571428571428571,0.05816087758915,"circle_calibrated"
"A286",5155.514,2205.476,575,34,22,22,34,"Polyamide (naturally occurring)",0.922949798646161,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.5,0.015480212962758,"circle_calibrated"
"A287",-5134.74,-3625.414,575,30,25,25,30,"Polyamide (naturally occurring)",0.958199966475364,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.2,1.03325527817551,"circle_calibrated"
"A288",2547.688,-3735.056,575,30,25,25,30,"Polyamide (naturally occurring)",0.958325482295452,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.2,0.0245912261703358,"circle_calibrated"
"A289",-5043.506,-1052.142,575,38,22,22,38,"Polyamide (naturally occurring)",0.94598865985969,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",27.05758189903,1.71428585276557,0.0222045867940068,"circle_calibrated"
"A290",3717.298,-3341,562.5,56,19,19,56,"Polypropylene",0.950282962175133,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,2.97297285290685,1.72523675432842,"circle_calibrated"
"A291",-139.958,3440.814,562.5,25,25,25,25,"Polyamide (naturally occurring)",0.965349923454516,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1,0.870919206819865,"circle_calibrated"
"A292",3736.148,-3560.674,562.5,46,19,19,46,"Cellulosic",0.922325682799352,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,2.41666652530182,0.131685307682649,"circle_calibrated"
"A293",-1554.098,-4461.106,562.5,40,20,20,40,"Polyamide",0.687808759340656,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,2,0.0496829759627251,"circle_calibrated"
"A294",4296.604,-4160.702,562.5,35,20,20,35,"Polyamide (naturally occurring)",0.840771430916692,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.571428571428571,0.295677147132389,"circle_calibrated"
"A295",5177.042,664.3,562.5,35,20,20,35,"Polyamide (naturally occurring)",0.949254365409916,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1.75,0.0320926262596695,"circle_calibrated"
"A296",3572.582,-2555.28,562.5,35,20,20,35,"Polyamide (naturally occurring)",0.941737660047569,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.571428571428571,0.0721139800964379,"circle_calibrated"
"A297",3639.298,-1919.112,562.5,28,25,25,28,"Polyamide (naturally occurring)",0.944291424496274,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1.14285711533267,0.268767488074138,"circle_calibrated"
"A298",900.744,-353.678000000001,562.5,30,25,25,30,"Polyamide (naturally occurring)",0.912865766046697,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,1.2,0.918903051325715,"circle_calibrated"
"A299",-3464.24,2984.618,562.5,28,25,25,28,"Polyamide (naturally occurring)",0.966770365626697,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.875000021073426,0.0517029828363103,"circle_calibrated"
"A300",-1861.73,1318.668,562.5,30,25,25,30,"Polyamide (naturally occurring)",0.940828186962302,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.833333333333333,0.382044801670728,"circle_calibrated"
"A301",-1226.42,1455.506,562.5,28,25,25,28,"Polyamide (naturally occurring)",0.924312300171768,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.7618617422916,0.875000021073426,0.253729610709597,"circle_calibrated"
"A302",-1588.86,-5916.482,550,30,25,25,30,"Polyamide (naturally occurring)",0.937722753606073,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,0.833333333333333,0.359571945818669,"circle_calibrated"
"A303",-856.882,4408.56,550,30,25,25,30,"Polyamide (naturally occurring)",0.955524497450158,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1.2,0.867442658600404,"circle_calibrated"
"A304",2678.39,258.544,550,30,25,25,30,"Polyamide (naturally occurring)",0.875017308918085,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,0.833333333333333,0.233135978063392,"circle_calibrated"
"A305",1065.766,-5375.682,550,30,25,25,30,"Polyethylene terephthalate",0.9346571516977,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1.2,0.0407640854159359,"circle_calibrated"
"A306",-5063.214,-1572.272,550,30,25,25,30,"Polyamide (naturally occurring)",0.954875118476621,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,0.833333333333333,0.0407640854159359,"circle_calibrated"
"A307",-344.552,-5036.694,550,30,25,25,30,"Polyamide",0.627841765540542,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1.2,0.188684215492558,"circle_calibrated"
"A308",3920.592,1433.12,550,28,28,28,28,"Cellulosic",0.951758395580761,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1,0.261562104352867,"circle_calibrated"
"A309",6340.516,-96.6679999999996,550,25,25,25,25,"Polyamide (naturally occurring)",0.929447391034541,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1,0.79437912969753,"circle_calibrated"
"A310",2774.824,-2620.332,550,25,25,25,25,"Polyamide (naturally occurring)",0.945820704720307,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.4628371420061,1,0.79437912969753,"circle_calibrated"
"A311",4611.594,2644.044,537.5,35,20,20,35,"Polyamide (naturally occurring)",0.944625528048895,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.571428571428571,0.076662026594341,"circle_calibrated"
"A312",4323.566,-596.492,537.5,28,25,25,28,"Polyamide (naturally occurring)",0.963695846836079,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.14285711533267,0.22330511399738,"circle_calibrated"
"A313",-1930.994,-353.444,537.5,41,19,19,41,"Polyamide (naturally occurring)",0.930045299463583,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,2.21052638314133,0.0786986892881589,"circle_calibrated"
"A314",1196.572,-983.918,537.5,30,20,20,30,"Polyamide (naturally occurring)",0.959207519731645,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.666666666666667,0.123135082849064,"circle_calibrated"
"A315",2175.68,4417.374,537.5,30,25,25,30,"Polyamide (naturally occurring)",0.948384138503734,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.2,0.15130595981576,"circle_calibrated"
"A316",-4135.664,-1712.256,537.5,30,20,20,30,"Polyamide (naturally occurring)",0.973096407933045,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.666666666666667,0.210146459838693,"circle_calibrated"
"A317",-3242.278,-5093.53,537.5,28,25,25,28,"Polyamide (naturally occurring)",0.969957590332902,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.875000021073426,0.254076772664134,"circle_calibrated"
"A318",1562.678,-2142.114,537.5,35,20,20,35,"Polyamide (naturally occurring)",0.975876230798027,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.75,0.063923000816912,"circle_calibrated"
"A319",249.834,5143.372,537.5,30,25,25,30,"Polyamide (naturally occurring)",0.948860379389287,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.833333333333333,0.0430923751755268,"circle_calibrated"
"A320",385.84,3729.31,537.5,41,19,19,41,"Polyamide (naturally occurring)",0.951839364264435,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,0.461538414695679,0.0786986892881589,"circle_calibrated"
"A321",-3959.67,2247.596,537.5,35,20,20,35,"Polyamide (naturally occurring)",0.930325851242443,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.75,0.076662026594341,"circle_calibrated"
"A322",-3769.896,-4889.092,537.5,30,20,20,30,"Polyamide (naturally occurring)",0.940000872833713,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",26.1603947847725,1.5,0.0430923751755268,"circle_calibrated"
"A323",-324.402,5048.42,525,31,22,22,31,"Polyamide (naturally occurring)",0.920019766551681,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1.40000008529923,1.29453613598942,"circle_calibrated"
"A324",1510.522,5753.202,525,25,25,25,25,"Cellulosic",0.784865772545517,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1,0.721883627659376,"circle_calibrated"
"A325",-1627.054,-617.136,525,25,25,25,25,"Polyamide (naturally occurring)",0.962711253353756,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1,0.721883627659376,"circle_calibrated"
"A326",-5802.16,-1261.13,525,35,20,20,35,"Polyamide (naturally occurring)",0.953905280384705,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1.75,0.0523308885006601,"circle_calibrated"
"A327",2414.75,-5949.58,525,25,25,25,25,"Polyamide (naturally occurring)",0.949999649219545,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1,0.696565819675087,"circle_calibrated"
"A328",-3429.66,1005.81,525,25,25,25,25,"Polyamide (naturally occurring)",0.939680680535747,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1,0.696565819675087,"circle_calibrated"
"A329",-5217.498,2464.306,525,35,21,21,35,"Polyamide (naturally occurring)",0.953848502781251,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1.6666667415944,0.0523308885006601,"circle_calibrated"
"A330",-3136.952,-3817.554,525,40,20,20,40,"Polyamide (naturally occurring)",0.951726692770488,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,2,0.0475461629925851,"circle_calibrated"
"A331",803.816,-4347.85,525,36,20,20,36,"Polyethylene terephthalate",0.879181290933633,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,0.562500045815016,0.133466353208696,"circle_calibrated"
"A332",-14.9760000000006,-4290.104,525,30,20,20,30,"Polyamide (naturally occurring)",0.965942020163795,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1.5,0.0455373641685934,"circle_calibrated"
"A333",-4982.224,-1487.512,525,30,25,25,30,"Polyamide (naturally occurring)",0.967155986327077,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1.2,0.532105496246461,"circle_calibrated"
"A334",5646.42,-1052.376,525,30,25,25,30,"Polyamide (naturally occurring)",0.967092336603871,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.8544147291321,1.2,0.765352791810701,"circle_calibrated"
"A335",1331.408,2008.864,512.5,25,25,25,25,"Polyethylene terephthalate",0.926423786205697,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,1,0.697786076080316,"circle_calibrated"
"A336",3579.42,-5198.882,512.5,30,25,25,30,"Polyamide (naturally occurring)",0.951604304839512,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,0.833333333333333,0.0481080596716952,"circle_calibrated"
"A337",-2362.646,1747.2,512.5,32,21,21,32,"Polyamide (naturally occurring)",0.947647703170995,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,1.4999998876084,0.0234486114135251,"circle_calibrated"
"A338",2056.574,4870.528,512.5,30,20,20,30,"Carbonate",0.799788225715532,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,0.666666666666667,0.0346850393395544,"circle_calibrated"
"A339",718.926000000001,3239.262,512.5,32,22,22,32,"Polyamide (naturally occurring)",0.944809928034373,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,0.699999917065963,0.106830220352576,"circle_calibrated"
"A340",3510.13,4925.882,512.5,32,21,21,32,"Polyamide (naturally occurring)",0.971002271308307,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,0.666666716618493,0.0368716317456659,"circle_calibrated"
"A341",1813.5,-3348.02,512.5,25,25,25,25,"Polyamide (naturally occurring)",0.963577711199882,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,1,0.731359785924218,"circle_calibrated"
"A342",-1236.066,4150.354,512.5,25,25,25,25,"Polyamide (naturally occurring)",0.959838203284829,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.5447698497515,1,0.647775655505656,"circle_calibrated"
"A343",-3211.104,4911.166,500,30,20,20,30,"Polyamide (naturally occurring)",0.962105408954194,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,1.5,0.338496493721219,"circle_calibrated"
"A344",-343.278000000001,-4026.178,500,25,25,25,25,"Polyamide (naturally occurring)",0.926758095077795,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,1,0.706667173333846,"circle_calibrated"
"A345",2578.29,2747.888,500,30,20,20,30,"Polyamide (naturally occurring)",0.774855761290187,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,0.666666666666667,0.638601086171557,"circle_calibrated"
"A346",-4313.998,2755.35,500,35,21,21,35,"Cellulosic",0.837694586202782,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,0.599999973026017,0.0305693967191472,"circle_calibrated"
"A347",1446.64,-5950.1,500,29,25,25,29,"Polyamide (naturally occurring)",0.933325674269062,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,0.846153902935876,0.621650310333716,"circle_calibrated"
"A348",-3698.084,-589.16,500,35,20,20,35,"Polyamide (naturally occurring)",0.934525847136481,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,1.75,0.101521132691432,"circle_calibrated"
"A349",-5475.522,1467.7,500,28,21,21,28,"Polyamide (naturally occurring)",0.913288511523365,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,1.3333332584056,0.0921439523948204,"circle_calibrated"
"A350",-563.082,-5240.534,500,30,20,20,30,"Carbonate",0.807937621599494,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,1.5,0.349783939452506,"circle_calibrated"
"A351",-1761.942,3673.02,500,33,22,22,33,"Carbonate",0.760266988943002,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,1.5000000546125,0.0975234370955811,"circle_calibrated"
"A352",3418.532,2365.376,500,35,20,20,35,"Cellulosic",0.911055897715493,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",25.2313252202016,0.571428571428571,0.101521132691432,"circle_calibrated"
"A353",-4811.222,-746.304,487.5,30,20,20,30,"Polyamide (naturally occurring)",0.958094951707511,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,1.5,0.457997524092739,"circle_calibrated"
"A354",-4930.9,-2644.382,487.5,28,25,25,28,"Polyamide (naturally occurring)",0.935535237258835,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,0.875000105367132,0.0668261444105309,"circle_calibrated"
"A355",3319.134,-5366.478,487.5,25,25,25,25,"Polyamide (naturally occurring)",0.898432304832974,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,1,0.706667173333846,"circle_calibrated"
"A356",-2423.044,5054.114,487.5,30,20,20,30,"Cellulosic",0.948807229322959,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,1.5,0.499670220493307,"circle_calibrated"
"A357",1236.066,1967.004,487.5,25,25,25,25,"Polyamide (naturally occurring)",0.949394386188322,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,1,0.706667173333846,"circle_calibrated"
"A358",4799.002,-2567.448,487.5,35,15,15,35,"Polyamide (naturally occurring)",0.945323858535642,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,0.428571428571429,0.033031152841934,"circle_calibrated"
"A359",4944.914,2689.648,487.5,30,20,20,30,"Polyamide (naturally occurring)",0.870970369965427,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,0.666666666666667,1.16555273185614,"circle_calibrated"
"A360",-5288.582,-2991.3,487.5,30,20,20,30,"Polyamide (naturally occurring)",0.882892107338418,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.9139374258344,0.666666666666667,1.19595078399753,"circle_calibrated"
"A361",-5097.3,-3544.866,475,25,20,20,25,"Polyamide (naturally occurring)",0.953727325265376,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,0.8,0.560063699141971,"circle_calibrated"
"A362",3955.848,663.364,475,37,22,22,37,"Chitin",0.819237430467453,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,0.599999974321533,0.235114792245384,"circle_calibrated"
"A363",5214.56,1421.966,475,32,23,23,32,"Polyamide (naturally occurring)",0.92947733911121,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,0.730769195868936,0.0164555759225544,"circle_calibrated"
"A364",-975.754,-2434.484,475,25,25,25,25,"Polyamide (naturally occurring)",0.944604281949416,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,1,0.706667173333846,"circle_calibrated"
"A365",1808.04,-4479.852,475,25,25,25,25,"Polyamide (naturally occurring)",0.942012450840136,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,0.999999903664348,0.373338809803895,"circle_calibrated"
"A366",-5505.656,-681.408,475,44,19,19,44,"Carbonate",0.777911336721805,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,2.33333346055198,0.12295116584765,"circle_calibrated"
"A367",-5309.954,2317.848,475,28,21,21,28,"Polyamide (naturally occurring)",0.953769408398387,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,1.3333332584056,0.05523939545937,"circle_calibrated"
"A368",-5355.818,2876.718,475,30,20,20,30,"Polyamide (naturally occurring)",0.937510940503842,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,1.5,1.16997529759427,"circle_calibrated"
"A369",714.636,4537,475,35,21,21,35,"Polyamide (naturally occurring)",0.952958685347843,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.5924537968297,1.66666662846087,0.0356290388827292,"circle_calibrated"
"A370",-5284.968,-3188.822,462.5,25,20,20,25,"Polyamide (naturally occurring)",0.927519031223428,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,1.25,0.679998926251685,"circle_calibrated"
