"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","diameter_um","aspect_ratio","coord_match_cost","coord_source"
"A116",3351.27,4650.698,1212.5,40,35,35,40,"Polyamide (naturally occurring)",0.899545375294274,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",39.2912579079798,0.875,0.448485445642546,"circle_calibrated"
"A117",-2806.596,-2277.106,1212.5,67,27,27,67,"Polycarbonate",0.714527233622709,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",39.2912579079798,0.395348846291433,0.00648860874498647,"circle_calibrated"
"A118",6364.15,-188.448,1187.5,50,30,30,50,"Polyamide (naturally occurring)",0.899157106870072,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.8840836252188,1.66666666666667,0.0932145714865953,"circle_calibrated"
"A119",-163.878000000001,-5591.482,1175,60,35,35,60,"Polyethylene terephthalate",0.87396817573455,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.6788891394752,0.588235312784764,0.0699080800850176,"circle_calibrated"
"A120",-2114.008,3112.2,1175,69,25,25,69,"Cellulosic",0.955462782980767,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.6788891394752,0.35483870191084,0.0461965973715381,"circle_calibrated"
"A121",-2074.41,786.032,1175,50,30,30,50,"Polyamide (naturally occurring)",0.917022459004057,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.6788891394752,0.6,0.187366922576884,"circle_calibrated"
"A122",1075.23,-1728.142,1150,57,28,28,57,"Polyamide (naturally occurring)",0.970035437145177,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.2651992866291,0.5,0.0642528230375068,"circle_calibrated"
"A123",5002.244,-1948.05,1150,42,35,35,42,"Polyamide (naturally occurring)",0.967228630447921,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.2651992866291,1.19999994605203,0.266081733609347,"circle_calibrated"
"A124",115.102,2195.076,1150,49,31,31,49,"Polyamide (naturally occurring)",0.927433535301946,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.2651992866291,0.636363601116024,0.106637720831448,"circle_calibrated"
"A125",1229.072,5408.65,1150,40,35,35,40,"Polyamide (naturally occurring)",0.948391180267762,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.2651992866291,1.14285714285714,2.06448735851829,"circle_calibrated"
"A126",-3666.312,3004.872,1137.5,65,24,24,65,"Polyamide (naturally occurring)",0.951513394065782,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.0566680377598,2.71428570009993,0.971588988134723,"circle_calibrated"
"A127",-5468.112,1038.7,1137.5,40,35,35,40,"Polyamide (naturally occurring)",0.932803804108519,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.0566680377598,0.875,0.0262363764058342,"circle_calibrated"
"A128",4624.724,-3827.408,1137.5,49,32,32,49,"Polyamide (naturally occurring)",0.909828476003282,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",38.0566680377598,0.645161326411559,0.0859387753367786,"circle_calibrated"
"A129",-3329.04,710.423999999999,1125,40,35,35,40,"Polyamide (naturally occurring)",0.925494398314711,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.8469878303024,0.875,0.0273079007515944,"circle_calibrated"
"A130",-852.566,4059.12,1125,52,35,35,52,"Polyamide (naturally occurring)",0.937622494627555,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.8469878303024,1.4705883994562,0.0393416093498207,"circle_calibrated"
"A131",-1868.984,413.738,1125,74,23,23,74,"Polyamide (naturally occurring)",0.922771687456672,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.8469878303024,0.306666677472898,0.0664441882361047,"circle_calibrated"
"A132",3955.796,-3831.412,1112.5,50,30,30,50,"Polyamide (naturally occurring)",0.933069125103516,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.6361394608675,0.6,0.0595224073531202,"circle_calibrated"
"A133",-5507.112,-559.728000000001,1100,65,27,27,65,"Polyamide (naturally occurring)",0.9363918972627,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.4241031850956,2.44186044224542,2.08445203186894,"circle_calibrated"
"A134",-3601.728,-2664.168,1100,40,35,35,40,"Cellulosic",0.851687567362317,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.4241031850956,1.14285714285714,0.184720546895609,"circle_calibrated"
"A135",-2774.798,-5439.46,1087.5,40,35,35,40,"Polyamide (naturally occurring)",0.93285967297164,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.2108586960781,0.875,2.04035559843841,"circle_calibrated"
"A136",-3658.616,2886,1087.5,40,35,35,40,"Polyamide (naturally occurring)",0.935471825715886,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",37.2108586960781,0.875,2.04035559843841,"circle_calibrated"
"A137",-1607.606,-5981.04,1062.5,40,35,35,40,"Polyamide (naturally occurring)",0.928388537933136,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",36.7806609005481,0.875,0.0201599074863077,"circle_calibrated"
"A138",598.52,1797.484,1062.5,55,25,25,55,"Polyethylene terephthalate",0.913744115578168,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",36.7806609005481,2.2,0.017581545065259,"circle_calibrated"
"A139",-3787.966,-1396.642,1050,49,40,40,49,"Polyamide (naturally occurring)",0.923709636857136,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",36.5636639571573,0.818181800558012,0.038053179297773,"circle_calibrated"
"A140",-1635.816,342.264,1050,40,35,35,40,"Polyamide (naturally occurring)",0.959788191092708,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",36.5636639571573,0.875,0.0954656190682015,"circle_calibrated"
"A141",-5383.976,-1568.398,1037.5,55,25,25,55,"Polyethylene terephthalate",0.948961338968528,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",36.3453714750961,0.454545454545455,0.0399837395266709,"circle_calibrated"
"A142",-1862.536,-1916.304,1037.5,60,27,27,60,"Polyamide (naturally occurring)",0.953825080018043,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",36.3453714750961,0.444444418117524,0.0468063998718984,"circle_calibrated"
"A143",-3205.436,2269.982,1012.5,45,30,30,45,"Carbonate",0.802803126661236,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.9048052361289,1.5,0.142926436068003,"circle_calibrated"
"A144",939.406,4794.374,987.5,50,25,25,50,"Polyamide (naturally occurring)",0.900482979042572,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.4587654949516,2,0.193313103214497,"circle_calibrated"
"A145",-944.268,-6378.814,987.5,38,31,31,38,"Polyamide (naturally occurring)",0.97741251978851,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.4587654949516,0.823529492931798,0.0711883661315575,"circle_calibrated"
"A146",1103.908,2913.404,975,35,35,35,35,"Polyamide (naturally occurring)",0.93025516856779,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.2336281997296,1,2.0535582879861,"circle_calibrated"
"A147",-5207.28,2590.666,975,46,28,28,46,"Polyamide (naturally occurring)",0.937900148445519,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.2336281997296,0.620689730477352,0.0518718959779128,"circle_calibrated"
"A148",1698.32,-4674.514,962.5,43,31,31,43,"Polyamide (naturally occurring)",0.899673539667777,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.0070430314757,1.38709687839314,0.0334187277109339,"circle_calibrated"
"A149",1036.698,6208.982,962.5,40,30,30,40,"Polyamide (naturally occurring)",0.941494671029114,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.0070430314757,1.33333333333333,0.0295276574899066,"circle_calibrated"
"A150",3048.786,-3538.6,962.5,35,35,35,35,"Cellulosic",0.911131013108027,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",35.0070430314757,1,2.08321449756899,"circle_calibrated"
"A151",857.558,3477.994,950,57,21,21,57,"Cellulosic",0.970433624467308,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",34.7789816915102,0.375000021073426,0.0713619433381505,"circle_calibrated"
"A152",1746.888,-3845.192,937.5,35,30,30,35,"Rubber",0.772333042386798,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",34.5494149471335,1.16666666666667,2.04028127662482,"circle_calibrated"
"A153",142.271999999999,5411.588,925,40,30,30,40,"Polyamide (naturally occurring)",0.878134211710042,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",34.3183125878885,0.75,2.0222792874003,"circle_calibrated"
"A154",-184.6,-4285.632,925,35,32,32,35,"Polytetrafluoroethylene",0.659396083088727,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",34.3183125878885,1.11111124431598,1.99060491089931,"circle_calibrated"
"A155",370.682,-5332.496,912.5,39,32,32,39,"Polyamide (naturally occurring)",0.924571891780872,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",34.0856433791536,1.22222233877648,2.02508379135562,"circle_calibrated"
"A156",-1815.996,-832.988,900,36,34,34,36,"Cellulosic",0.839816627593298,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.8513750128654,1.06666668088321,2.05139934734826,"circle_calibrated"
"A157",-3068.026,4305.99,887.5,40,30,30,40,"Polyamide (naturally occurring)",0.947236752252524,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.6154740551499,1.33333333333333,0.0570065205747361,"circle_calibrated"
"A158",-3433.924,2321.878,887.5,56,32,32,56,"Cellulosic",0.939837039840846,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.6154740551499,0.577235796726732,0.120501758919295,"circle_calibrated"
"A159",2274.61,-15.2360000000003,875,40,25,25,40,"Polyvinyl chloride",0.674151835167838,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.3779058906227,0.625,0.0475461629925851,"circle_calibrated"
"A160",-375.05,4343.612,875,38,31,31,38,"Carbonate",0.819768104945177,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.3779058906227,0.82352944128001,2.05322944877661,"circle_calibrated"
"A161",754.52,6371.742,862.5,49,35,35,49,"Polyamide",0.809742489366288,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",33.1386346630949,1.40000002697398,2.01988956911605,"circle_calibrated"
"A162",-2382.146,2143.05,850,56,22,22,56,"Polyamide (naturally occurring)",0.921464999904045,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.8976232123977,2.50000021357691,0.262185104470491,"circle_calibrated"
"A163",-5118.1,-728,850,35,35,35,35,"Cellulosic",0.948296980620076,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.8976232123977,1,1.98015549502497,"circle_calibrated"
"A164",-2732.782,2095.964,837.5,41,28,28,41,"Polyamide (naturally occurring)",0.958400288917463,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.6548330070098,0.6818181287635,0.0737189594660146,"circle_calibrated"
"A165",231.946,-5966.922,825,46,27,27,46,"Cellulosic",0.957407166211825,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.4102240721429,0.57999997740295,0.0755076177792173,"circle_calibrated"
"A166",522.132,2476.162,825,35,30,30,35,"Polyamide (naturally occurring)",0.894654602117043,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.4102240721429,0.857142857142857,0.026013580183287,"circle_calibrated"
"A167",-1870.18,3876.574,812.5,35,30,30,35,"Rubber",0.857084832986266,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.1637549129034,1.16666666666667,0.0443627188514837,"circle_calibrated"
"A168",4537.286,625.066,812.5,35,35,35,35,"Polyamide (naturally occurring)",0.965773891299914,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",32.1637549129034,1,1.82021939184802,"circle_calibrated"
"A169",2291.51,-4077.476,800,45,25,25,45,"Polyamide",0.694726033409494,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.8,0.100426460832168,"circle_calibrated"
"A170",1258.53,-4250.61,800,34,31,31,34,"Polyamide (naturally occurring)",0.94995253895931,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.07142858230857,0.045875428047752,"circle_calibrated"
"A171",1058.616,3556.592,800,35,28,28,35,"Polycarbonate",0.838984365484226,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.25000012644056,1.88167624644819,"circle_calibrated"
"A172",-1330.446,1342.692,800,42,27,27,42,"Polyamide (naturally occurring)",0.929841015772383,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.58333334814223,0.00768893865546483,"circle_calibrated"
"A173",-1717.95,-5607.134,800,42,28,28,42,"Polyamide (naturally occurring)",0.885576840828974,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.9153824321146,1.49999995701848,0.0247833720147645,"circle_calibrated"
"A174",-1116.466,3281.2,787.5,55,20,20,55,"Carbonate",0.864125561005239,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.6650618423356,0.363636363636364,0.0519599305733869,"circle_calibrated"
"A175",6136.286,1530.048,787.5,35,30,30,35,"Cellulosic",0.896571768697195,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.6650618423356,0.857142857142857,1.78896684834392,"circle_calibrated"
"A176",1979.666,3874.104,787.5,35,30,30,35,"Polyamide (naturally occurring)",0.970222003369141,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.6650618423356,0.857142857142857,1.78896684834392,"circle_calibrated"
"A177",-5510.388,-1133.106,775,40,25,25,40,"Polyamide (naturally occurring)",0.924178145895416,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,0.625,1.87747253129259,"circle_calibrated"
"A178",-5939.882,1022.554,775,30,30,30,30,"Polyamide (naturally occurring)",0.933518357332773,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1,1.8215483812243,"circle_calibrated"
"A179",5183.776,-1531.114,775,35,30,30,35,"Polyamide (naturally occurring)",0.950747285026925,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1.16666666666667,1.18838720999124,"circle_calibrated"
"A180",1012.96,2172.04,775,30,30,30,30,"Carbonate",0.686957881547874,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1,1.84992754813361,"circle_calibrated"
"A181",-2827.422,-5579.756,775,40,30,30,40,"Polyamide (naturally occurring)",0.917362687058753,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,1.33333333333333,0.027111224578279,"circle_calibrated"
"A182",-4464.356,537.264,775,57,21,21,57,"Cellulosic",0.915730224189129,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.4127465715711,2.6666665168112,0.205564284561856,"circle_calibrated"
"A183",-5161.156,-2350.608,762.5,35,30,30,35,"Polyamide (naturally occurring)",0.933151115187775,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.16666666666667,0.0516753656977702,"circle_calibrated"
"A184",-534.196,-5216.588,762.5,35,25,25,35,"Cellulosic",0.857782237441678,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.4,0.506378482747628,"circle_calibrated"
"A185",370.578000000001,-6127.342,762.5,33,29,29,33,"Polyamide (naturally occurring)",0.888156963241818,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,0.874999937318622,0.25381468142195,"circle_calibrated"
"A186",5659.212,-3032.692,762.5,32,28,28,32,"Polyamide (naturally occurring)",0.955234345501191,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.12499997892657,0.205639029265583,"circle_calibrated"
"A187",2361.242,3876.6,762.5,44,24,24,44,"Polyamide (naturally occurring)",0.920401598358279,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,1.88235281029849,1.9889098079965,"circle_calibrated"
"A188",-4667.26,-2669.316,762.5,50,20,20,50,"Cellulosic",0.951939672642685,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",31.1583881621075,2.5,0.0402680268146847,"circle_calibrated"
"A189",-1343.212,2998.97,750,35,28,28,35,"Polyamide (naturally occurring)",0.916358019690294,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,1.25000012644056,0.503835422771157,"circle_calibrated"
"A190",2164.006,-3759.184,750,35,28,28,35,"Polyamide (naturally occurring)",0.951073079205133,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,0.799999919078051,0.518020057763113,"circle_calibrated"
"A191",-1454.96,-6155.526,750,32,32,32,32,"Carbonate",0.640328729755508,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,1.00000014985548,0.146998241964246,"circle_calibrated"
"A192",844.271999999999,-4936.516,750,35,30,30,35,"Polyamide (naturally occurring)",0.971536211064836,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.9019361618552,0.857142857142857,0.547007594636365,"circle_calibrated"
"A193",-54.6,-870.324,737.5,40,25,25,40,"Polyamide (naturally occurring)",0.970980710900523,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1.6,1.82482069810509,"circle_calibrated"
"A194",4488.328,-4571.242,737.5,40,20,20,40,"Polyamide (naturally occurring)",0.884271822228978,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,2,0.0480506556655791,"circle_calibrated"
"A195",-4498.624,566.8,737.5,30,30,30,30,"Chitin",0.759995023201463,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1,0.774809573415165,"circle_calibrated"
"A196",4595.188,517.556,737.5,35,30,30,35,"Polyamide (naturally occurring)",0.90807277105187,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,0.857142857142857,0.575320911600454,"circle_calibrated"
"A197",189.566,5346.9,737.5,30,30,30,30,"Polyamide (naturally occurring)",0.926626991285697,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1,0.774809573415165,"circle_calibrated"
"A198",-2845.7,-1902.446,737.5,30,30,30,30,"Polyamide (naturally occurring)",0.947245249153435,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1,0.73844192924429,"circle_calibrated"
"A199",-2567.032,447.823999999999,737.5,35,25,25,35,"Polyamide (naturally occurring)",0.949374759682262,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.6433380075047,1.4,0.418974841209759,"circle_calibrated"
"A200",-4561.622,3811.366,725,30,30,30,30,"Polyamide (naturally occurring)",0.937432938110214,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1,0.739366001387668,"circle_calibrated"
"A201",-2120.508,572,725,35,25,25,35,"Polyamide (naturally occurring)",0.940423370402516,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.4,0.0874222083119305,"circle_calibrated"
"A202",2332.876,3563.222,725,40,25,25,40,"Polyamide (naturally occurring)",0.95017311182442,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.6,0.087575116305787,"circle_calibrated"
"A203",-3077.594,-2753.088,725,35,25,25,35,"Polyamide (naturally occurring)",0.963845759382545,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.4,0.0482014951586489,"circle_calibrated"
"A204",-5329.896,-526.318,725,41,28,28,41,"Polyethylene terephthalate",0.858466609997686,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,0.690476187719499,1.82609483084901,"circle_calibrated"
"A205",-426.816,-4079.66,725,37,26,26,37,"Polyamide (naturally occurring)",0.972780674923961,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.3825388987325,1.42105267444141,0.0198842396884991,"circle_calibrated"
"A206",-3081.988,3598.166,712.5,35,25,25,35,"Polyamide (naturally occurring)",0.949650640398687,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,0.714285714285714,0.0212403014306295,"circle_calibrated"
"A207",-546.702,-2073.968,712.5,35,25,25,35,"Polyamide (naturally occurring)",0.941450452795813,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,1.4,0.0212403014306295,"circle_calibrated"
"A208",-4829.006,676.364,712.5,34,31,31,34,"Polyamide (naturally occurring)",0.911035875201105,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,1.07142858230857,0.0163159840101541,"circle_calibrated"
"A209",-350.142,2981.212,712.5,36,28,28,36,"Polyamide (naturally occurring)",0.940334600848329,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,0.783783837065053,0.452641324892215,"circle_calibrated"
"A210",-322.764,3392.948,712.5,32,28,28,32,"Polyamide (naturally occurring)",0.93579021553149,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,0.888888905539498,0.0164555759225544,"circle_calibrated"
"A211",-777.608,3917.082,712.5,30,30,30,30,"Polyamide (naturally occurring)",0.934788459042757,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",30.1194816626018,1,0.759015530356148,"circle_calibrated"
"A212",-5350.592,-3306.628,700,36,28,28,36,"Polyamide (naturally occurring)",0.930803105523634,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,1.30000010315565,0.819787568698242,"circle_calibrated"
"A213",2221.492,-4762.81,700,42,21,21,42,"Polycarbonate",0.692949627009735,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,0.5,1.80008491906736,"circle_calibrated"
"A214",4521.374,437.138,700,35,25,25,35,"Polyamide (naturally occurring)",0.853869071996376,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,0.714285714285714,0.0227720862591161,"circle_calibrated"
"A215",3541.2,-2158.338,700,35,25,25,35,"Polyamide (naturally occurring)",0.91235335604251,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.8541066072092,1.4,0.0423805576474923,"circle_calibrated"
"A216",-3187.236,-4550.858,687.5,32,28,28,32,"Polyamide (naturally occurring)",0.952123909011037,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.586351363516,0.888888905539498,0.0195773266367396,"circle_calibrated"
"A217",-2913.43,2580.006,687.5,53,22,22,53,"Polyethylene terephthalate",0.90668700525846,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.586351363516,2.4444443959,0.0977019848788294,"circle_calibrated"
"A218",-2105.896,-2834.546,675,30,30,30,30,"Carbonate",0.739916183928179,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1,0.649888531902845,"circle_calibrated"
"A219",941.096,-5456.932,675,35,25,25,35,"Polycarbonate",0.864297192693158,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,0.714285714285714,0.026013580183287,"circle_calibrated"
"A220",3906.734,2530.476,675,30,30,30,30,"Polyamide (naturally occurring)",0.940643229375813,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1,0.68625617607372,"circle_calibrated"
"A221",-44.5119999999997,3180.892,675,30,25,25,30,"Polyamide (naturally occurring)",0.866809520082321,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,0.833333333333333,0.632188954803444,"circle_calibrated"
"A222",-3945.032,-2720.432,675,30,25,25,30,"Polyamide (naturally occurring)",0.937795511675505,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1.2,0.649888531902845,"circle_calibrated"
"A223",-3772.314,74.3340000000004,675,28,28,28,28,"Polyamide (naturally occurring)",0.959281921288804,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,1,0.856554152976257,"circle_calibrated"
"A224",1098.89,-851.136,675,42,22,22,42,"Rubber",0.805345164262843,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.3161507141752,0.526315765845089,0.475649443535568,"circle_calibrated"
"A225",-2917.434,-2017.86,662.5,35,25,25,35,"Polyamide (naturally occurring)",0.922057074096031,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.42857153866933,0.109863157989237,"circle_calibrated"
"A226",993.044,2028.988,662.5,30,25,25,30,"Cellulosic",0.857929704870774,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.2,0.744525084197695,"circle_calibrated"
"A227",-949.91,-4701.554,662.5,35,25,25,35,"Polyethylene terephthalate",0.879502786203839,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,0.714285714285714,0.0806527202566842,"circle_calibrated"
"A228",1070.368,839.280000000001,662.5,35,25,25,35,"Polyamide (naturally occurring)",0.91486452605047,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.4,0.0915817907888741,"circle_calibrated"
"A229",827.762,1561.456,662.5,30,25,25,30,"Rubber",0.70451537726586,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,0.833333333333333,0.579010645720122,"circle_calibrated"
"A230",862.576000000001,-536.354,662.5,30,30,30,30,"Chitin",0.828103633690543,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1,0.579010645720122,"circle_calibrated"
"A231",804.336,-882.986,662.5,30,25,25,30,"Polyamide (naturally occurring)",0.967814555602615,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",29.0434364080259,1.2,0.579010645720122,"circle_calibrated"
"A232",-1289.262,-178.828000000001,650,30,30,30,30,"Polyamide (naturally occurring)",0.915708199824675,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.768136958758,1,0.830837404884826,"circle_calibrated"
"A233",3225.56,3213.054,650,38,25,25,38,"Polyamide (naturally occurring)",0.901091221197316,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.768136958758,1.54545430753316,0.0706352598529756,"circle_calibrated"
"A234",-3817.84,-2062.736,650,28,28,28,28,"Polyamide (naturally occurring)",0.944869669401983,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.768136958758,1,1.63954044592647,"circle_calibrated"
"A235",1935.44,-4618.562,637.5,39,21,21,39,"Polyamide (naturally occurring)",0.949812015469865,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.8333333707972,0.0467217166474425,"circle_calibrated"
"A236",-912.47,-1786.798,637.5,35,25,25,35,"Polyamide (naturally occurring)",0.915357706517027,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.42857153866933,0.0313755233246722,"circle_calibrated"
"A237",-965.822,-4998.136,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.969545731973827,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,0.833333333333333,0.811419319027725,"circle_calibrated"
"A238",-1787.942,1224.756,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.909261335902999,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.2,0.686256176073719,"circle_calibrated"
"A239",1129.622,-3458.702,637.5,30,25,25,30,"Cellulosic",0.944614896333655,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,0.833333333333333,0.686256176073719,"circle_calibrated"
"A240",-5305.066,-599.923999999999,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.948715287677415,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.2,0.78944041230895,"circle_calibrated"
"A241",-2536.976,-4286.204,637.5,30,25,25,30,"Polyamide (naturally occurring)",0.921882136678206,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.2,0.78944041230895,"circle_calibrated"
"A242",-563.758,1343.524,637.5,32,28,28,32,"Polyamide (naturally occurring)",0.948076441487583,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,0.888888905539498,0.0158955086998496,"circle_calibrated"
"A243",-1699.516,-1328.236,637.5,39,21,21,39,"Polyamide (naturally occurring)",0.914187638323926,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",28.490177426065,1.8333333707972,0.0592392456721436,"circle_calibrated"
