"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file"
"LDIR_IMG_2300",9850.92234848485,10646.5321969697,6454.86111111111,167.916666666667,119.166666666667,119.166666666667,167.916666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2309",2374.37636165577,10625.88916122,8978.125,189.583333333333,178.75,178.75,189.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2325",7972.27474619289,10636.4223773266,5780.03472222222,124.583333333333,108.333333333333,108.333333333333,124.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2375",2765.95119047619,10595.944047619,5134.54861111111,195,70.4166666666667,70.4166666666667,195,NA,NA,"LDIR_image"
"LDIR_IMG_2380",9007.58761682243,10589.7098909657,3139.40972222222,119.166666666667,75.8333333333333,75.8333333333333,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2453",2978.98611111111,10483.5972222222,3960.9375,146.25,70.4166666666667,70.4166666666667,146.25,NA,NA,"LDIR_image"
"LDIR_IMG_2458",8769.94932432433,10457.916041041,29310.9375,319.583333333333,222.083333333333,222.083333333333,319.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2462",5460.72445130316,10504.1092249657,7129.6875,173.333333333333,119.166666666667,119.166666666667,173.333333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2464",9212.5248015873,10490.7721560847,7393.75,178.75,124.583333333333,124.583333333333,178.75,NA,NA,"LDIR_image"
"LDIR_IMG_2465",9706.13087172539,10480.0683152665,10826.5625,232.916666666667,151.666666666667,151.666666666667,232.916666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2483",2805.00631313131,10423.1123737374,12586.9791666667,243.75,189.583333333333,189.583333333333,243.75,NA,NA,"LDIR_image"
"LDIR_IMG_2488",5284.76679104478,10476.9651741294,3931.59722222222,135.416666666667,86.6666666666667,86.6666666666667,135.416666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2533",2595.10254749568,10457.4924438687,5662.67361111111,173.333333333333,92.0833333333333,92.0833333333333,173.333333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2557",7549.41761363636,10452.8125,2581.94444444444,113.75,65,65,113.75,NA,NA,"LDIR_image"
"LDIR_IMG_2561",8976.36143410853,10460.9060077519,2523.26388888889,119.166666666667,54.1666666666667,54.1666666666667,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2564",2451.92283105448,5659.2202885097,11812835.9375,10118.3333333333,2399.58333333333,2399.58333333333,10118.3333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2572",5702.84722222222,10423.2701077944,5897.39583333333,119.166666666667,97.5,97.5,119.166666666667,NA,NA,"LDIR_image"
