"match_id","ldir_idx","raman_idx","match_distance","match_score","ldir_particle_id","ldir_x_um","ldir_y_um","ldir_area_um2","ldir_major_um","ldir_minor_um","ldir_feret_min_um","ldir_feret_max_um","ldir_material","ldir_quality","ldir_source_file","ldir_diameter_um","ldir_aspect_ratio","ldir_coord_match_cost","ldir_coord_source","ldir_x_norm","ldir_y_norm","ldir_x_aligned","ldir_y_aligned","raman_particle_id","raman_x_um","raman_y_um","raman_area_um2","raman_major_um","raman_minor_um","raman_feret_min_um","raman_feret_max_um","raman_material","raman_quality","raman_source_file","raman_x_norm","raman_y_norm","n_ref_candidates","next_best_distance","ambiguity_score","ambiguity_flag"
1,3,196,48.9275250130913,51.254749813584,"A3",2056.40890668248,7141.73149795703,122862.5,427,367,367,427,"Polyethylene terephthalate",0.812781291857113,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",395.516616041632,0.859259087827103,0.581523227953672,"image",-4966.96953178789,293.279146544573,-3815.90179696862,-2168.74938350928,"656",1505.41364269518,190.842562071918,641.97,36.514,22.086,22.086,38.567,"Cellulose Acetate Butyrate (CAB)",86.94,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3851.66731036079,-2135.36179965389,1,125.345168257271,0.390342329850861,FALSE
2,6,191,60.3922336450384,62.252690652857,"A6",11605.0749022483,9073.49645650049,46587.5,308,219,219,308,"Polyethylene terephthalate",0.855330065989846,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",243.550913137991,1.40574005859434,0.189217564220436,"image",4581.69646377792,2225.04410508803,6175.29970721431,-2697.46637727973,"398",11506.245014431,-425.706022581336,727.654,37.693,28.131,28.129,40.593,"Cellulose Acetate Butyrate (CAB)",87.18,"Comparstic Raman F2Ba Au IAEA 240930.csv",6149.16406137503,-2751.91038430714,0,128.110835482717,0.47140613373945,FALSE
3,7,680,54.6692658850409,56.9195000088211,"A7",9750.58788672655,6113.26378493014,43325,362,175,175,362,"Polyethylene terephthalate",0.784742605201264,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",234.868267919808,2.06825403298173,0.16437339455604,"image",2727.20944825617,-735.18856648232,3846.67717515299,31.5460862149914,"140",9153.71605734628,2379.76225786601,405.021,23.363,22.336,22.022,25.234,"Polycarbonate (PC)",7.8,"Comparstic Raman F2Ba Au IAEA 240930.csv",3796.63510429031,53.5578961402061,0,273.965785121456,0.199547786088707,FALSE
4,17,248,58.1326975203502,58.8194113505574,"A17",9774.81600294985,5362.2651179941,16550,447,135,135,447,"Polyethylene terephthalate",0.884980070766979,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",145.162372760185,0.302042575961249,0.195508732441897,"image",2751.43756447948,-1486.18723341836,3758.51728009895,798.173068595726,"185",9089.99455558044,3176.56806373074,5918.782,138.258,56.566,56.566,138.247,"Polyamide (PA)",81.69,"Comparstic Raman F2Ba Au IAEA 240930.csv",3732.91360252447,850.363702004936,0,105.100799591243,0.553113751241089,FALSE
5,24,644,78.1908074592954,79.640028832526,"A24",8170.08373526259,10789.6603697749,9050,145,100,100,145,"Polyamide (naturally occurring)",0.781205877791979,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",107.344389140063,0.689655172413793,0.0228124078462638,"image",1146.70529679222,3941.20801836246,2943.17750134495,-4956.85022182329,"546",8362.65092731631,-2677.77315255779,387.555,27.271,19.652,19.652,27.412,"Polyethylene (PE)",9.42,"Comparstic Raman F2Ba Au IAEA 240930.csv",3005.56997426034,-5003.97751428359,0,285.507536625375,0.273866001519576,FALSE
6,33,363,63.8130176397835,64.7963260757951,"A33",10135.8700980392,4853.00245098039,6375,416,57,57,416,"Cellulosic",0.833985981033295,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",90.0938516086789,7.29736184865589,0.395827422555158,"image",3112.49165956884,-1995.44990043207,4048.86160080167,1369.7845875375,"570",9414.34274024439,3759.2466609589,2044.386,62.249,47.296,47.296,64.296,"Polyamide (PA)",57.42,"Comparstic Raman F2Ba Au IAEA 240930.csv",4057.26178718842,1433.0422992331,0,107.419327461454,0.594055270572069,FALSE
7,38,118,66.9869483616717,67.8990432483839,"A38",9433.89880952381,2799.55182072829,4550,110,57,57,110,"Polyethylene terephthalate",0.918361068411598,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",76.1133360755196,0.516129006996268,0.6064974440926,"image",2410.52037105343,-4048.90053068417,3027.32354427271,3350.60701472045,"637",8384.4654954884,5743.79829703553,691.898,35.764,27.184,25.833,38.463,"Cellulose Acetate Butyrate (CAB)",90.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",3027.38454243243,3417.59393530973,0,121.824881866911,0.549862617021477,FALSE
8,40,525,60.7226360812816,61.7715080527615,"A40",9842.64583333333,9987.72916666667,4150,104,59,59,104,"Polyamide (naturally occurring)",0.939859813213134,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",72.6907429501923,0.566037701226032,0.814972033482427,"image",2819.26739486296,3139.27681525421,4522.0196944935,-3890.95303085643,"359",9889.67069936254,-1504.95307951627,341.418,41.119,19.29,19.29,40.593,"Polyphenylene sulphide (PPS)",18.69,"Comparstic Raman F2Ba Au IAEA 240930.csv",4532.58974630657,-3831.15744124207,0,162.680255088103,0.373263713217046,FALSE
9,46,474,60.4922620839628,60.7563330076476,"A46",9642.91941997063,5608.05157856094,3475,167,43,43,167,"Cellulosic",0.894828861564227,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",66.5169709018284,0.254237275107038,0.653298505785798,"image",2619.54098150026,-1240.40077285152,3661.4237902715,528.656060436861,"448",8963.12561963224,2879.20105549015,2879.145,95.239,40.25,40.25,95.212,"Polyamide (PA)",26.37,"Comparstic Raman F2Ba Au IAEA 240930.csv",3606.04466657627,552.996693764346,0,121.570239830849,0.497591040110892,FALSE
10,47,78,49.8544799766963,50.7761449108427,"A47",9550.125,8509.01388888889,3362.5,190,32,32,190,"Cellulosic",0.822389400336825,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",65.4313989547219,5.98689921030809,0.558208005164614,"image",2526.74656152963,1660.56153747643,4002.77515575376,-2432.55615690345,"55",9341.43615714294,-60.0249719071062,802.793,41.299,30.251,25.962,47.648,"Polyethylene terephtalate (PET)",91.85,"Comparstic Raman F2Ba Au IAEA 240930.csv",3984.35520408697,-2386.22933363291,1,250.597357457571,0.198942560617931,FALSE
11,56,167,43.2939742680974,43.9473486290352,"A56",7376.64640077821,1919.09127756161,2862.5,64,57,57,64,"Polyamide (naturally occurring)",0.910238033900315,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",60.3709217819672,1.12359546800437,1.34332335805608,"image",353.267962307836,-4929.36107385085,805.010425812382,3936.19419576576,"369",6192.67546177693,6231.75574299015,583.31,38.377,21.691,21.192,40.185,"Polyacrylamide/acrylate",88.85,"Comparstic Raman F2Ba Au IAEA 240930.csv",835.594508720957,3905.55138126435,1,211.252031971112,0.204939918750782,FALSE
12,60,120,26.581899534405,26.7326654818742,"A60",10422.0066738817,3942.68849206349,2612.5,85,49,49,85,"Polyethylene terephthalate",0.918982893681545,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",57.6744164306897,1.72881339107393,1.29372433851523,"image",3398.6282354113,-2905.76385934897,4202.86784689595,2337.60028025471,"552",9584.2667449533,4653.06988843108,3575.492,77.04,61.54,61.54,77.221,"Polyethylene terephtalate (PET)",90.88,"Comparstic Raman F2Ba Au IAEA 240930.csv",4227.18579189733,2326.86552670528,1,239.557910989003,0.110962311470587,FALSE
13,63,377,78.06201389368,78.7703039222831,"A63",2765.95119047619,10595.944047619,2462.5,73,54,54,73,"Carbonate",0.860504115038641,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",55.9942173702815,0.735849120257435,1.22608489980022,"image",-4257.42724799418,3747.49169620659,-2576.32438593219,-5571.56067612729,"71",2702.91862182617,-3251.26666845034,468.296,42.231,16.856,16.856,42.216,"Polycarbonate (PC)",53.53,"Comparstic Raman F2Ba Au IAEA 240930.csv",-2654.1623312298,-5577.47103017614,0,237.551364927177,0.328611093931666,FALSE
14,72,5,91.2264328466156,91.4233312977987,"A72",2113.33421237693,6839.82155414909,2100,65,40,40,65,"Polyethylene terephthalate",0.930434884804005,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",51.7088294582641,1.625,1.65547412357597,"image",-4910.04422609344,-8.63079726337401,-3803.4044037231,-1853.47102567916,"454",1536.41329220288,383.155202536387,1996.93,105.231,29.38,29.38,99.314,"Polypropylene (PP)",96.54,"Comparstic Raman F2Ba Au IAEA 240930.csv",-3820.66766085309,-1943.04915918942,0,285.992511456489,0.318981893553863,FALSE
15,74,771,61.0579223968249,61.1431607376755,"A74",5094.27651515152,5185.25189393939,1975,79,34,34,79,"Polyethylene terephthalate",0.89249911252012,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",50.1462670679677,0.435643561363349,1.49219992605489,"image",-1929.10192331886,-1663.20045747307,-1023.33078431233,275.152264162996,"644",4328.67801823027,2662.20350893622,1772.834,66.434,46.164,45.955,75.203,"Polycarbonate (PC)",1.86,"Comparstic Raman F2Ba Au IAEA 240930.csv",-1028.4029348257,335.999147210416,0,95.6746541111325,0.638182839165554,FALSE
16,81,210,94.1621805986616,94.6183700504491,"A81",8790.74296042618,9857.40582191781,1812.5,60,42,42,60,"Polyamide (naturally occurring)",0.927072222024821,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",48.0390120093293,1.4166666853986,1.71105704524788,"image",1767.3645219558,3008.95347050535,3433.75247506464,-3916.50955962711,"358",8836.25668368403,-1507.82341743365,749.734,31.662,30.249,29.886,34.659,"Polyacrylamide/acrylate",85.96,"Comparstic Raman F2Ba Au IAEA 240930.csv",3479.17573062806,-3834.02777915945,0,220.87330872255,0.426317607787291,FALSE
17,83,280,82.9694089685863,83.4700840071006,"A83",11889.2361111111,8158.06944444444,1750,50,40,40,50,"Polyethylene terephthalate",0.941419101723752,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",47.2034871941315,0.8,1.59557975806292,"image",4865.85767264074,1309.61709303198,6326.53123943579,-1724.75263290817,"225",11765.1494945787,616.80070901113,579.52,27.698,27.366,25.887,30.317,"Polyacrylamide/acrylate",77.16,"Comparstic Raman F2Ba Au IAEA 240930.csv",6408.06854152273,-1709.40365271467,0,91.4635792995494,0.907130571578178,TRUE
18,85,726,75.2516354178217,75.8345493319772,"A85",5028.70833333333,8908.95833333333,1700,60,39,39,60,"Polycarbonate",0.887871498426707,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",46.5242649168128,1.54545453430827,1.65906373067965,"image",-1994.67010513704,2060.50598192087,-530.769911833963,-3517.85113022174,"180",4831.56122135527,-1266.71503237372,438.801,32.037,24.266,24.111,34.915,"Polyethylene naphtalate (PEN)",4.42,"Comparstic Raman F2Ba Au IAEA 240930.csv",-525.519731700702,-3592.91939409952,0,358.035704810918,0.210179136903574,FALSE
19,87,124,78.4454153368782,78.8178817063874,"A87",10452.2212441315,6533.30105633803,1625,55,40,40,55,"Polyamide (naturally occurring)",0.925915615362264,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",45.4864184146723,1.40000012063134,0.611712958792046,"image",3428.84280566108,-315.151295074432,4622.58797342273,-289.835477212997,"417",9904.02238894944,2057.13627595248,733.751,32.132,30.135,26.463,37.929,"Polyacrylamide/acrylate",90.78,"Comparstic Raman F2Ba Au IAEA 240930.csv",4546.94143589347,-269.068085773324,0,144.123054202256,0.544294705459068,FALSE
20,91,88,25.0929337361039,25.5888878577905,"A91",1377.03897849462,8788.82123655914,1475,68,36,36,68,"Polycarbonate",0.869741025025116,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",43.3362242065961,0.523364520461789,1.38322076468808,"image",-5646.33945997575,1940.36888514668,-4258.78053582789,-3944.15431276755,"471",1123.08463210014,-1614.02592037671,605.719,33.296,24.111,23.391,34.673,"Polyethylene terephtalate (PET)",91.59,"Comparstic Raman F2Ba Au IAEA 240930.csv",-4233.99632095583,-3940.23028210251,2,45.2519350190115,0.554516259372372,FALSE
21,105,259,29.982673131058,30.4883966971973,"A106",8434.35185185185,1890.45965608465,1312.5,40,40,40,40,"Polyamide (naturally occurring)",0.914073981047385,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",40.8794190573313,1,1.55811595455953,"image",1410.97341338148,-4957.9926953278,1875.30315692695,4124.11483801732,"246",7202.46034111126,6452.19769504495,381.788,50.111,15.284,15.284,49.806,"Cellulose Acetate Butyrate (CAB)",80.79,"Comparstic Raman F2Ba Au IAEA 240930.csv",1845.37938805529,4125.99333331915,1,177.758994222064,0.168670357650665,FALSE
